Genotype,blups,deregressed.blups,Adj.Grain.Yield
PYT-S-3576,-34.76582045,-56.31667683,5087.359002
PYT-S-3577,-163.26846,-264.4752436,4879.200435
PYT-S-3578,14.4709545,24.27626938,5167.951948
PYT-S-3579,-271.7785261,-440.2610126,4703.414666
PYT-S-3580,123.3490799,199.8098847,5343.485563
PYT-S-3581,87.38036436,145.1587775,5288.834456
PYT-S-3582,-110.8355125,-179.5397369,4964.135942
PYT-S-3583,-81.79739721,-131.2976406,5012.378038
PYT-S-3584,-388.0407618,-585.6374401,4558.038238
PYT-S-3585,91.01408174,138.1354093,5281.811088
PYT-S-3586,-455.4637668,-737.7874043,4405.888274
PYT-S-3587,177.3904891,284.7265578,5428.402236
PYT-S-3588,-692.8514504,-1045.597286,4098.078393
PYT-S-3589,-139.9479327,-211.1963596,4932.479319
PYT-S-3590,89.44558675,143.5724297,5287.248108
PYT-S-3591,-289.5367443,-453.4827399,4690.192939
PYT-S-3592,243.3238912,390.5727546,5534.248433
PYT-S-3593,-248.4977122,-389.1866903,4754.488988
PYT-S-3594,-68.1653166,-110.2978629,5033.377816
PYT-S-3595,-253.1053211,-382.982374,4760.693305
PYT-S-3596,-66.08890784,-106.5892027,5037.086476
PYT-S-3597,58.44574177,94.67445977,5238.350138
PYT-S-3598,308.9811996,495.9589307,5639.634609
PYT-S-3599,184.6684993,278.6862857,5422.361964
PYT-S-3600,181.1063356,273.3137004,5416.989379
PYT-S-3601,-130.6062272,-219.0246414,4924.651037
PYT-S-3602,-226.1451128,-362.9974061,4780.678272
PYT-S-3603,-692.7069208,-1045.404278,4098.271401
PYT-S-3604,183.5732811,294.742675,5438.418354
PYT-S-3605,410.6914435,682.2847213,5825.9604
PYT-S-3606,-371.7281594,-596.6723032,4547.003375
PYT-S-3607,10.07352311,16.3182098,5159.993888
PYT-S-3608,336.7732319,545.5263578,5689.202036
PYT-S-3609,-304.0539248,-476.1946653,4667.481013
PYT-S-3610,-256.9416243,-416.2099354,4727.465743
PYT-S-3611,-124.0520407,-200.9511025,4942.724576
PYT-S-3612,-478.66318,-775.8067918,4367.868887
PYT-S-3613,-385.0854157,-645.0363684,4498.63931
PYT-S-3614,-349.746354,-527.8216029,4615.854076
PYT-S-3615,-230.6107638,-361.184985,4782.490694
PYT-S-3616,451.7890456,681.8181504,5825.493829
PYT-S-3617,-152.7488446,-239.2395235,4904.436155
PYT-S-3618,28.97964828,46.89318023,5190.568859
PYT-S-3619,121.5209579,196.6315245,5340.307203
PYT-S-3620,104.9170388,158.3303463,5302.006025
PYT-S-3621,343.7318347,557.5904077,5701.266086
PYT-S-3622,-264.6037492,-425.8586818,4717.816997
PYT-S-3623,47.73336597,72.03632363,5215.712002
PYT-S-3624,367.7873962,595.7651191,5739.440798
PYT-S-3625,336.2621989,507.4629279,5651.138606
PYT-S-3626,127.2390815,199.3362898,5343.011968
PYT-S-3627,216.2359072,326.3342999,5470.009978
PYT-S-3628,184.4628365,279.9107393,5423.586418
PYT-S-3629,-21.22143272,-34.37557705,5109.300101
PYT-S-3630,325.9053285,527.3459678,5671.021646
PYT-S-3631,-62.06740466,-100.4320043,5043.243674
PYT-S-3632,129.2651515,209.1675472,5352.843226
PYT-S-3633,72.94106273,117.0796054,5260.755284
PYT-S-3634,-163.7345055,-264.940578,4878.735101
PYT-S-3635,-391.0794318,-612.5519006,4531.123778
PYT-S-3636,-169.4211766,-255.6801818,4887.995497
PYT-S-3637,-57.18090022,-92.62571172,5051.049967
PYT-S-3638,-144.9211717,-226.9696414,4916.706037
PYT-S-3639,78.53679619,130.1652172,5273.840896
PYT-S-3640,131.5095403,205.9688111,5349.64449
PYT-S-3641,-215.6197281,-325.4501944,4818.225484
PYT-S-3642,270.7801048,408.6509371,5552.326616
PYT-S-3643,82.30444166,124.2100371,5267.885716
PYT-S-3644,290.4118386,469.9200055,5613.595684
PYT-S-3645,-32.876159,-52.77042354,5090.905255
PYT-S-3646,130.4295247,211.5775233,5355.253202
PYT-S-3647,-160.3951715,-259.5355205,4884.140158
PYT-S-3648,19.25860632,30.16294109,5173.83862
PYT-S-3649,415.7255946,667.3030051,5810.978684
PYT-S-3650,285.3007555,461.7766786,5605.452357
PYT-S-3651,424.4919472,686.8394016,5830.51508
PYT-S-3652,433.1095085,701.5779481,5845.253627
PYT-S-3653,525.7873464,793.4893549,5937.165033
PYT-S-3654,729.9423069,1222.685976,6366.361655
PYT-S-3655,115.9836777,187.6719075,5331.347586
PYT-S-3656,-228.9231874,-370.4396117,4773.236067
PYT-S-3657,769.1866794,1160.829552,6304.50523
PYT-S-3658,260.8563279,422.0997764,5565.775455
PYT-S-3659,24.30988185,36.68727334,5180.362952
PYT-S-3660,266.9099717,432.0154755,5575.691154
PYT-S-3661,287.1030977,445.6696828,5589.345361
PYT-S-3662,89.41317674,144.836559,5288.512238
PYT-S-3663,193.0688351,312.7452045,5456.420883
PYT-S-3664,-86.78104929,-140.5775374,5003.098141
PYT-S-3665,-340.9519751,-514.6091142,4629.066564
PYT-S-3666,449.7465313,727.7315811,5871.40726
PYT-S-3667,-693.9592165,-1126.838952,4016.836726
PYT-S-3668,-541.5165028,-869.4742196,4274.201459
PYT-S-3669,-205.6048737,-330.0138306,4813.661848
PYT-S-3670,-134.5037562,-217.8779004,4925.797778
PYT-S-3671,255.5433258,400.2234044,5543.899083
PYT-S-3672,-629.336925,-985.6417386,4158.03394
PYT-S-3673,47.21802696,73.95437257,5217.630051
PYT-S-3674,765.9095609,1240.665081,6384.34076
PYT-S-3675,-9.0056855,-14.6080631,5129.067615
PYT-S-3676,100.2944946,161.7553452,5305.431024
PYT-S-3677,-239.9020193,-362.1618364,4781.513842
PYT-S-3678,430.4087877,690.8773969,5834.553075
PYT-S-3679,100.274798,160.9518025,5304.627481
PYT-S-3680,514.2809077,776.1353543,5919.811033
PYT-S-3681,-247.3438581,-373.2643516,4770.411327
PYT-S-3682,304.0472702,476.3519553,5620.027634
PYT-S-3683,387.1674693,584.4890578,5728.164736
PYT-S-3684,156.4022763,253.9820622,5397.657741
PYT-S-3685,-198.7373344,-311.2646502,4832.411028
PYT-S-3686,-153.0345364,-245.6344056,4898.041273
PYT-S-3687,-72.49512355,-113.5783688,5030.09731
PYT-S-3688,357.4184655,559.7787048,5703.454383
PYT-S-3689,574.3768271,866.7957827,6010.471461
PYT-S-3690,-44.90336148,-70.32595797,5073.349721
PYT-S-3691,112.8909163,181.2014221,5324.877101
PYT-S-3692,143.681521,233.0649925,5376.740671
PYT-S-3693,-536.2854779,-841.62453,4302.051148
PYT-S-3694,46.38303399,70.01889042,5213.694569
PYT-S-3695,-55.62989038,-87.12421598,5056.551463
PYT-S-3696,-157.3753256,-246.484755,4897.190924
PYT-S-3697,114.1599138,184.7235484,5328.399227
PYT-S-3698,-6.833341805,-10.70228891,5132.97339
PYT-S-3699,281.685521,425.1144664,5568.790145
PYT-S-3700,-374.4376943,-606.6229934,4537.052685
PYT-S-3701,292.7777816,474.2705465,5617.946225
PYT-S-3702,-374.3293518,-586.2648975,4557.410781
PYT-S-3703,-283.786274,-428.2629747,4715.412704
PYT-S-3704,274.5527137,444.2565808,5587.932259
PYT-S-3705,277.3935633,449.3383469,5593.014025
PYT-S-3706,36.97751905,57.91298644,5201.588665
PYT-S-3707,-304.7517227,-477.286134,4666.389545
PYT-S-3708,117.7536989,190.5459642,5334.221643
PYT-S-3709,97.04131104,155.8059806,5299.481659
PYT-S-3710,246.0113154,398.0682927,5541.743971
PYT-S-3711,1.68513273,2.63936659,5146.315045
PYT-S-3712,-341.4011356,-552.4213187,4591.25436
PYT-S-3713,129.6934905,208.1822576,5351.857936
PYT-S-3714,23.1214692,38.73098221,5182.406661
PYT-S-3715,409.2718762,663.0131456,5806.688824
PYT-S-3716,-104.3055346,-167.42099,4976.254688
PYT-S-3717,368.4674162,559.2635192,5702.939198
PYT-S-3718,-188.0689632,-294.5471954,4849.128483
PYT-S-3719,-137.0102219,-219.9208855,4923.754793
PYT-S-3720,-587.364134,-888.78819,4254.887488
PYT-S-3721,303.1872716,457.5502183,5601.225897
PYT-S-3722,441.7021655,666.574844,5810.250523
PYT-S-3723,-200.102637,-335.1808072,4808.494871
PYT-S-3724,271.9854645,436.5920839,5580.267762
PYT-S-3725,-350.3138963,-566.8544629,4576.821216
PYT-S-3726,131.2600731,212.6235431,5356.299222
PYT-S-3727,202.3955572,316.9979547,5460.673633
PYT-S-3728,-5.971707464,-9.588050477,5134.087628
PYT-S-3729,3.207509315,5.02361094,5148.699289
PYT-S-3730,58.25569704,87.9178731,5231.593552
PYT-S-3731,-124.6486284,-209.0340358,4934.641643
PYT-S-3732,-96.45276429,-156.070418,4987.605261
PYT-S-3733,-240.3805319,-385.841418,4757.834261
PYT-S-3734,209.6751778,339.280241,5482.955919
PYT-S-3735,69.54433486,104.9717136,5248.647392
PYT-S-3736,-26.55000571,-42.8195504,5100.856128
PYT-S-3737,-105.3145719,-164.947676,4978.728002
PYT-S-3738,83.83392064,135.8033907,5279.479069
PYT-S-3739,124.1632137,187.3827123,5331.058391
PYT-S-3740,227.0439503,355.6006659,5499.276344
PYT-S-3741,-106.2268254,-172.0797118,4971.595967
PYT-S-3742,600.1275781,910.8523869,6054.528065
PYT-S-3743,-105.4059874,-159.0720324,4984.603646
PYT-S-3744,324.4246266,524.9713276,5668.647006
PYT-S-3745,-27.38578986,-44.1673968,5099.508282
PYT-S-3746,-217.8718128,-341.3063568,4802.369322
PYT-S-3747,42.94232737,71.99852675,5215.674205
PYT-S-3748,88.12545141,142.5968884,5286.272567
PYT-S-3749,595.3666377,898.625073,6042.300752
PYT-S-3750,120.355737,188.4994116,5332.17509
PYT-S-3751,512.1164018,829.5616137,5973.237292
PYT-S-3752,345.8367711,555.1239417,5698.79962
PYT-S-3753,202.4137163,327.6048105,5471.280489
PYT-S-3754,540.4790174,846.5125306,5990.188209
PYT-S-3755,370.3856558,576.9172567,5720.592935
PYT-S-3756,177.1868834,287.0167112,5430.69239
PYT-S-3757,326.385819,528.2874193,5671.963098
PYT-S-3758,555.194618,891.4246672,6035.100346
PYT-S-3759,146.3076121,236.7431563,5380.418835
PYT-S-3760,99.91416899,150.7812051,5294.456884
PYT-S-3761,311.1864178,516.9635803,5660.639259
PYT-S-3762,305.4210231,460.9449035,5604.620582
PYT-S-3763,384.624929,620.3617093,5764.037388
PYT-S-3764,352.7126286,532.8938159,5676.569494
PYT-S-3765,677.5724427,1098.19711,6241.872788
PYT-S-3766,239.3263328,374.8684469,5518.544125
PYT-S-3767,118.9268778,179.4811399,5323.156818
PYT-S-3768,-715.0655753,-1158.321793,3985.353886
PYT-S-3769,437.7837933,660.6878989,5804.363577
PYT-S-3770,51.44184483,83.26156395,5226.937242
PYT-S-3771,-130.3173418,-209.1712054,4934.504473
PYT-S-3772,-174.8403103,-280.7284728,4862.947206
PYT-S-3773,102.6083011,166.6136781,5310.289357
PYT-S-3774,196.5604969,318.4823056,5462.157984
PYT-S-3775,312.3813799,506.7283147,5650.403993
PYT-S-3776,246.3462281,399.0479876,5542.723666
PYT-S-3777,170.3095758,276.5458561,5420.221535
PYT-S-3778,249.8299188,415.0400916,5558.71577
PYT-S-3779,-24.99422269,-41.86643692,5101.809242
PYT-S-3780,-286.9715132,-464.3527805,4679.322898
PYT-S-3781,-252.4421639,-380.9774461,4762.698232
PYT-S-3782,-273.5734263,-426.1166435,4717.559035
PYT-S-3783,108.745638,170.3338423,5314.009521
PYT-S-3784,394.1355949,638.4457855,5782.121464
PYT-S-3785,-280.6972863,-450.5474698,4693.128209
PYT-S-3786,-425.8867975,-642.709892,4500.965787
PYT-S-3787,-266.101381,-416.7799648,4726.895714
PYT-S-3788,97.41629473,152.5697504,5296.245429
PYT-S-3789,-138.3434657,-208.7732426,4934.902436
PYT-S-3790,301.7041012,488.7213777,5632.397056
PYT-S-3791,-174.419926,-282.2316305,4861.444048
PYT-S-3792,-11.03772826,-17.28724886,5126.38843
PYT-S-3793,-217.0831635,-348.4449162,4795.230762
PYT-S-3794,175.802415,284.4689168,5428.144595
PYT-S-3795,9.58195571,15.52152411,5159.197203
PYT-S-3796,101.3140579,162.6194876,5306.295166
PYT-S-3797,106.503344,166.80511,5310.480789
PYT-S-3798,-12.10400664,-18.26612062,5125.409558
PYT-S-3799,-88.47577249,-143.7096597,4999.966019
PYT-S-3800,268.9955685,435.2594764,5578.935155
PYT-S-3801,16.32881728,25.57341551,5169.249094
PYT-S-3802,49.9549814,83.68006551,5227.355744
PYT-S-3803,147.0180963,235.982676,5379.658354
PYT-S-3804,329.6778691,552.8677646,5696.543443
PYT-S-3805,279.7523386,452.6633243,5596.339003
PYT-S-3806,366.776811,574.4552635,5718.130942
PYT-S-3807,265.7683818,416.2556362,5559.931315
PYT-S-3808,-205.0787344,-332.2031397,4811.472539
PYT-S-3809,556.2712983,871.205063,6014.880741
PYT-S-3810,732.3552209,1175.5056,6319.181279
PYT-S-3811,508.3256677,825.4166484,5969.092327
PYT-S-3812,289.0898146,468.6113127,5612.286991
PYT-S-3813,304.601572,510.7053774,5654.381056
PYT-S-3814,359.0616219,606.3657722,5750.041451
PYT-S-3815,170.7973889,274.1529626,5417.828641
PYT-S-3816,457.0450201,739.55823,5883.233908
PYT-S-3817,264.7696593,425.118827,5568.794506
PYT-S-3818,516.5979778,835.9243764,5979.600055
PYT-S-3819,-121.9798537,-197.7018908,4945.973788
PYT-S-3820,-313.893153,-509.1645202,4634.511158
PYT-S-3821,533.751786,856.7427321,6000.418411
PYT-S-3822,372.1321871,659.0266422,5802.702321
PYT-S-3823,86.24744599,139.7093081,5283.384987
PYT-S-3824,577.0039402,903.7118716,6047.38755
PYT-S-3825,342.1769147,554.2801405,5697.955819
PYT-S-3826,715.2861943,1079.615888,6223.291566
PYT-S-3827,-120.7942385,-196.2043027,4947.471376
PYT-S-3828,-512.3626955,-783.068808,4360.606871
PYT-S-3829,549.8521423,829.7754217,5973.4511
PYT-S-3830,-44.62053192,-75.49079046,5068.184888
PYT-S-3831,218.0007268,352.7633871,5496.439066
PYT-S-3832,-63.00022628,-102.0510424,5041.624636
PYT-S-3833,69.35016667,108.6174786,5252.293157
PYT-S-3834,273.7066442,428.7653367,5572.441015
PYT-S-3835,-103.5772809,-167.8229619,4975.852717
PYT-S-3836,-120.5830185,-193.5534619,4950.122217
PYT-S-3837,-310.8556614,-498.9528752,4644.722803
PYT-S-3838,267.4125522,433.1702853,5576.845964
PYT-S-3839,-438.1220937,-703.1721965,4440.503482
PYT-S-3840,238.7501907,382.7931014,5526.46878
PYT-S-3841,236.5036468,379.609906,5523.285585
PYT-S-3842,-462.132961,-748.6002123,4395.075466
PYT-S-3843,504.2813648,761.0971331,5904.772812
PYT-S-3844,261.4582203,409.4877268,5553.163405
PYT-S-3845,-422.5777666,-637.7472415,4505.928437
PYT-S-3846,19.96382546,32.04407777,5175.719756
PYT-S-3847,440.3264294,706.9967651,5850.672444
PYT-S-3848,-24.36919722,-36.7767952,5106.898883
PYT-S-3849,55.87459526,90.5087754,5234.184454
PYT-S-3850,470.4253094,737.0278577,5880.703536
PYT-S-3851,-113.818336,-190.9286247,4952.747054
PYT-S-3852,-469.9973676,-760.5151664,4383.160512
PYT-S-3853,-546.0707966,-855.4282677,4288.247411
PYT-S-3854,-237.6634656,-372.2270315,4771.448647
PYT-S-3855,-400.3337975,-650.2555166,4493.420162
PYT-S-3856,-972.1410045,-1467.128878,3676.546801
PYT-S-3857,-894.4578508,-1434.774674,3708.901005
PYT-S-3858,-272.1939089,-423.965017,4719.710662
PYT-S-3859,149.3567677,233.9241876,5377.599866
PYT-S-3860,-184.2538437,-298.465996,4845.209683
PYT-S-3861,188.0350806,301.8215067,5445.497185
PYT-S-3862,-524.8229433,-796.5700773,4347.105601
PYT-S-3863,-487.6338574,-763.7358839,4379.939795
PYT-S-3864,-57.75322939,-90.46419351,5053.211485
PYT-S-3865,-77.76146693,-125.966917,5017.708761
PYT-S-3866,-738.5648486,-1197.046615,3946.629064
PYT-S-3867,348.327347,563.5562744,5707.231953
PYT-S-3868,-563.1753402,-849.9090755,4293.766603
PYT-S-3869,74.62633155,119.7805444,5263.456223
PYT-S-3870,-155.1683852,-251.0776063,4892.598072
PYT-S-3871,-94.4618606,-142.5533924,5001.122286
PYT-S-3872,4.867307996,7.623569286,5151.299248
PYT-S-3873,-124.4894044,-200.7752788,4942.9004
PYT-S-3874,-150.3084275,-241.2745874,4902.401091
PYT-S-3875,410.1155376,642.3307579,5786.006436
PYT-S-3876,-43.97329729,-70.92215745,5072.753521
PYT-S-3877,402.0900907,629.7346912,5773.41037
PYT-S-3878,1.533746738,2.484452631,5146.160131
PYT-S-3879,154.818572,233.6469154,5377.322594
PYT-S-3880,78.31481973,122.6591359,5266.334814
PYT-S-3881,75.13734278,120.6011115,5264.27679
PYT-S-3882,366.6709652,593.3164969,5736.992175
PYT-S-3883,101.663239,153.4310213,5297.1067
PYT-S-3884,404.1225134,654.7449856,5798.420664
PYT-S-3885,10.74717663,17.389874,5161.065553
PYT-S-3886,184.7748089,278.8489683,5422.524647
PYT-S-3887,220.9262029,357.4793109,5501.154989
PYT-S-3888,107.4054614,162.1383459,5305.814024
PYT-S-3889,-13.96576713,-22.62249199,5121.053187
PYT-S-3890,-3.574169014,-5.736898106,5137.93878
PYT-S-3891,359.9062382,582.3611355,5726.036814
PYT-S-3892,160.9808362,242.9424661,5386.618145
PYT-S-3893,411.88062,645.0666861,5788.742365
PYT-S-3894,-178.769706,-278.4473574,4865.228321
PYT-S-3895,-190.5518226,-298.4666226,4845.209056
PYT-S-3896,446.4617514,674.166581,5817.84226
PYT-S-3897,175.2501445,283.8795183,5427.555197
PYT-S-3898,-215.9173237,-346.5677521,4797.107926
PYT-S-3899,247.2038013,400.4388839,5544.114562
PYT-S-3900,-101.4113262,-162.7839242,4980.891754
PYT-S-3901,427.9530848,645.8435672,5789.519246
PYT-S-3902,109.9594775,176.5024875,5320.178166
PYT-S-3903,-77.08902212,-123.972044,5019.703634
PYT-S-3904,-649.7935974,-1052.584025,4091.091654
PYT-S-3905,33.4029741,54.10792868,5197.783607
PYT-S-3906,54.56037317,88.62154132,5232.29722
PYT-S-3907,106.1105628,175.864431,5319.54011
PYT-S-3908,-1280.446209,-2055.309749,3088.36593
PYT-S-3909,166.4025729,269.2645439,5412.940222
PYT-S-3910,186.487312,292.0725855,5435.748264
PYT-S-3911,415.1998852,666.4431696,5810.118848
PYT-S-3912,525.370829,853.1006699,5996.776348
PYT-S-3913,-21.05722032,-31.77743872,5111.89824
PYT-S-3914,189.3267438,296.5172907,5440.192969
PYT-S-3915,40.90896174,66.20022914,5209.875908
PYT-S-3916,26.12763914,39.43136326,5183.107042
PYT-S-3917,255.1693796,423.911404,5567.587082
PYT-S-3918,157.5018009,255.1945766,5398.870255
PYT-S-3919,-390.9856451,-632.6564494,4511.019229
PYT-S-3920,-46.91651225,-75.30729342,5068.368385
PYT-S-3921,443.4954101,694.5963896,5838.272068
PYT-S-3922,107.6647912,180.3498607,5324.025539
PYT-S-3923,-365.5954829,-593.0545349,4550.621144
PYT-S-3924,-161.418833,-259.1775872,4884.498091
PYT-S-3925,45.18583446,73.1157141,5216.791393
PYT-S-3926,-45.20038712,-73.13898552,5070.536693
PYT-S-3927,-485.8657527,-786.1851982,4357.49048
PYT-S-3928,409.6117355,662.7934099,5806.469088
PYT-S-3929,-623.9336205,-1001.788381,4141.887298
PYT-S-3930,371.795423,601.6078025,5745.283481
PYT-S-3931,216.4829844,347.4852067,5491.160885
PYT-S-3932,327.4117774,529.7894423,5673.465121
PYT-S-3933,-601.9759635,-968.7409894,4174.934689
PYT-S-3934,-6.766975383,-10.86189227,5132.813786
PYT-S-3935,-81.49118583,-132.0047407,5011.670938
PYT-S-3936,-662.7993749,-1073.638482,4070.037196
PYT-S-3937,-197.2102616,-319.1182015,4824.557477
PYT-S-3938,445.9800628,673.049214,5816.724893
PYT-S-3939,261.4320404,423.5005513,5567.17623
PYT-S-3940,259.7017512,406.7313775,5550.407056
PYT-S-3941,85.49817506,137.2361465,5280.911825
PYT-S-3942,154.9409391,233.8304149,5377.506093
PYT-S-3943,142.9935004,231.6291262,5375.304805
PYT-S-3944,401.892612,629.4300961,5773.105775
PYT-S-3945,-487.3887756,-788.6563657,4355.019313
PYT-S-3946,-559.4748787,-898.0314597,4245.644219
PYT-S-3947,-158.4736815,-256.4277383,4887.24794
PYT-S-3948,-662.2228107,-1062.959778,4080.715901
PYT-S-3949,-360.619026,-584.2988563,4559.376822
PYT-S-3950,-186.9220087,-282.0839059,4861.591773
PYT-S-3951,-382.8495378,-616.085733,4527.589945
PYT-S-3952,-334.717619,-542.1974899,4601.478189
PYT-S-3953,-36.28447656,-58.77603383,5084.899645
PYT-S-3954,-215.9050016,-325.8257166,4817.849962
PYT-S-3955,-41.66159775,-62.89308917,5080.782589
PYT-S-3956,327.9333333,549.2940502,5692.969729
PYT-S-3957,-157.0554571,-263.0749064,4880.600772
PYT-S-3958,-615.5629556,-964.1185975,4179.557081
PYT-S-3959,-634.9233778,-958.19704,4185.478638
PYT-S-3960,-479.7293462,-803.5706537,4340.105025
PYT-S-3961,95.3403984,153.4288898,5297.104568
PYT-S-3962,-356.3139927,-537.7245498,4605.951129
PYT-S-3963,-236.066648,-356.2583568,4787.417322
PYT-S-3964,-5.24E-13,3.25205761109322e-08,5143.675679
PYT-S-3965,4.577716069,7.417172055,5151.092851
PYT-S-3966,-125.1686338,-188.905076,4954.770603
PYT-S-3967,-229.8361258,-359.9599229,4783.715756
PYT-S-3968,80.47171899,126.0326385,5269.708317
PYT-S-3969,-144.9104442,-226.9490027,4916.726676
PYT-S-3970,242.1995914,379.346819,5523.022498
PYT-S-3971,320.176407,518.6425827,5662.318261
PYT-S-3972,855.2489128,1339.446427,6483.122106
PYT-S-3973,18.14012884,28.41082355,5172.086502
PYT-S-3974,510.979063,800.2839066,5943.959585
PYT-S-3975,374.3253369,564.9102776,5708.585956
PYT-S-3976,40.14650939,64.44294794,5208.118626
PYT-S-3977,11.39751765,17.85095058,5161.526629
PYT-S-3978,55.71525836,90.2505795,5233.926258
PYT-S-3979,-250.5958196,-403.2714811,4740.404197
PYT-S-3980,128.8710314,211.9194806,5355.595159
PYT-S-3981,1.604514241,2.421471661,5146.09715
PYT-S-3982,203.0146141,329.4605612,5473.13624
PYT-S-3983,118.8181567,179.3116616,5322.98734
PYT-S-3984,-39.68362828,-59.90217857,5083.7735
PYT-S-3985,-25.44412312,-39.84963068,5103.826048
PYT-S-3986,269.1163371,435.9305061,5579.606185
PYT-S-3987,362.233144,586.918914,5730.594593
PYT-S-3988,154.6646143,233.4125794,5377.088258
PYT-S-3989,342.2071727,535.9484897,5679.624168
PYT-S-3990,-90.89388085,-147.2417069,4996.433972
PYT-S-3991,3.484689658,5.644682703,5149.320361
PYT-S-3992,118.7910826,186.0482506,5329.723929
PYT-S-3993,663.9203993,1065.655336,6209.331015
PYT-S-3994,192.0597946,289.8386048,5433.514283
PYT-S-3995,477.3818587,747.7335436,5891.409222
PYT-S-3996,-159.7020404,-256.3441927,4887.331486
PYT-S-3997,269.763986,433.0015879,5576.677266
PYT-S-3998,48.34303596,78.30907838,5221.984757
PYT-S-3999,-8.64E-13,5.364031360606e-08,5143.675679
PYT-S-4000,218.3187558,353.2624011,5496.93808
PYT-S-4001,318.4283451,511.1273673,5654.803046
PYT-S-4002,-180.0191331,-291.2919435,4852.383735
PYT-S-4003,218.63043,350.9285239,5494.604202
PYT-S-4004,295.99165,479.0793395,5622.755018
PYT-S-4005,363.9025928,589.4747348,5733.150413
PYT-S-4006,165.7192789,268.442963,5412.118642
PYT-S-4007,176.4324562,266.2597242,5409.935403
PYT-S-4008,995.0036341,1527.294828,6670.970507
PYT-S-4009,377.6214376,611.4192047,5755.094883
PYT-S-4010,105.3217807,164.9532721,5308.628951
PYT-S-4011,-578.6194956,-873.2190373,4270.456641
PYT-S-4012,-106.4445466,-172.2392593,4971.436419
PYT-S-4013,-36.34227806,-56.91684943,5086.758829
PYT-S-4014,-231.4916479,-349.3430459,4794.332633
PYT-S-4015,-280.8750907,-424.0139609,4719.661718
PYT-S-4016,-173.8904385,-302.9500637,4840.725615
PYT-S-4017,-394.5955228,-640.1897361,4503.485942
PYT-S-4018,-127.9945581,-221.9561768,4921.719502
PYT-S-4019,237.6471515,405.0131156,5548.688794
PYT-S-4020,242.8030856,393.3057108,5536.981389
PYT-S-4021,-90.60315545,-146.764052,4996.911626
PYT-S-4022,-79.38259366,-133.2122303,5010.463448
PYT-S-4023,128.573796,206.3765524,5350.052231
PYT-S-4024,-68.08772933,-110.1733693,5033.502309
PYT-S-4025,-195.9862485,-307.5646248,4836.111054
PYT-S-4026,-65.9658842,-105.8793784,5037.7963
PYT-S-4027,65.94342449,103.2835229,5246.959201
PYT-S-4028,119.8187095,192.3247746,5336.000453
PYT-S-4029,837.8084423,1300.521468,6444.197146
PYT-S-4030,-454.6621734,-735.6886215,4407.987057
PYT-S-4031,308.1127981,494.780056,5638.455734
PYT-S-4032,191.1554631,320.8691203,5464.544799
PYT-S-4033,468.7991758,734.363042,5878.038721
PYT-S-4034,138.1362338,223.7618693,5367.437548
PYT-S-4035,-216.9417082,-351.0432126,4792.632466
PYT-S-4036,697.2600344,1128.498999,6272.174678
PYT-S-4037,120.0678532,194.2835728,5337.959251
PYT-S-4038,-319.3650884,-517.3703787,4626.3053
PYT-S-4039,-515.9311192,-830.5511017,4313.124577
PYT-S-4040,503.1105784,761.2688644,5904.944543
PYT-S-4041,420.0966505,634.1778971,5777.853576
PYT-S-4042,64.00723889,103.7174544,5247.393133
PYT-S-4043,89.44392418,134.9869809,5278.662659
PYT-S-4044,110.6439958,185.5098521,5329.185531
PYT-S-4045,188.5014,305.7855486,5449.461227
PYT-S-4046,135.2875814,217.1601565,5360.835835
PYT-S-4047,-391.2634688,-649.9911831,4493.684495
PYT-S-4048,39.24944624,61.47645657,5205.152135
PYT-S-4049,208.1765989,337.6823074,5481.357986
PYT-S-4050,300.6213391,482.5385079,5626.214186
PYT-S-4051,-12.37313118,-20.02173975,5123.653939
PYT-S-4052,374.9246219,588.3760232,5732.051702
PYT-S-4053,-37.33145508,-60.40608844,5083.26959
PYT-S-4054,37.06136153,59.98467303,5203.660352
PYT-S-4055,125.9602719,204.0381751,5347.713854
PYT-S-4056,121.0073356,195.8052361,5339.480915
PYT-S-4057,-137.8673667,-223.663823,4920.011855
PYT-S-4058,-476.9862685,-747.3109268,4396.364752
PYT-S-4059,382.168491,613.428548,5757.104227
PYT-S-4060,124.7865825,201.9151193,5345.590798
PYT-S-4061,341.5701371,515.5618546,5659.237533
PYT-S-4062,129.5820262,208.057367,5351.733046
PYT-S-4063,-740.5567028,-1188.728614,3954.947064
PYT-S-4064,337.6100345,546.8850376,5690.560716
PYT-S-4065,505.442004,791.7128268,5935.388505
PYT-S-4066,-32.22832388,-48.63619066,5095.039488
PYT-S-4067,-61.11888131,-98.10136674,5045.574312
PYT-S-4068,-10.46920229,-17.00484171,5126.670837
PYT-S-4069,299.655321,485.4058423,5629.081521
PYT-S-4070,264.3453386,414.0073064,5557.682985
PYT-S-4071,91.2691703,137.7371987,5281.412877
PYT-S-4072,106.7109099,167.1287953,5310.804474
PYT-S-4073,13.2453073,21.45591992,5165.131598
PYT-S-4074,-186.4927005,-312.3957791,4831.279899
PYT-S-4075,275.6089866,442.3922668,5586.067945
PYT-S-4076,-218.6673568,-354.2123577,4789.463321
PYT-S-4077,-338.4242547,-510.7926833,4632.882995
PYT-S-4078,455.1044787,756.0594633,5899.735142
PYT-S-4079,-17.37950671,-26.9786285,5116.69705
PYT-S-4080,-460.0933178,-744.4884096,4399.187269
