Genotype,blups,deregressed.blups,Adj.Grain.Yield
AYT-O-0002,68.82944474,112.5790051,5256.254684
AYT-O-0003,-492.8692461,-798.3792384,4345.29644
AYT-O-0004,67.60725488,109.5875817,5253.26326
AYT-O-0005,-240.3874111,-389.6943906,4753.981288
AYT-O-0006,445.9427544,715.8269425,5859.502621
AYT-O-0007,-347.3927096,-544.0468195,4599.628859
AYT-O-0008,-46.52191675,-73.04832405,5070.627354
AYT-O-0009,-351.1300125,-569.185473,4574.490206
AYT-O-0010,-116.7261291,-176.1560608,4967.519618
AYT-O-0011,-301.295231,-488.5408748,4655.134804
AYT-O-0012,-235.3450091,-381.224015,4762.451663
AYT-O-0013,-847.2882424,-1419.275537,3724.400141
AYT-O-0014,-61.69607164,-96.84053457,5046.835144
AYT-O-0015,-293.7970308,-471.9844101,4671.691268
AYT-O-0016,198.4710388,321.1422825,5464.817961
AYT-O-0017,-877.8792442,-1405.7369,3737.938779
AYT-O-0018,-83.36459181,-135.4431289,5008.23255
AYT-O-0019,-420.6273146,-660.2283214,4483.447357
AYT-O-0020,-22.42283991,-37.88890144,5105.786777
AYT-O-0021,197.3062935,316.706002,5460.381681
AYT-O-0022,45.48638493,76.19491299,5219.870592
AYT-O-0023,26.04918771,42.01297398,5185.688653
AYT-O-0024,-430.8935773,-650.2999295,4493.375749
AYT-O-0025,-601.3979947,-907.6471268,4236.028552
AYT-O-0026,-197.379491,-319.7359171,4823.939761
AYT-O-0027,81.05311298,135.9319573,5279.607636
AYT-O-0028,253.6840991,425.4262874,5569.101966
AYT-O-0029,446.203944,673.3981535,5817.073832
AYT-O-0030,-360.3481818,-578.8716887,4564.80399
AYT-O-0031,-101.896974,-154.9605539,4988.715125
AYT-O-0032,-146.9104295,-246.3296865,4897.345992
AYT-O-0033,-623.1493192,-1000.262658,4143.41302
AYT-O-0034,-525.6721569,-793.2961841,4350.379494
AYT-O-0035,108.2101227,190.4259166,5334.101595
AYT-O-0036,-227.4901722,-343.4155163,4800.260162
AYT-O-0037,-306.2205033,-496.739841,4646.935838
AYT-O-0038,39.65519709,62.17678929,5205.852468
AYT-O-0039,-280.9260931,-457.4498638,4686.225815
AYT-O-0040,-1053.789539,-1590.588338,3553.08734
AYT-O-0041,-567.0483673,-888.3691817,4255.306497
AYT-O-0042,-116.8231534,-190.3506665,4953.325012
AYT-O-0043,-439.4878826,-761.1235948,4382.552084
AYT-O-0044,-436.3133896,-713.7582053,4429.917473
AYT-O-0045,-543.5336227,-851.2740024,4292.401676
AYT-O-0046,145.1671192,234.9089499,5378.584628
AYT-O-0047,80.56964124,130.5147127,5274.190391
AYT-O-0048,243.8675863,391.4327041,5535.108383
AYT-O-0049,159.1810494,256.1653964,5399.841075
AYT-O-0050,-943.3237206,-1426.843667,3716.832012
AYT-O-0051,-212.0217603,-343.5759147,4800.099764
AYT-O-0052,17.40304392,27.94028167,5171.61596
AYT-O-0053,32.50909652,50.91407501,5194.589754
AYT-O-0054,-250.4587186,-405.7064504,4737.969228
AYT-O-0055,69.97472733,105.5814708,5249.257149
AYT-O-0056,-728.2287163,-1140.608339,4003.067339
AYT-O-0074,172.3634149,260.8571701,5404.532849
AYT-O-0075,-442.0504898,-692.3269863,4451.348692
AYT-O-0076,-153.0994266,-239.7937347,4903.881944
AYT-O-0077,117.0934719,176.7837695,5320.459448
AYT-O-0078,-322.8058431,-505.5799156,4638.095763
AYT-O-0079,166.1735572,260.2529999,5403.928678
AYT-O-0080,-150.276246,-235.3577024,4908.317976
AYT-O-0081,-142.747022,-223.030186,4920.645493
AYT-O-0082,-381.7082585,-621.7185126,4521.957166
AYT-O-0083,164.1585599,268.8520154,5412.527694
AYT-O-0084,31.81905143,51.31758065,5194.993259
AYT-O-0085,147.4894957,230.9981248,5374.673803
AYT-O-0086,-172.8009426,-280.6957873,4862.979891
AYT-O-0087,-852.8162209,-1368.862495,3774.813183
AYT-O-0088,-174.9037243,-283.3148194,4860.360859
AYT-O-0089,290.7466802,488.3254684,5632.001147
AYT-O-0090,-527.2589907,-925.7195513,4217.956127
AYT-O-0416,-155.5097836,-244.0370138,4899.638665
AYT-O-0417,-736.3323517,-1156.122458,3987.553221
AYT-O-0418,-187.6069545,-301.1637824,4842.511896
AYT-O-0419,-455.1855233,-713.6284964,4430.047182
AYT-O-0420,531.467351,859.9768455,6003.652524
AYT-O-0421,-339.6401709,-557.6668592,4586.008819
AYT-O-0422,-408.9372189,-656.4644678,4487.211211
AYT-O-0423,-732.6918401,-1186.130919,3957.544759
AYT-O-0424,-567.7641716,-914.8562547,4228.819424
AYT-O-0425,-249.1165187,-405.8944479,4737.781231
AYT-O-0426,231.0339406,387.5559577,5531.231636
AYT-O-0427,0.675290096,1.086796752,5144.762475
AYT-O-0428,-393.7619189,-635.0660917,4508.609587
AYT-O-0429,-1222.63064,-1846.39943,3297.276248
AYT-O-0430,-480.7165438,-786.227934,4357.447745
AYT-O-0431,-425.1440252,-682.3645716,4461.311107
AYT-O-0432,79.25755427,128.3903163,5272.065995
AYT-O-0433,-308.8300549,-483.713731,4659.961948
AYT-O-0434,-62.19512806,-100.641267,5043.034412
AYT-O-0435,-28.68306208,-46.41460814,5097.26107
AYT-O-0436,-324.9921837,-490.6848646,4652.990814
AYT-O-0437,-493.3090857,-773.453905,4370.221773
AYT-O-0438,-333.7781914,-541.6129539,4602.062725
AYT-O-0439,-323.2427224,-546.4890297,4597.186649
AYT-O-0440,-738.3600121,-1185.169577,3958.506102
AYT-O-0441,-453.9586893,-711.2389448,4432.436734
AYT-O-0442,-437.0674123,-701.5688059,4442.106873
AYT-O-0443,-88.6305692,-142.1016004,5001.574078
AYT-O-0444,-611.9738271,-990.2896191,4153.386059
AYT-O-0445,-826.2596509,-1326.291639,3817.38404
AYT-O-0446,-715.0730526,-1197.780111,3945.895568
AYT-O-0447,-450.6504677,-680.2717118,4463.403967
AYT-O-0448,-463.2414843,-743.6001137,4400.075565
AYT-O-0449,-358.4773841,-561.4326326,4582.243046
AYT-O-0450,-420.5546053,-658.652292,4485.023386
AYT-O-0451,-254.543565,-398.6989866,4744.976692
AYT-O-0452,-280.004351,-449.5771034,4694.098575
AYT-O-0453,-81.50705215,-136.8151943,5006.860484
AYT-O-0454,-261.1686479,-424.2738857,4719.401793
AYT-O-0455,-895.5389191,-1405.391345,3738.284333
AYT-O-0456,-362.8969799,-628.4574053,4515.218273
AYT-O-0457,-573.7856473,-866.4617043,4277.213974
AYT-O-0458,-328.3194542,-531.8486289,4611.82705
AYT-O-0459,-496.4204427,-803.4590808,4340.216598
AYT-O-0460,-438.7862824,-717.3488203,4426.326858
AYT-O-0461,-601.2600503,-971.1776441,4172.498034
AYT-O-0462,-494.5285786,-746.5272155,4397.148463
AYT-O-0463,-113.5729885,-185.8363928,4957.839286
AYT-O-0464,-249.8353258,-419.1020963,4724.573582
AYT-O-0465,-264.0077499,-423.7718535,4719.903825
AYT-O-0466,-494.7536636,-761.8945499,4381.781129
AYT-O-0467,-718.049149,-1161.890101,3981.785577
AYT-O-0468,18.3866023,27.73923282,5171.414911
AYT-O-0469,-166.7573144,-269.8402828,4873.835396
AYT-O-0470,-719.1625292,-1164.997969,3978.67771
AYT-O-0471,-762.7443108,-1224.675384,3919.000295
AYT-O-0472,-58.19034593,-93.43058693,5050.245092
AYT-O-0473,150.4640889,252.2786654,5395.954344
AYT-O-0474,-261.2697373,-419.3823965,4724.293282
AYT-O-0475,360.3027973,578.3566467,5722.032325
AYT-O-0476,-338.6627671,-514.0068917,4629.668787
AYT-O-0477,-162.7064482,-263.2505631,4880.425115
AYT-O-0478,538.7741778,867.0213416,6010.69702
AYT-O-0479,-515.4156985,-807.2665725,4336.409106
AYT-O-0480,-118.2534506,-178.4968092,4965.178869
AYT-O-0481,-401.3491573,-644.3339931,4499.341685
AYT-O-0482,-326.5490354,-528.9685923,4614.707086
AYT-O-0483,21.51298349,36.11854251,5179.794221
AYT-O-0484,129.7419509,210.6432279,5354.318906
AYT-O-0485,-399.7621368,-641.6721077,4502.003571
AYT-O-0486,249.1019272,400.3191993,5543.994878
AYT-O-0487,-995.0745947,-1598.523564,3545.152114
AYT-O-0488,8.37424376166727e-13,-5.20E-08,5143.675678
AYT-O-0489,53.55763793,86.6831193,5230.358798
AYT-O-0490,-4.31E-13,2.67768946431722e-08,5143.675679
AYT-O-0491,-366.1277755,-573.4796622,4570.196016
AYT-O-0492,-416.2656017,-628.1718806,4515.503798
AYT-O-0493,-445.7038299,-689.0041199,4454.671559
AYT-O-0494,-3.618248726,-5.818708548,5137.85697
AYT-O-0495,-938.2060438,-1415.855307,3727.820372
AYT-O-0496,-505.7524509,-818.3544777,4325.321201
AYT-O-0497,-484.9121288,-785.5535768,4358.122102
AYT-O-0498,-264.7599661,-428.4029047,4715.272774
AYT-O-0499,-477.4635861,-773.4602067,4370.215472
AYT-O-0500,-405.2943119,-652.324465,4491.351214
AYT-O-0501,-352.7833257,-596.0837283,4547.59195
AYT-O-0502,198.965412,311.6188877,5455.294566
AYT-O-0503,2.3129908957038e-14,-1.44E-09,5143.675679
AYT-O-0504,8.49931693697144e-13,-5.28E-08,5143.675678
AYT-O-0505,8.71488427574033e-13,-5.41E-08,5143.675678
AYT-O-0506,-5.64E-14,3.49941844824217e-09,5143.675679
AYT-O-0507,-188.8142722,-303.1830889,4840.49259
AYT-O-0508,25.16752266,39.42480042,5183.100479
AYT-O-0511,-643.513653,-971.1153775,4172.560301
AYT-O-0512,-495.1275573,-771.6339447,4372.041734
AYT-O-0513,-536.0451722,-829.9940808,4313.681598
AYT-O-0514,-563.1665927,-850.0584727,4293.617206
AYT-O-0515,-89.98548708,-141.213229,5002.46245
AYT-O-0516,-376.8422348,-610.4402057,4533.235473
AYT-O-0517,116.4385042,182.3763267,5326.052005
AYT-O-0518,-5.089626727,-7.97168051,5135.703998
AYT-O-0519,-112.7527671,-183.9503781,4959.7253
AYT-O-0520,-335.7276803,-506.6373579,4637.038321
AYT-O-0521,5.326323979,8.038180085,5151.713859
AYT-O-0522,-227.7358082,-356.2565754,4787.419103
AYT-O-0523,-464.0567928,-728.6296289,4415.04605
AYT-O-0524,-785.4893157,-1260.985584,3882.690095
AYT-O-0525,-630.3087269,-971.1039425,4172.571736
AYT-O-0526,-561.7390958,-903.3593007,4240.316378
AYT-O-0527,138.8077726,224.66693,5368.342609
AYT-O-0528,-20.63627095,-31.14425546,5112.531423
AYT-O-0529,80.42411066,130.2755266,5273.951205
AYT-O-0530,-586.4820643,-950.1151232,4193.560555
AYT-O-0531,-193.4907675,-313.4305555,4830.245123
AYT-O-0532,-68.41469603,-110.7979764,5032.877702
AYT-O-0533,163.16903,255.5622527,5399.237931
AYT-O-0534,-529.8043982,-801.7814942,4341.894184
AYT-O-0535,-178.3459893,-286.2575554,4857.418123
AYT-O-0536,-347.7953959,-544.6872719,4598.988407
AYT-O-0537,-676.5490102,-1020.953302,4122.722377
AYT-O-0538,-380.2279867,-613.2420734,4530.433605
AYT-O-0539,-104.8738612,-168.3599387,4975.31574
AYT-O-0540,-551.3550827,-885.035863,4258.639816
AYT-O-0541,-644.6819672,-1044.436664,4099.239014
AYT-O-0542,-484.8964386,-759.4482844,4384.227394
AYT-O-0543,-214.2225874,-346.9955113,4796.680167
AYT-O-0544,-736.8460423,-1161.251408,3982.42427
AYT-O-0545,-108.2814944,-169.5894651,4974.086213
AYT-O-0546,-255.5315384,-400.2159635,4743.459715
AYT-O-0547,-417.5696991,-650.9768397,4492.698839
AYT-O-0548,-788.2198876,-1271.646881,3872.028798
AYT-O-0549,-301.0329985,-470.1561928,4673.519486
AYT-O-0550,-522.9213616,-789.1650305,4354.510648
AYT-O-0551,-632.0911466,-1048.745211,4094.930468
AYT-O-0552,-437.7539821,-733.2836041,4410.392074
AYT-O-0553,-1046.674198,-1579.593677,3564.082001
AYT-O-0554,-392.6875297,-592.6231647,4551.052514
AYT-O-0555,-69.33138384,-112.1837718,5031.491907
AYT-O-0556,-581.2091162,-941.6625083,4202.01317
AYT-O-0557,-444.3664446,-671.6646202,4472.011058
AYT-O-0558,-140.3348418,-227.3233151,4916.352363
AYT-O-0559,-612.0239469,-991.3923089,4152.28337
AYT-O-0560,-315.7089629,-510.8734174,4632.802261
AYT-O-0561,-22.17907565,-35.92705925,5107.748619
AYT-O-0562,-532.0989976,-861.9398409,4281.735838
AYT-O-0563,129.5145239,207.8890845,5351.564763
AYT-O-0564,-4.389058852,-7.177977812,5136.497701
AYT-O-0565,-436.0331847,-705.6052864,4438.070392
AYT-O-0566,-163.2992201,-246.438635,4897.237044
AYT-O-0567,-309.0048817,-500.0072796,4643.668399
AYT-O-0568,7.422644624,12.01071171,5155.68639
AYT-O-0569,-50.09122602,-81.14161465,5062.534064
AYT-O-0570,-423.0223999,-684.4937311,4459.181947
AYT-O-0571,-324.8722292,-525.6926461,4617.983032
AYT-O-0572,-177.1153892,-277.3909018,4866.284777
AYT-O-0573,82.27417995,124.1613216,5267.837
AYT-O-0574,-703.0617919,-1101.134758,4042.54092
AYT-O-0575,-562.7856948,-913.3781423,4230.297536
AYT-O-0576,-720.2659703,-1086.992223,4056.683456
AYT-O-0577,-416.6875618,-679.0108154,4464.664863
AYT-O-0578,-174.2355402,-285.7301186,4857.94556
AYT-O-0579,-282.6482491,-469.579348,4674.096331
AYT-O-0580,-288.4681113,-467.3480977,4676.327581
AYT-O-0581,-668.5441696,-1047.059091,4096.616588
AYT-O-0582,-1050.898737,-1699.981962,3443.693716
AYT-O-0583,-688.6868408,-1114.358205,4029.317474
AYT-O-0584,-288.4907991,-483.2347116,4660.440967
AYT-O-0585,-453.0404425,-728.0106723,4415.665006
AYT-O-0586,-1137.399255,-1781.442175,3362.233504
AYT-O-0587,-657.2790941,-992.4105322,4151.265146
AYT-O-0588,-666.004302,-1078.844904,4064.830775
AYT-O-0589,-767.1038258,-1242.608992,3901.066687
AYT-O-0590,-373.5792207,-563.7818758,4579.893803
AYT-O-0591,-760.4770688,-1220.420936,3923.254742
AYT-O-0592,-739.2240283,-1115.607149,4028.06853
AYT-O-0593,-648.9575034,-1051.301046,4092.374633
AYT-O-0594,-326.505062,-524.0706001,4619.605078
AYT-O-0595,-356.3254267,-577.1988177,4566.476861
AYT-O-0596,-237.8411499,-385.2761395,4758.399539
AYT-O-0597,-365.1301992,-591.5654046,4552.110274
AYT-O-0598,-526.1064624,-848.5565528,4295.119126
AYT-O-0599,-629.2248928,-1019.230122,4124.445556
AYT-O-0600,-632.1191276,-955.6496745,4188.026004
AYT-O-0601,-545.8552448,-883.1230656,4260.552613
AYT-O-0602,-497.9500183,-842.166682,4301.508997
AYT-O-0603,-313.7585064,-503.0618544,4640.613824
AYT-O-0604,118.1767997,190.2161966,5333.891875
AYT-O-0605,-82.11662751,-132.8789136,5010.796765
AYT-O-0606,-208.4772937,-314.7224719,4828.953207
AYT-O-0607,-524.1162025,-842.1634833,4301.512195
AYT-O-0608,-631.4957333,-989.2749019,4154.400777
AYT-O-0609,78.5930282,126.1606446,5269.836323
AYT-O-0610,-189.4598596,-306.8976933,4836.777985
AYT-O-0611,-763.7520914,-1263.893959,3879.78172
AYT-O-0612,-540.0168888,-866.8068971,4276.868781
AYT-O-0613,-195.8663173,-317.2899251,4826.385753
AYT-O-0614,-249.4108298,-404.0430502,4739.632628
AYT-O-0615,60.82681572,97.64287343,5241.318552
AYT-O-0616,-951.3587298,-1540.981628,3602.69405
AYT-O-0617,-67.9949791,-102.6291464,5041.046532
AYT-O-0618,-407.7310528,-615.3353021,4528.340376
AYT-O-0619,-1277.085604,-2051.942268,3091.733411
AYT-O-0620,-1087.319977,-1745.416481,3398.259197
AYT-O-0621,-224.7157818,-364.5408179,4779.134861
AYT-O-0622,-393.9526545,-616.9846072,4526.691071
AYT-O-0623,322.8192579,541.4103092,5685.085988
AYT-O-0624,300.6848422,486.559734,5630.235412
AYT-O-0625,172.6964304,286.9411144,5430.616793
AYT-O-0626,-306.5870898,-480.3265851,4663.349093
AYT-O-0627,-425.4506787,-689.1104326,4454.565246
AYT-O-0628,182.1745847,292.5035344,5436.179213
AYT-O-0629,-250.7456427,-392.7403863,4750.935292
AYT-O-0630,-825.142852,-1292.586635,3851.089043
AYT-O-0631,-173.9227797,-281.4229531,4862.252725
AYT-O-0632,43.75232923,66.04435514,5209.720034
AYT-O-0633,142.5266682,235.4561992,5379.131878
AYT-O-0634,-34.76174047,-57.74839933,5085.927279
AYT-O-0635,-182.4180707,-276.0314695,4867.644209
AYT-O-0636,424.7086533,640.9673208,5784.642999
AYT-O-0637,-441.0557828,-732.7211867,4410.954492
AYT-O-0638,268.3737043,405.0282141,5548.703893
AYT-O-0639,-335.8937823,-543.5373093,4600.138369
AYT-O-0640,-362.967988,-547.8449707,4595.830708
AYT-O-0641,-405.0093758,-634.3392629,4509.336416
AYT-O-0642,-313.1216001,-525.256934,4618.418744
AYT-O-0643,-498.2747711,-843.8294312,4299.846247
AYT-O-0644,-446.5470064,-673.9595172,4469.716161
AYT-O-0645,3.74625123408723e-14,-2.33E-09,5143.675679
AYT-O-0646,-584.7360671,-882.417003,4261.258676
AYT-O-0647,-268.7010363,-420.8254659,4722.850213
AYT-O-0648,-396.790743,-642.0463607,4501.629318
AYT-O-0649,-946.6763138,-1482.82309,3660.852588
AYT-O-0650,-959.2982516,-1555.764655,3587.911024
AYT-O-0651,-567.5060964,-856.4975863,4287.178092
AYT-O-0652,-28.92412404,-46.46511873,5097.21056
AYT-O-0653,-525.2489801,-847.1287654,4296.546913
AYT-O-0654,-321.8825219,-485.7491405,4657.926538
AYT-O-0655,-103.0619366,-165.425992,4978.249687
AYT-O-0656,-779.7236003,-1307.982788,3835.692891
AYT-O-0657,-484.8957105,-785.4644919,4358.211187
AYT-O-0658,-312.9418456,-472.3361951,4671.339483
AYT-O-0659,-388.2985816,-624.5264453,4519.149233
AYT-O-0660,-341.7308601,-548.5182238,4595.157455
AYT-O-0661,-701.9967295,-1137.146276,4006.529403
AYT-O-0662,-693.793957,-1046.852565,4096.823113
AYT-O-0663,-220.7544321,-345.8512904,4797.824388
AYT-O-0664,-402.4963036,-668.6385434,4475.037135
AYT-O-0665,-178.5977418,-287.4368317,4856.238847
AYT-O-0666,-508.102911,-795.7855358,4347.890143
AYT-O-0667,-279.0782894,-447.9514688,4695.72421
AYT-O-0668,-98.52216388,-159.4259319,4984.249747
AYT-O-0669,-368.2861573,-555.8152718,4587.860407
AYT-O-0670,-399.1518995,-592.3012451,4551.374433
AYT-O-0671,63.57110471,102.8669907,5246.542669
AYT-O-0672,287.4041,465.1296636,5608.805342
AYT-O-0673,-270.7523914,-434.7164537,4708.959225
AYT-O-0674,196.1358086,307.202658,5450.878337
AYT-O-0675,-275.0335064,-445.5196975,4698.155981
AYT-O-0676,-1002.19263,-1512.413928,3631.26175
AYT-O-0677,-10.56351169,-16.54349848,5127.13218
AYT-O-0678,-388.0112349,-585.5630051,4558.112673
AYT-O-0679,-456.8460855,-739.218676,4404.457002
AYT-O-0680,-394.4386686,-647.4640603,4496.211618
AYT-O-0681,-889.9304459,-1350.700524,3792.975155
AYT-O-0682,-510.4652515,-819.3636824,4324.311996
AYT-O-0683,-210.7100823,-338.2224739,4805.453205
AYT-O-0684,-411.1803643,-648.1718332,4495.503845
AYT-O-0685,-870.5842669,-1397.53348,3746.142198
AYT-O-0686,-270.0364954,-422.9310163,4720.744662
AYT-O-0687,-616.4126649,-936.3117664,4207.363912
AYT-O-0688,-536.2133529,-875.4657468,4268.209932
AYT-O-0689,-307.054684,-498.0725203,4645.603158
AYT-O-0690,-694.4277934,-1050.341279,4093.3344
AYT-O-0691,-962.9045176,-1599.672283,3544.003396
AYT-O-0692,-109.7961706,-177.7078982,4965.96778
AYT-O-0693,-267.5102012,-418.9596172,4724.716061
AYT-O-0694,-143.7986817,-216.8477762,4926.827902
AYT-O-0695,-388.5879782,-623.739221,4519.936458
AYT-O-0696,94.1576618,146.7579239,5290.433602
AYT-O-0697,-939.6553778,-1418.484809,3725.190869
AYT-O-0698,-19.19723682,-31.81911607,5111.856562
AYT-O-0699,-322.7930227,-522.9023302,4620.773348
AYT-O-0700,22.6037956,36.28334136,5179.95902
AYT-O-0701,-152.1050795,-248.0112071,4895.664471
AYT-O-0702,-240.4225653,-389.0271375,4754.648541
AYT-O-0703,-74.58456701,-120.8205761,5022.855102
AYT-O-0704,-565.8970995,-956.6635167,4187.012162
AYT-O-0705,-415.1727817,-666.6140876,4477.061591
AYT-O-0706,-865.9445777,-1340.553927,3803.121752
AYT-O-0707,-142.5226331,-223.689043,4919.986636
AYT-O-0708,-618.7348546,-969.0334114,4174.642267
AYT-O-0709,-269.0558968,-406.2124179,4737.463261
AYT-O-0710,-828.763164,-1330.339515,3813.336164
AYT-O-0711,-570.8954022,-916.3696783,4227.306
AYT-O-0712,4.78015956688415e-13,-2.97E-08,5143.675678
AYT-O-0713,-884.0308539,-1447.867685,3695.807993
AYT-O-0714,-1129.420778,-1829.530668,3314.145011
AYT-O-0715,-218.282237,-341.8686555,4801.807023
AYT-O-0716,-154.2340779,-260.7754281,4882.90025
AYT-O-0717,28.09528147,44.09939025,5187.775069
AYT-O-0718,-270.9852375,-438.4986855,4705.176993
AYT-O-0719,-399.5145377,-642.9313281,4500.74435
AYT-O-0720,-388.7809368,-629.7756299,4513.900049
AYT-O-0721,61.27680204,99.15969221,5242.835371
AYT-O-0722,-223.1540305,-346.1045589,4797.57112
AYT-O-0723,-441.8956101,-715.8454932,4427.830185
AYT-O-0724,-629.6919824,-986.3018949,4157.373784
AYT-O-0725,-346.2082842,-571.9548364,4571.720842
AYT-O-0726,44.71251304,74.2815616,5217.95724
AYT-O-0727,-599.3267574,-976.6305123,4167.045166
AYT-O-0728,-392.1679604,-634.5334103,4509.142268
AYT-O-0729,-234.2079687,-354.0159568,4789.659722
AYT-O-0730,-11.16524985,-16.85080834,5126.82487
AYT-O-0731,-655.9020348,-1061.308903,4082.366775
AYT-O-0732,-238.3986274,-359.7656793,4783.909999
AYT-O-0733,220.0907746,356.5431735,5500.218852
AYT-O-0734,-1003.394648,-1610.538863,3533.136815
AYT-O-0735,-327.8287356,-494.8963452,4648.779333
AYT-O-0736,-748.7372747,-1129.926867,4013.748811
AYT-O-0737,-509.7870185,-824.8913963,4318.784282
AYT-O-0738,-371.7774365,-596.9430988,4546.73258
AYT-O-0739,-792.8586088,-1285.137318,3858.53836
AYT-O-0740,-403.2442264,-681.683034,4461.992645
AYT-O-0741,-826.1847642,-1338.635976,3805.039703
AYT-O-0742,-264.9360923,-421.325653,4722.350025
AYT-O-0743,-96.16961334,-157.4013787,4986.2743
AYT-O-0744,-79.95906191,-130.5027855,5013.172893
AYT-O-0745,-273.1836053,-442.1393072,4701.536371
AYT-O-0746,-260.6800953,-418.4285652,4725.247113
AYT-O-0747,-79.3156124,-124.2260547,5019.449624
AYT-O-0748,-472.5132919,-765.4137133,4378.261965
AYT-O-0749,-103.2296379,-167.2182982,4976.45738
AYT-O-0750,-405.3996307,-629.3018975,4514.373781
AYT-O-0751,-44.01350831,-71.29549271,5072.380186
AYT-O-0752,-225.6948673,-362.9435222,4780.732156
AYT-O-0753,-531.9308924,-899.0279182,4244.64776
AYT-O-0754,-515.5533569,-813.4075591,4330.268119
AYT-O-0755,9.838990396,16.05186609,5159.727545
AYT-O-0756,-306.2159182,-480.0124512,4663.663227
AYT-O-0757,-285.3456675,-430.673842,4713.001837
AYT-O-0758,-532.4272474,-803.5758033,4340.099875
AYT-O-0759,107.907343,170.0846817,5313.76036
AYT-O-0760,-162.4747158,-254.4748447,4889.200834
AYT-O-0761,-182.8737263,-306.9658801,4836.709798
AYT-O-0762,-178.457958,-269.4329197,4874.242759
AYT-O-0763,165.254311,277.0752768,5420.750955
AYT-O-0764,-28.60066416,-46.36677462,5097.308904
AYT-O-0765,302.5776648,485.667173,5629.342852
AYT-O-0766,-87.89960553,-142.2316511,5001.444027
AYT-O-0767,-512.2304322,-773.273112,4370.402567
AYT-O-0768,-341.5650934,-534.980476,4608.695202
AYT-O-0769,-364.915421,-592.1130076,4551.562671
AYT-O-0770,-361.6410898,-598.3486477,4545.327031
AYT-O-0771,114.2885623,185.1392642,5328.814943
AYT-O-0772,-637.7195077,-1035.661728,4108.01395
AYT-O-0773,-231.721351,-387.4805614,4756.195117
AYT-O-0774,-259.6162715,-417.2075545,4726.468124
AYT-O-0775,-418.0671354,-676.4803389,4467.19534
AYT-O-0776,-157.9758027,-255.6395181,4888.03616
AYT-O-0777,-165.7320491,-250.1444564,4893.531222
AYT-O-0778,-476.2639312,-745.910561,4397.765117
AYT-O-0779,-69.68618724,-105.4453604,5038.230318
AYT-O-0780,-661.5938373,-1108.239723,4035.435956
AYT-O-0781,-917.0346034,-1485.462315,3658.213363
AYT-O-0782,-807.9398846,-1296.821362,3846.854316
AYT-O-0783,-768.0411472,-1245.837351,3897.838327
AYT-O-0784,-347.6638808,-524.694053,4618.981625
AYT-O-0785,-917.3221104,-1384.431117,3759.244561
AYT-O-0786,-170.7920686,-267.5873441,4876.088334
AYT-O-0787,-725.9534718,-1095.572766,4048.102913
AYT-O-0788,-221.6637615,-374.9359619,4768.739717
AYT-O-0789,-532.6841621,-893.1203954,4250.555283
AYT-O-0790,-216.6014906,-354.7946084,4788.88107
AYT-O-0791,4.35086041462842e-13,-2.70E-08,5143.675678
AYT-O-0792,-354.7050641,-574.5705111,4569.105167
AYT-O-0793,-552.2561379,-864.98209,4278.693589
AYT-O-0794,-281.3240838,-445.0702753,4698.605403
AYT-O-0795,-66.94186752,-108.4362242,5035.239454
AYT-O-0796,-808.1199262,-1219.922409,3923.753269
AYT-O-0797,-768.9353224,-1245.581642,3898.094037
AYT-O-0798,-536.4265203,-835.5367113,4308.138967
AYT-O-0799,314.7250811,561.9422128,5705.617891
AYT-O-0800,-17.45010429,-29.59715503,5114.078523
AYT-O-0801,-277.0547493,-448.8290707,4694.846608
AYT-O-0802,3.524842959,5.703561295,5149.37924
AYT-O-0803,-658.4778459,-1025.649434,4118.026244
AYT-O-0804,113.3780563,183.6696693,5327.345348
AYT-O-0805,-499.7156499,-847.4272297,4296.248449
AYT-O-0806,-217.0579851,-351.2281781,4792.4475
AYT-O-0807,-244.8122397,-381.6299487,4762.04573
AYT-O-0808,-205.5811276,-333.5038186,4810.17186
AYT-O-0809,81.20738195,130.3499442,5274.025623
AYT-O-0810,-349.6205756,-561.1898775,4582.485801
AYT-O-0811,-466.0912025,-722.6096079,4421.066071
AYT-O-0812,-273.3546173,-442.3375546,4701.338124
AYT-O-0813,-284.584452,-445.6468915,4698.028787
AYT-O-0814,-927.6131508,-1400.380749,3743.294929
AYT-O-0815,-79.99845979,-129.4448224,5014.230856
AYT-O-0816,-558.4830896,-874.8326248,4268.843054
AYT-O-0817,-1004.234994,-1515.66337,3628.012308
AYT-O-0818,-123.5914166,-187.5998055,4956.075873
AYT-O-0819,-427.9238173,-670.1911052,4473.484573
AYT-O-0820,-857.676332,-1343.280095,3800.395584
AYT-O-0821,-405.677165,-673.9797873,4469.695891
AYT-O-0822,-0.748707019,-1.212796803,5142.462882
AYT-O-0823,-276.2734041,-432.7338022,4710.941876
AYT-O-0824,-121.7204215,-205.6901252,4937.985553
AYT-O-0825,-381.2895036,-575.432027,4568.243652
AYT-O-0826,173.952545,286.4226943,5430.098373
AYT-O-0827,35.23640636,57.01601412,5200.691693
AYT-O-0828,-113.7669332,-182.6099616,4961.065717
AYT-O-0829,-58.71430186,-94.24654624,5049.429132
AYT-O-0830,38.23927693,61.53846157,5205.21414
AYT-O-0831,-118.5465325,-191.842307,4951.833372
AYT-O-0832,-90.75760519,-147.0277805,4996.647898
AYT-O-0833,173.2892903,280.4015737,5424.077252
