"","Line","MOTHER","FATHER","PROGRAM","PHENOTYPE","Env","FAMILY","Mother_Father"
"882","13606","620","627","EG2",1.880461,"10","297","620_627"
"883","13607","620","627","EG2",-0.2773925,"10","297","620_627"
"884","13974","620","627","EG2",0.34416595,"10","297","620_627"
"885","13975","620","627","EG2",0.42713136,"10","297","620_627"
"886","13976","620","627","EG2",0.32920673,"10","297","620_627"
"887","13977","620","627","EG2",0.31661016,"10","297","620_627"
"888","12432","620","630","EG2",0.29017907,"10","342","620_630"
"889","12433","620","630","EG2",2.16879939,"10","342","620_630"
"890","12434","620","630","EG2",-0.4387599,"10","342","620_630"
"891","12435","620","630","EG2",0.76674792,"10","342","620_630"
"892","12857","620","630","EG2",-1.552356,"10","342","620_630"
"893","12858","620","630","EG2",0.27868596,"10","342","620_630"
"894","12859","620","630","EG2",0.25598022,"10","342","620_630"
"895","12860","620","630","EG2",2.2805081,"10","342","620_630"
"896","12986","620","630","EG2",-0.3844975,"10","342","620_630"
"897","12987","620","630","EG2",-0.9329391,"10","342","620_630"
"898","12988","620","630","EG2",1.8806197,"10","342","620_630"
"899","12989","620","630","EG2",0.4789194,"10","342","620_630"
"900","13519","620","630","EG2",1.01044846,"10","342","620_630"
"901","13520","620","630","EG2",0.30131998,"10","342","620_630"
"902","13521","620","630","EG2",1.70662672,"10","342","620_630"
"903","13522","620","630","EG2",0.95152319,"10","342","620_630"
"904","13828","620","630","EG2",0.12286591,"10","342","620_630"
"905","13829","620","630","EG2",1.01167758,"10","342","620_630"
"906","13830","620","630","EG2",-1.0032477,"10","342","620_630"
"907","13831","620","630","EG2",0.49566813,"10","342","620_630"
"908","12436","624","523","EG2",-0.9806495,"10","382","624_523"
"909","12437","624","523","EG2",-1.3736702,"10","382","624_523"
"910","12438","624","523","EG2",-0.1622266,"10","382","624_523"
"911","12439","624","523","EG2",-1.1141977,"10","382","624_523"
"912","12861","624","523","EG2",-1.2329113,"10","382","624_523"
"913","12862","624","523","EG2",-1.1700769,"10","382","624_523"
"914","12863","624","523","EG2",0.63958045,"10","382","624_523"
"915","12864","624","523","EG2",-1.4901245,"10","382","624_523"
"916","13360","624","523","EG2",0.16686371,"10","382","624_523"
"917","13361","624","523","EG2",-0.6532292,"10","382","624_523"
"918","13362","624","523","EG2",-1.1440474,"10","382","624_523"
"919","13363","624","523","EG2",0.76911562,"10","382","624_523"
"920","13761","624","523","EG2",-0.4319148,"10","382","624_523"
"921","13762","624","523","EG2",-0.7504158,"10","382","624_523"
"922","13763","624","523","EG2",-2.2730183,"10","382","624_523"
"923","13764","624","523","EG2",-0.8291769,"10","382","624_523"
"924","13921","624","523","EG2",-0.3652078,"10","382","624_523"
"925","13922","624","523","EG2",-0.8144394,"10","382","624_523"
"926","13923","624","523","EG2",-0.983409,"10","382","624_523"
"927","12310","624","582","EG2",-0.6878307,"10","326","624_582"
"928","12311","624","582","EG2",-0.8319935,"10","326","624_582"
"929","12312","624","582","EG2",1.12479333,"10","326","624_582"
"930","12313","624","582","EG2",-0.012009,"10","326","624_582"
"931","12506","624","582","EG2",-0.6825775,"10","326","624_582"
"932","12507","624","582","EG2",-1.075081,"10","326","624_582"
"933","12508","624","582","EG2",0.32985421,"10","326","624_582"
"934","12509","624","582","EG2",0.71170062,"10","326","624_582"
"935","13063","624","582","EG2",-0.2912832,"10","326","624_582"
"936","13064","624","582","EG2",0.34757888,"10","326","624_582"
"937","13065","624","582","EG2",-1.5168767,"10","326","624_582"
"938","13523","624","582","EG2",-0.8735743,"10","326","624_582"
"939","13524","624","582","EG2",-0.1817492,"10","326","624_582"
"940","13525","624","582","EG2",1.21587288,"10","326","624_582"
"941","13526","624","582","EG2",-0.1150523,"10","326","624_582"
"942","14117","624","582","EG2",-0.8961774,"10","326","624_582"
"943","14118","624","582","EG2",-0.8182621,"10","326","624_582"
"944","14119","624","582","EG2",-0.0934382,"10","326","624_582"
"945","14120","624","582","EG2",-0.7845688,"10","326","624_582"
"946","12571","649","539","EG2",-0.418863,"10","335","649_539"
"947","12572","649","539","EG2",-1.0341058,"10","335","649_539"
"948","12573","649","539","EG2",1.05309079,"10","335","649_539"
"949","12574","649","539","EG2",0.55305688,"10","335","649_539"
"950","13080","649","539","EG2",0.4405545,"10","335","649_539"
"951","13081","649","539","EG2",0.93459032,"10","335","649_539"
"952","13082","649","539","EG2",0.3772003,"10","335","649_539"
"953","13083","649","539","EG2",0.15988839,"10","335","649_539"
"954","13199","649","539","EG2",1.18664697,"10","335","649_539"
"955","13200","649","539","EG2",1.14085076,"10","335","649_539"
"956","13201","649","539","EG2",1.37360075,"10","335","649_539"
"957","13558","649","539","EG2",1.11616373,"10","335","649_539"
"958","13559","649","539","EG2",0.07944616,"10","335","649_539"
"959","13560","649","539","EG2",0.94327457,"10","335","649_539"
"960","13561","649","539","EG2",-0.1092472,"10","335","649_539"
"961","13947","649","539","EG2",0.91739027,"10","335","649_539"
"962","13948","649","539","EG2",1.30299229,"10","335","649_539"
"963","13949","649","539","EG2",-1.6996096,"10","335","649_539"
"964","13950","649","539","EG2",-0.6104957,"10","335","649_539"
"965","12226","649","575","EG2",0.80928549,"10","318","649_575"
"966","12227","649","575","EG2",-0.0544366,"10","318","649_575"
"967","12228","649","575","EG2",-0.0584084,"10","318","649_575"
"968","12229","649","575","EG2",0.51519333,"10","318","649_575"
"969","12627","649","575","EG2",0.52507628,"10","318","649_575"
"970","12628","649","575","EG2",0.29933733,"10","318","649_575"
"971","12629","649","575","EG2",0.44027201,"10","318","649_575"
"972","12630","649","575","EG2",-0.4256311,"10","318","649_575"
"973","12952","649","575","EG2",-0.1687047,"10","318","649_575"
"974","12953","649","575","EG2",1.02313887,"10","318","649_575"
"975","12954","649","575","EG2",0.87550811,"10","318","649_575"
"976","12955","649","575","EG2",-0.7181922,"10","318","649_575"
"977","13489","649","575","EG2",2.61640739,"10","318","649_575"
"978","13490","649","575","EG2",1.09933089,"10","318","649_575"
"979","13491","649","575","EG2",0.37678118,"10","318","649_575"
"980","13492","649","575","EG2",0.1905577,"10","318","649_575"
"981","13943","649","575","EG2",-0.9280157,"10","318","649_575"
"982","13944","649","575","EG2",0.49864146,"10","318","649_575"
"983","13945","649","575","EG2",1.15442896,"10","318","649_575"
"984","13946","649","575","EG2",0.67106896,"10","318","649_575"
"985","12536","649","582","EG2",1.02994344,"10","348","649_582"
"986","12537","649","582","EG2",-1.2420609,"10","348","649_582"
"987","12538","649","582","EG2",0.47447898,"10","348","649_582"
"988","12539","649","582","EG2",-0.3579335,"10","348","649_582"
"989","12731","649","582","EG2",-1.7327857,"10","348","649_582"
"990","12732","649","582","EG2",0.61369794,"10","348","649_582"
"991","12733","649","582","EG2",0.15054047,"10","348","649_582"
"992","12734","649","582","EG2",-0.2374049,"10","348","649_582"
"993","13279","649","582","EG2",-1.9725698,"10","348","649_582"
"994","13280","649","582","EG2",-0.1057606,"10","348","649_582"
"995","13281","649","582","EG2",0.54492315,"10","348","649_582"
"996","13282","649","582","EG2",1.89367983,"10","348","649_582"
"997","13935","649","582","EG2",-1.2237992,"10","348","649_582"
"998","13936","649","582","EG2",-0.347625,"10","348","649_582"
"999","13937","649","582","EG2",-0.1268636,"10","348","649_582"
"1000","13938","649","582","EG2",0.60485742,"10","348","649_582"
"1001","14098","649","582","EG2",-1.0882864,"10","348","649_582"
"1002","14099","649","582","EG2",-1.1525329,"10","348","649_582"
"1003","14100","649","582","EG2",0.0576288,"10","348","649_582"
"1004","12429","649","594","EG2",1.11214876,"10","387","649_594"
"1005","12430","649","594","EG2",-0.8641968,"10","387","649_594"
"1006","12431","649","594","EG2",-0.4939485,"10","387","649_594"
"1007","12983","649","594","EG2",0.10996005,"10","387","649_594"
"1008","12984","649","594","EG2",0.51817308,"10","387","649_594"
"1009","12985","649","594","EG2",0.77083025,"10","387","649_594"
"1010","13011","649","594","EG2",1.43192995,"10","387","649_594"
"1011","13012","649","594","EG2",-0.5292169,"10","387","649_594"
"1012","13013","649","594","EG2",1.08600125,"10","387","649_594"
"1013","13014","649","594","EG2",0.01791934,"10","387","649_594"
"1014","13383","649","594","EG2",-0.7009559,"10","387","649_594"
"1015","13384","649","594","EG2",0.46099172,"10","387","649_594"
"1016","13385","649","594","EG2",1.20066736,"10","387","649_594"
"1017","13386","649","594","EG2",0.49344905,"10","387","649_594"
"1018","13959","649","594","EG2",0.01705001,"10","387","649_594"
"1019","13960","649","594","EG2",0.9161117,"10","387","649_594"
"1020","13961","649","594","EG2",0.34599311,"10","387","649_594"
"1021","13962","649","594","EG2",0.55554557,"10","387","649_594"
"1022","12578","649","615","EG2",0.78809509,"10","310","649_615"
"1023","12579","649","615","EG2",1.22167762,"10","310","649_615"
"1024","12580","649","615","EG2",0.48827332,"10","310","649_615"
"1025","12581","649","615","EG2",0.83548681,"10","310","649_615"
"1026","12928","649","615","EG2",0.32438888,"10","310","649_615"
"1027","12929","649","615","EG2",1.09223217,"10","310","649_615"
"1028","12930","649","615","EG2",0.27070108,"10","310","649_615"
"1029","12931","649","615","EG2",-2.0595982,"10","310","649_615"
"1030","13182","649","615","EG2",1.42833123,"10","310","649_615"
"1031","13183","649","615","EG2",0.68393878,"10","310","649_615"
"1032","13184","649","615","EG2",0.71489899,"10","310","649_615"
"1033","13185","649","615","EG2",1.20108256,"10","310","649_615"
"1034","13265","649","615","EG2",0.25361528,"10","310","649_615"
"1035","13266","649","615","EG2",0.45423008,"10","310","649_615"
"1036","13267","649","615","EG2",1.21620445,"10","310","649_615"
"1037","13268","649","615","EG2",1.20526957,"10","310","649_615"
"1038","13883","649","615","EG2",-0.0194828,"10","310","649_615"
"1039","13884","649","615","EG2",0.08942564,"10","310","649_615"
"1040","13885","649","615","EG2",0.7456956,"10","310","649_615"
"1041","13886","649","615","EG2",1.23901493,"10","310","649_615"
"1042","12250","649","623","EG2",-1.2308083,"10","302","649_623"
"1043","12251","649","623","EG2",-0.6920752,"10","302","649_623"
"1044","12252","649","623","EG2",1.05839445,"10","302","649_623"
"1045","12253","649","623","EG2",0.376422,"10","302","649_623"
"1046","12968","649","623","EG2",-0.3878291,"10","302","649_623"
"1047","12969","649","623","EG2",-1.0346712,"10","302","649_623"
"1048","12970","649","623","EG2",-0.5523665,"10","302","649_623"
"1049","12971","649","623","EG2",-0.0357479,"10","302","649_623"
"1050","13310","649","623","EG2",1.05740669,"10","302","649_623"
"1051","13311","649","623","EG2",-0.4310312,"10","302","649_623"
"1052","13312","649","623","EG2",-1.4029144,"10","302","649_623"
"1053","13313","649","623","EG2",-0.311475,"10","302","649_623"
"1054","14018","649","623","EG2",-1.6803648,"10","302","649_623"
"1055","14019","649","623","EG2",-1.2071364,"10","302","649_623"
"1056","14020","649","623","EG2",-1.1647003,"10","302","649_623"
"1057","14021","649","623","EG2",0.59410182,"10","302","649_623"
"1058","14108","649","623","EG2",-0.2129172,"10","302","649_623"
"1059","14109","649","623","EG2",-0.5454398,"10","302","649_623"
"1060","14110","649","623","EG2",-0.1619279,"10","302","649_623"
"1061","12528","649","629","EG2",0.27854593,"10","298","649_629"
"1062","12529","649","629","EG2",0.32368143,"10","298","649_629"
"1063","12530","649","629","EG2",0.88847677,"10","298","649_629"
"1064","12531","649","629","EG2",-0.423444,"10","298","649_629"
"1065","12705","649","629","EG2",1.0573842,"10","298","649_629"
"1066","12706","649","629","EG2",-0.6486045,"10","298","649_629"
"1067","12707","649","629","EG2",0.63154133,"10","298","649_629"
"1068","12708","649","629","EG2",1.1095545,"10","298","649_629"
"1069","13145","649","629","EG2",0.27921427,"10","298","649_629"
"1070","13146","649","629","EG2",0.57653399,"10","298","649_629"
"1071","13147","649","629","EG2",0.12049888,"10","298","649_629"
"1072","13148","649","629","EG2",-0.0330627,"10","298","649_629"
"1073","13543","649","629","EG2",1.38431233,"10","298","649_629"
"1074","13544","649","629","EG2",0.71942675,"10","298","649_629"
"1075","13545","649","629","EG2",0.37566073,"10","298","649_629"
"1076","13546","649","629","EG2",1.36024107,"10","298","649_629"
"1077","13996","649","629","EG2",1.7689639,"10","298","649_629"
"1078","13997","649","629","EG2",0.33554892,"10","298","649_629"
"1079","13998","649","629","EG2",0.99988599,"10","298","649_629"
"1080","13999","649","629","EG2",-0.3512532,"10","298","649_629"
"1081","12393","649","83","EG2",1.48417825,"10","311","649_83"
"1082","12394","649","83","EG2",-1.3762354,"10","311","649_83"
"1083","12395","649","83","EG2",0.67998909,"10","311","649_83"
"1084","12396","649","83","EG2",2.05499707,"10","311","649_83"
"1085","12836","649","83","EG2",0.35986907,"10","311","649_83"
"1086","12837","649","83","EG2",0.00464653,"10","311","649_83"
"1087","12838","649","83","EG2",0.89041603,"10","311","649_83"
"1088","12839","649","83","EG2",0.85169627,"10","311","649_83"
"1089","13041","649","83","EG2",1.04031005,"10","311","649_83"
"1090","13042","649","83","EG2",1.10425238,"10","311","649_83"
"1091","13415","649","83","EG2",1.41209471,"10","311","649_83"
"1092","13416","649","83","EG2",0.43294634,"10","311","649_83"
"1093","13417","649","83","EG2",0.05818983,"10","311","649_83"
"1094","13418","649","83","EG2",-0.3499278,"10","311","649_83"
"1095","13913","649","83","EG2",1.33274092,"10","311","649_83"
"1096","13914","649","83","EG2",0.65657628,"10","311","649_83"
"1097","13915","649","83","EG2",-0.126986,"10","311","649_83"
"1098","13916","649","83","EG2",-0.4405409,"10","311","649_83"
"1099","12318","650","542","EG2",0.66580651,"10","358","650_542"
"1100","12319","650","542","EG2",0.65931446,"10","358","650_542"
"1101","12320","650","542","EG2",1.27734885,"10","358","650_542"
"1102","12321","650","542","EG2",-0.3652108,"10","358","650_542"
"1103","12850","650","542","EG2",0.92196739,"10","358","650_542"
"1104","12851","650","542","EG2",-1.2255483,"10","358","650_542"
"1105","12852","650","542","EG2",0.69464903,"10","358","650_542"
"1106","12853","650","542","EG2",0.38743795,"10","358","650_542"
"1107","13620","650","542","EG2",-2.3698011,"10","358","650_542"
"1108","13621","650","542","EG2",0.75286913,"10","358","650_542"
"1109","13622","650","542","EG2",1.0636358,"10","358","650_542"
"1110","13623","650","542","EG2",-0.3320827,"10","358","650_542"
"1111","13910","650","542","EG2",1.33041057,"10","358","650_542"
"1112","13911","650","542","EG2",0.20624925,"10","358","650_542"
"1113","13912","650","542","EG2",0.2986596,"10","358","650_542"
"1114","14136","650","542","EG2",1.5664226,"10","358","650_542"
"1115","14137","650","542","EG2",0.00146125,"10","358","650_542"
"1116","14138","650","542","EG2",1.05475256,"10","358","650_542"
"1117","12271","650","559","EG2",1.37699162,"10","305","650_559"
"1118","12272","650","559","EG2",0.58396048,"10","305","650_559"
"1119","12273","650","559","EG2",-0.0182718,"10","305","650_559"
"1120","12274","650","559","EG2",0.44614686,"10","305","650_559"
"1121","12623","650","559","EG2",0.03644121,"10","305","650_559"
"1122","12624","650","559","EG2",0.12589331,"10","305","650_559"
"1123","12625","650","559","EG2",1.29462418,"10","305","650_559"
"1124","12626","650","559","EG2",0.49006533,"10","305","650_559"
"1125","13066","650","559","EG2",1.83899722,"10","305","650_559"
"1126","13067","650","559","EG2",0.73711473,"10","305","650_559"
"1127","13068","650","559","EG2",-0.5379598,"10","305","650_559"
"1128","13632","650","559","EG2",-0.3363082,"10","305","650_559"
"1129","13633","650","559","EG2",0.25921141,"10","305","650_559"
"1130","13634","650","559","EG2",-1.4847399,"10","305","650_559"
"1131","13635","650","559","EG2",-0.220574,"10","305","650_559"
"1132","13887","650","559","EG2",0.33866574,"10","305","650_559"
"1133","13888","650","559","EG2",0.31831163,"10","305","650_559"
"1134","13889","650","559","EG2",-0.1710108,"10","305","650_559"
"1135","13890","650","559","EG2",-0.8327451,"10","305","650_559"
"1136","12520","650","594","EG2",-0.1855328,"10","346","650_594"
"1137","12521","650","594","EG2",0.9244866,"10","346","650_594"
"1138","12522","650","594","EG2",0.78831341,"10","346","650_594"
"1139","12523","650","594","EG2",0.15532005,"10","346","650_594"
"1140","12689","650","594","EG2",-0.1975753,"10","346","650_594"
"1141","12690","650","594","EG2",-0.3277962,"10","346","650_594"
"1142","12691","650","594","EG2",0.99076146,"10","346","650_594"
"1143","12692","650","594","EG2",1.15418834,"10","346","650_594"
"1144","13375","650","594","EG2",-0.6370998,"10","346","650_594"
"1145","13376","650","594","EG2",1.13419584,"10","346","650_594"
"1146","13377","650","594","EG2",0.48242037,"10","346","650_594"
"1147","13378","650","594","EG2",-0.3187411,"10","346","650_594"
"1148","13880","650","594","EG2",0.47392257,"10","346","650_594"
"1149","13881","650","594","EG2",-0.2271504,"10","346","650_594"
"1150","13882","650","594","EG2",0.27081782,"10","346","650_594"
"1151","13931","650","594","EG2",0.4430591,"10","346","650_594"
"1152","13932","650","594","EG2",-0.6429555,"10","346","650_594"
"1153","13933","650","594","EG2",0.88395364,"10","346","650_594"
"1154","13934","650","594","EG2",-0.267541,"10","346","650_594"
"1155","12218","650","83","EG2",-1.0881246,"10","374","650_83"
"1156","12219","650","83","EG2",1.54974189,"10","374","650_83"
"1157","12220","650","83","EG2",1.20130644,"10","374","650_83"
"1158","12221","650","83","EG2",2.20351187,"10","374","650_83"
"1159","12798","650","83","EG2",1.31038441,"10","374","650_83"
"1160","12799","650","83","EG2",0.78603506,"10","374","650_83"
"1161","12800","650","83","EG2",-1.5549306,"10","374","650_83"
"1162","12801","650","83","EG2",1.64935545,"10","374","650_83"
"1163","13539","650","83","EG2",-0.0264221,"10","374","650_83"
"1164","13540","650","83","EG2",0.83448801,"10","374","650_83"
"1165","13541","650","83","EG2",-0.6157463,"10","374","650_83"
"1166","13542","650","83","EG2",1.21171483,"10","374","650_83"
"1167","13647","650","83","EG2",-0.8620767,"10","374","650_83"
"1168","13648","650","83","EG2",0.84091673,"10","374","650_83"
"1169","13649","650","83","EG2",-0.3443807,"10","374","650_83"
"1170","13836","650","83","EG2",-0.7497981,"10","374","650_83"
"1171","13837","650","83","EG2",-0.567957,"10","374","650_83"
"1172","13838","650","83","EG2",0.31863224,"10","374","650_83"
"1173","13839","650","83","EG2",0.1111869,"10","374","650_83"
"1174","12634","83","523","EG2",-0.100193,"10","284","83_523"
"1175","12635","83","523","EG2",0.91594018,"10","284","83_523"
"1176","12636","83","523","EG2",0.73779138,"10","284","83_523"
"1177","12637","83","523","EG2",0.7670068,"10","284","83_523"
"1178","13152","83","523","EG2",0.54002988,"10","284","83_523"
"1179","13153","83","523","EG2",1.41011415,"10","284","83_523"
"1180","13154","83","523","EG2",-0.1873073,"10","284","83_523"
"1181","13155","83","523","EG2",0.97528025,"10","284","83_523"
"1182","13497","83","523","EG2",0.25086356,"10","284","83_523"
"1183","13498","83","523","EG2",-1.3019297,"10","284","83_523"
"1184","13499","83","523","EG2",-0.5917913,"10","284","83_523"
"1185","13500","83","523","EG2",0.89277732,"10","284","83_523"
"1186","13535","83","523","EG2",1.00683403,"10","284","83_523"
"1187","13536","83","523","EG2",0.13762212,"10","284","83_523"
"1188","13537","83","523","EG2",0.77049602,"10","284","83_523"
"1189","13538","83","523","EG2",0.86554877,"10","284","83_523"
"1190","13808","83","523","EG2",0.42170464,"10","284","83_523"
"1191","13809","83","523","EG2",1.04069748,"10","284","83_523"
"1192","13810","83","523","EG2",0.77781479,"10","284","83_523"
"1193","13811","83","523","EG2",1.44102067,"10","284","83_523"
"1194","12475","83","567","EG2",0.64134745,"10","353","83_567"
"1195","12476","83","567","EG2",-1.5025175,"10","353","83_567"
"1196","12477","83","567","EG2",1.72941362,"10","353","83_567"
"1197","12478","83","567","EG2",-0.282846,"10","353","83_567"
"1198","13194","83","567","EG2",0.81840757,"10","353","83_567"
"1199","13195","83","567","EG2",0.37874511,"10","353","83_567"
"1200","13196","83","567","EG2",1.72088085,"10","353","83_567"
"1201","13197","83","567","EG2",1.57745157,"10","353","83_567"
"1202","13318","83","567","EG2",0.43959463,"10","353","83_567"
"1203","13319","83","567","EG2",-0.0247925,"10","353","83_567"
"1204","13320","83","567","EG2",1.03211635,"10","353","83_567"
"1205","13321","83","567","EG2",-0.2362511,"10","353","83_567"
"1206","13858","83","567","EG2",0.93594451,"10","353","83_567"
"1207","13859","83","567","EG2",0.62387921,"10","353","83_567"
"1208","13860","83","567","EG2",2.99132766,"10","353","83_567"
"1209","13861","83","567","EG2",1.19055004,"10","353","83_567"
"1210","14053","83","567","EG2",2.19957965,"10","353","83_567"
"1211","14054","83","567","EG2",-0.95178,"10","353","83_567"
"1212","14055","83","567","EG2",-0.9908735,"10","353","83_567"
"1213","14056","83","567","EG2",-1.0890114,"10","353","83_567"
"1214","15112","499","525","EG2",-0.8887362,"11","539","499_525"
"1215","15113","499","525","EG2",-1.020406,"11","539","499_525"
"1216","15114","499","525","EG2",-0.4226571,"11","539","499_525"
"1217","15115","499","525","EG2",-0.5081946,"11","539","499_525"
"1218","15130","499","525","EG2",-0.8764007,"11","539","499_525"
"1219","15131","499","525","EG2",0.18453632,"11","539","499_525"
"1220","15132","499","525","EG2",-0.4413339,"11","539","499_525"
"1221","15856","499","525","EG2",-0.5721903,"11","539","499_525"
"1222","15857","499","525","EG2",0.16412613,"11","539","499_525"
"1223","15858","499","525","EG2",0.07571257,"11","539","499_525"
"1224","15859","499","525","EG2",0.71560329,"11","539","499_525"
"1225","16048","499","525","EG2",-1.080689,"11","539","499_525"
"1226","16049","499","525","EG2",0.05383106,"11","539","499_525"
"1227","16050","499","525","EG2",0.3597421,"11","539","499_525"
"1228","16304","499","525","EG2",-0.0676765,"11","539","499_525"
"1229","16305","499","525","EG2",0.22034093,"11","539","499_525"
"1230","16306","499","525","EG2",0.08694244,"11","539","499_525"
"1231","16307","499","525","EG2",0.43455762,"11","539","499_525"
"1232","1044","499","557","EG2",0.36526073,"11","17","499_557"
"1233","1045","499","557","EG2",-0.2522838,"11","17","499_557"
"1234","1046","499","557","EG2",1.10481706,"11","17","499_557"
"1235","1047","499","557","EG2",-0.8425003,"11","17","499_557"
"1236","1054","499","557","EG2",-0.6113239,"11","17","499_557"
"1237","1055","499","557","EG2",-0.054929,"11","17","499_557"
"1238","1056","499","557","EG2",-0.6005255,"11","17","499_557"
"1239","1246","499","557","EG2",-0.187683,"11","17","499_557"
"1240","1247","499","557","EG2",-1.4694923,"11","17","499_557"
"1241","1248","499","557","EG2",-1.0802837,"11","17","499_557"
"1242","1249","499","557","EG2",0.15926844,"11","17","499_557"
"1243","1354","499","557","EG2",-0.2773317,"11","17","499_557"
"1244","1355","499","557","EG2",0.17957617,"11","17","499_557"
"1245","1356","499","557","EG2",-0.5951672,"11","17","499_557"
"1246","1357","499","557","EG2",-0.7951356,"11","17","499_557"
"1247","1385","499","557","EG2",-0.4615811,"11","17","499_557"
"1248","1386","499","557","EG2",-0.1010356,"11","17","499_557"
"1249","1387","499","557","EG2",-0.898771,"11","17","499_557"
"1250","14139","499","607","EG2",-0.9987402,"11","400","499_607"
"1251","14140","499","607","EG2",-0.4924565,"11","400","499_607"
"1252","14141","499","607","EG2",1.28982166,"11","400","499_607"
"1253","14142","499","607","EG2",-0.4578565,"11","400","499_607"
"1254","14579","499","607","EG2",-1.4188488,"11","400","499_607"
"1255","14580","499","607","EG2",-0.1499838,"11","400","499_607"
"1256","14581","499","607","EG2",0.33079383,"11","400","499_607"
"1257","14582","499","607","EG2",-1.5571054,"11","400","499_607"
"1258","15555","499","607","EG2",0.12631773,"11","400","499_607"
"1259","15556","499","607","EG2",-1.1103159,"11","400","499_607"
"1260","15557","499","607","EG2",-0.4684552,"11","400","499_607"
"1261","16560","499","607","EG2",0.18175687,"11","400","499_607"
"1262","16561","499","607","EG2",-0.7902064,"11","400","499_607"
"1263","16562","499","607","EG2",-0.7456929,"11","400","499_607"
"1264","16563","499","607","EG2",-0.1776255,"11","400","499_607"
"1265","16598","499","607","EG2",-0.8149065,"11","400","499_607"
"1266","16599","499","607","EG2",-0.9893978,"11","400","499_607"
"1267","16600","499","607","EG2",-0.5813733,"11","400","499_607"
"1268","16601","499","607","EG2",-0.1293009,"11","400","499_607"
"1269","14727","499","616","EG2",-1.2860091,"11","502","499_616"
"1270","14728","499","616","EG2",-1.1684562,"11","502","499_616"
"1271","14729","499","616","EG2",-1.8013926,"11","502","499_616"
"1272","14862","499","616","EG2",-0.4626319,"11","502","499_616"
"1273","14863","499","616","EG2",-0.5019586,"11","502","499_616"
"1274","14864","499","616","EG2",0.86021158,"11","502","499_616"
"1275","14865","499","616","EG2",-0.4745132,"11","502","499_616"
"1276","15937","499","616","EG2",-0.9640902,"11","502","499_616"
"1277","15938","499","616","EG2",0.82146858,"11","502","499_616"
"1278","15939","499","616","EG2",0.1435344,"11","502","499_616"
"1279","15940","499","616","EG2",0.32213048,"11","502","499_616"
"1280","16731","499","616","EG2",-0.2790483,"11","502","499_616"
"1281","16732","499","616","EG2",-0.8451849,"11","502","499_616"
"1282","16733","499","616","EG2",0.20012633,"11","502","499_616"
"1283","16734","499","616","EG2",-1.5023474,"11","502","499_616"
"1284","14847","499","651","EG2",-0.5329998,"11","520","499_651"
"1285","14848","499","651","EG2",0.9225175,"11","520","499_651"
"1286","14849","499","651","EG2",-0.8069776,"11","520","499_651"
"1287","14850","499","651","EG2",0.63369783,"11","520","499_651"
"1288","15249","499","651","EG2",0.58521868,"11","520","499_651"
"1289","15250","499","651","EG2",-0.5140223,"11","520","499_651"
"1290","15251","499","651","EG2",0.25964954,"11","520","499_651"
"1291","15252","499","651","EG2",-1.0912878,"11","520","499_651"
"1292","15291","499","651","EG2",-1.0811288,"11","520","499_651"
"1293","15292","499","651","EG2",-0.217703,"11","520","499_651"
"1294","15293","499","651","EG2",0.93879898,"11","520","499_651"
"1295","15517","499","651","EG2",-0.4627211,"11","520","499_651"
"1296","15518","499","651","EG2",-0.9325647,"11","520","499_651"
"1297","15519","499","651","EG2",0.23238308,"11","520","499_651"
"1298","15520","499","651","EG2",-1.9074587,"11","520","499_651"
"1299","18045","499","651","EG2",0.22085993,"11","520","499_651"
"1300","18046","499","651","EG2",0.29829696,"11","520","499_651"
"1301","18047","499","651","EG2",0.64464289,"11","520","499_651"
"1302","15568","516","532","EG2",-1.8021204,"11","150","516_532"
"1303","15569","516","532","EG2",-0.2365988,"11","150","516_532"
"1304","15944","516","532","EG2",-0.830366,"11","150","516_532"
"1305","15945","516","532","EG2",-1.1722057,"11","150","516_532"
"1306","15946","516","532","EG2",0.67873234,"11","150","516_532"
"1307","16000","516","532","EG2",-0.0481922,"11","150","516_532"
"1308","16001","516","532","EG2",0.00046708,"11","150","516_532"
"1309","16002","516","532","EG2",-0.2139037,"11","150","516_532"
"1310","16003","516","532","EG2",0.46439503,"11","150","516_532"
"1311","17333","516","532","EG2",0.14372589,"11","150","516_532"
"1312","17334","516","532","EG2",-1.3038819,"11","150","516_532"
"1313","17335","516","532","EG2",0.09208047,"11","150","516_532"
"1314","17963","516","532","EG2",-0.2548146,"11","150","516_532"
"1315","17964","516","532","EG2",0.48611289,"11","150","516_532"
"1316","17965","516","532","EG2",-0.5919325,"11","150","516_532"
"1317","17966","516","532","EG2",-0.1289751,"11","150","516_532"
"1318","16269","518","540","EG2",0.56693991,"11","583","518_540"
"1319","16270","518","540","EG2",1.5239286,"11","583","518_540"
"1320","16271","518","540","EG2",0.75311638,"11","583","518_540"
"1321","16316","518","540","EG2",-0.9998652,"11","583","518_540"
"1322","16317","518","540","EG2",0.45882684,"11","583","518_540"
"1323","16318","518","540","EG2",2.16398881,"11","583","518_540"
"1324","16319","518","540","EG2",-0.2585333,"11","583","518_540"
"1325","16885","518","540","EG2",-0.078507,"11","583","518_540"
"1326","16886","518","540","EG2",0.54745309,"11","583","518_540"
"1327","16887","518","540","EG2",-0.6762968,"11","583","518_540"
"1328","16888","518","540","EG2",1.16427397,"11","583","518_540"
"1329","17099","518","540","EG2",-0.3915179,"11","583","518_540"
