"","Line","MOTHER","FATHER","PROGRAM","PHENOTYPE","Env","FAMILY","Mother_Father"
"1","12189","495","499","EG2",1.93533837,"10","343","495_499"
"2","12190","495","499","EG2",-0.5875539,"10","343","495_499"
"3","12191","495","499","EG2",0.10407758,"10","343","495_499"
"4","12192","495","499","EG2",0.95872541,"10","343","495_499"
"5","12261","495","499","EG2",0.34026622,"10","343","495_499"
"6","12262","495","499","EG2",0.12230819,"10","343","495_499"
"7","12263","495","499","EG2",-0.9541159,"10","343","495_499"
"8","12264","495","499","EG2",-0.3942538,"10","343","495_499"
"9","13030","495","499","EG2",-0.456356,"10","343","495_499"
"10","13031","495","499","EG2",0.48504857,"10","343","495_499"
"11","13032","495","499","EG2",0.88837383,"10","343","495_499"
"12","13341","495","499","EG2",-2.0656982,"10","343","495_499"
"13","13342","495","499","EG2",0.3311697,"10","343","495_499"
"14","13343","495","499","EG2",-0.9891536,"10","343","495_499"
"15","13344","495","499","EG2",1.50046017,"10","343","495_499"
"16","14066","495","499","EG2",-0.7956899,"10","343","495_499"
"17","14067","495","499","EG2",1.3243635,"10","343","495_499"
"18","14068","495","499","EG2",-0.8070899,"10","343","495_499"
"19","12413","495","540","EG2",1.41020112,"10","386","495_540"
"20","12414","495","540","EG2",-1.7139792,"10","386","495_540"
"21","12415","495","540","EG2",1.54721836,"10","386","495_540"
"22","12416","495","540","EG2",0.51149635,"10","386","495_540"
"23","12757","495","540","EG2",0.37884862,"10","386","495_540"
"24","12758","495","540","EG2",1.59341221,"10","386","495_540"
"25","12759","495","540","EG2",0.16805184,"10","386","495_540"
"26","12760","495","540","EG2",1.62407815,"10","386","495_540"
"27","13628","495","540","EG2",2.87230232,"10","386","495_540"
"28","13629","495","540","EG2",1.74839638,"10","386","495_540"
"29","13630","495","540","EG2",0.33613851,"10","386","495_540"
"30","13631","495","540","EG2",0.09168445,"10","386","495_540"
"31","13792","495","540","EG2",0.24345896,"10","386","495_540"
"32","13793","495","540","EG2",-1.0376468,"10","386","495_540"
"33","13794","495","540","EG2",1.74353792,"10","386","495_540"
"34","13795","495","540","EG2",1.0417334,"10","386","495_540"
"35","14014","495","540","EG2",0.42827849,"10","386","495_540"
"36","14015","495","540","EG2",2.43295444,"10","386","495_540"
"37","14016","495","540","EG2",0.29313691,"10","386","495_540"
"38","14017","495","540","EG2",0.86828139,"10","386","495_540"
"39","12482","519","523","EG2",0.83218102,"10","397","519_523"
"40","12483","519","523","EG2",-0.2966948,"10","397","519_523"
"41","12484","519","523","EG2",-0.7191428,"10","397","519_523"
"42","12485","519","523","EG2",-2.2490468,"10","397","519_523"
"43","13134","519","523","EG2",-0.8880592,"10","397","519_523"
"44","13135","519","523","EG2",-0.0273894,"10","397","519_523"
"45","13600","519","523","EG2",-1.022494,"10","397","519_523"
"46","13601","519","523","EG2",-1.5875675,"10","397","519_523"
"47","13602","519","523","EG2",-1.5431078,"10","397","519_523"
"48","13603","519","523","EG2",1.12079798,"10","397","519_523"
"49","13742","519","523","EG2",-1.2884591,"10","397","519_523"
"50","13743","519","523","EG2",-0.3806365,"10","397","519_523"
"51","13744","519","523","EG2",-0.37741,"10","397","519_523"
"52","13745","519","523","EG2",0.15144009,"10","397","519_523"
"53","13789","519","523","EG2",-1.0059596,"10","397","519_523"
"54","13790","519","523","EG2",-0.8880846,"10","397","519_523"
"55","13791","519","523","EG2",-1.3749198,"10","397","519_523"
"56","12552","519","542","EG2",-1.3289202,"10","365","519_542"
"57","12553","519","542","EG2",0.48581888,"10","365","519_542"
"58","12554","519","542","EG2",-1.0855049,"10","365","519_542"
"59","12670","519","542","EG2",-0.3764402,"10","365","519_542"
"60","12671","519","542","EG2",1.30173639,"10","365","519_542"
"61","12672","519","542","EG2",0.46242922,"10","365","519_542"
"62","12806","519","542","EG2",1.98837805,"10","365","519_542"
"63","12807","519","542","EG2",-0.9688924,"10","365","519_542"
"64","12808","519","542","EG2",0.70950239,"10","365","519_542"
"65","12809","519","542","EG2",3.50379209,"10","365","519_542"
"66","13636","519","542","EG2",-0.4989733,"10","365","519_542"
"67","13637","519","542","EG2",-1.6957077,"10","365","519_542"
"68","13638","519","542","EG2",-0.2804569,"10","365","519_542"
"69","13639","519","542","EG2",0.47559063,"10","365","519_542"
"70","14084","519","542","EG2",-0.196929,"10","365","519_542"
"71","14085","519","542","EG2",0.92216481,"10","365","519_542"
"72","14086","519","542","EG2",-0.5768227,"10","365","519_542"
"73","14087","519","542","EG2",-0.4165869,"10","365","519_542"
"74","12402","519","582","EG2",-2.4998976,"10","369","519_582"
"75","12403","519","582","EG2",0.6814441,"10","369","519_582"
"76","12404","519","582","EG2",0.79391492,"10","369","519_582"
"77","12516","519","582","EG2",-0.3462075,"10","369","519_582"
"78","12517","519","582","EG2",-0.3033583,"10","369","519_582"
"79","12518","519","582","EG2",-0.1926582,"10","369","519_582"
"80","12519","519","582","EG2",-0.7502441,"10","369","519_582"
"81","12739","519","582","EG2",-0.0301345,"10","369","519_582"
"82","12740","519","582","EG2",-1.0132538,"10","369","519_582"
"83","12741","519","582","EG2",-1.6624829,"10","369","519_582"
"84","12742","519","582","EG2",-0.3728513,"10","369","519_582"
"85","13249","519","582","EG2",-0.4093162,"10","369","519_582"
"86","13250","519","582","EG2",-1.2961178,"10","369","519_582"
"87","13251","519","582","EG2",-0.0473771,"10","369","519_582"
"88","13252","519","582","EG2",-0.5292894,"10","369","519_582"
"89","13824","519","582","EG2",-0.7743814,"10","369","519_582"
"90","13825","519","582","EG2",-0.093525,"10","369","519_582"
"91","13826","519","582","EG2",-0.1001361,"10","369","519_582"
"92","13827","519","582","EG2",-1.0265388,"10","369","519_582"
"93","12444","519","583","EG2",-0.4030967,"10","395","519_583"
"94","12445","519","583","EG2",1.25216647,"10","395","519_583"
"95","12446","519","583","EG2",0.41240356,"10","395","519_583"
"96","12447","519","583","EG2",-0.2725885,"10","395","519_583"
"97","12780","519","583","EG2",0.39328704,"10","395","519_583"
"98","12781","519","583","EG2",0.816464,"10","395","519_583"
"99","12782","519","583","EG2",-0.3374883,"10","395","519_583"
"100","12783","519","583","EG2",1.02818027,"10","395","519_583"
"101","13503","519","583","EG2",-0.2884509,"10","395","519_583"
"102","13504","519","583","EG2",-0.4019032,"10","395","519_583"
"103","13505","519","583","EG2",0.24429743,"10","395","519_583"
"104","13506","519","583","EG2",-0.3898227,"10","395","519_583"
"105","13832","519","583","EG2",2.1244885,"10","395","519_583"
"106","13833","519","583","EG2",-1.1630278,"10","395","519_583"
"107","13834","519","583","EG2",0.28532436,"10","395","519_583"
"108","13835","519","583","EG2",0.07373985,"10","395","519_583"
"109","14074","519","583","EG2",1.46199555,"10","395","519_583"
"110","14075","519","583","EG2",1.30596094,"10","395","519_583"
"111","14076","519","583","EG2",-1.1246826,"10","395","519_583"
"112","12186","523","528","EG2",-0.8883341,"10","90","523_528"
"113","12187","523","528","EG2",-0.7478783,"10","90","523_528"
"114","12188","523","528","EG2",-0.8993917,"10","90","523_528"
"115","12598","523","528","EG2",-2.6178066,"10","90","523_528"
"116","12599","523","528","EG2",-0.4396583,"10","90","523_528"
"117","12600","523","528","EG2",-0.4284041,"10","90","523_528"
"118","12601","523","528","EG2",-2.0207573,"10","90","523_528"
"119","13122","523","528","EG2",-0.7936427,"10","90","523_528"
"120","13123","523","528","EG2",0.71117469,"10","90","523_528"
"121","13124","523","528","EG2",-1.0971668,"10","90","523_528"
"122","13125","523","528","EG2",-0.3700583,"10","90","523_528"
"123","13527","523","528","EG2",0.61071627,"10","90","523_528"
"124","13528","523","528","EG2",-2.9708552,"10","90","523_528"
"125","13529","523","528","EG2",-0.6474319,"10","90","523_528"
"126","13530","523","528","EG2",-2.0267945,"10","90","523_528"
"127","13939","523","528","EG2",0.15684051,"10","90","523_528"
"128","13940","523","528","EG2",-0.7054547,"10","90","523_528"
"129","13941","523","528","EG2",-1.3099031,"10","90","523_528"
"130","13942","523","528","EG2",-0.5280712,"10","90","523_528"
"131","12590","523","566","EG2",-0.4494949,"10","116","523_566"
"132","12591","523","566","EG2",-1.4189772,"10","116","523_566"
"133","12592","523","566","EG2",0.02868505,"10","116","523_566"
"134","12593","523","566","EG2",-0.683345,"10","116","523_566"
"135","12666","523","566","EG2",-0.8407632,"10","116","523_566"
"136","12667","523","566","EG2",0.56936583,"10","116","523_566"
"137","12668","523","566","EG2",-0.1979074,"10","116","523_566"
"138","12669","523","566","EG2",0.84946672,"10","116","523_566"
"139","12743","523","566","EG2",-0.5946276,"10","116","523_566"
"140","12744","523","566","EG2",0.09110472,"10","116","523_566"
"141","12745","523","566","EG2",0.14326513,"10","116","523_566"
"142","12746","523","566","EG2",-0.6721537,"10","116","523_566"
"143","13257","523","566","EG2",0.02927092,"10","116","523_566"
"144","13258","523","566","EG2",-0.9666726,"10","116","523_566"
"145","13259","523","566","EG2",0.7617786,"10","116","523_566"
"146","13260","523","566","EG2",0.28611344,"10","116","523_566"
"147","13801","523","566","EG2",1.41470566,"10","116","523_566"
"148","13802","523","566","EG2",0.79435642,"10","116","523_566"
"149","13803","523","566","EG2",-0.0855615,"10","116","523_566"
"150","13804","523","566","EG2",-1.2852609,"10","116","523_566"
"151","12246","523","567","EG2",-0.7508772,"10","93","523_567"
"152","12247","523","567","EG2",-2.3013928,"10","93","523_567"
"153","12248","523","567","EG2",1.51808574,"10","93","523_567"
"154","12249","523","567","EG2",1.88381355,"10","93","523_567"
"155","12648","523","567","EG2",0.144839,"10","93","523_567"
"156","12649","523","567","EG2",-1.0979052,"10","93","523_567"
"157","12650","523","567","EG2",-1.0414551,"10","93","523_567"
"158","12905","523","567","EG2",-0.1789659,"10","93","523_567"
"159","12906","523","567","EG2",-0.8875637,"10","93","523_567"
"160","12907","523","567","EG2",-0.2721522,"10","93","523_567"
"161","12908","523","567","EG2",-1.3982864,"10","93","523_567"
"162","13364","523","567","EG2",0.80660021,"10","93","523_567"
"163","13365","523","567","EG2",-0.488808,"10","93","523_567"
"164","13366","523","567","EG2",-0.4295779,"10","93","523_567"
"165","13816","523","567","EG2",-0.6040421,"10","93","523_567"
"166","13817","523","567","EG2",-1.2241573,"10","93","523_567"
"167","13818","523","567","EG2",0.62610552,"10","93","523_567"
"168","13819","523","567","EG2",0.36628104,"10","93","523_567"
"169","12651","523","583","EG2",-1.2620948,"10","79","523_583"
"170","12652","523","583","EG2",-1.923328,"10","79","523_583"
"171","12653","523","583","EG2",-0.6645036,"10","79","523_583"
"172","12784","523","583","EG2",0.76531561,"10","79","523_583"
"173","12785","523","583","EG2",-1.7795363,"10","79","523_583"
"174","12786","523","583","EG2",-0.3965078,"10","79","523_583"
"175","13230","523","583","EG2",0.63673838,"10","79","523_583"
"176","13231","523","583","EG2",-1.1033732,"10","79","523_583"
"177","13232","523","583","EG2",-0.4216809,"10","79","523_583"
"178","13906","523","583","EG2",-0.6441001,"10","79","523_583"
"179","13907","523","583","EG2",1.25223551,"10","79","523_583"
"180","13908","523","583","EG2",-2.2078458,"10","79","523_583"
"181","13909","523","583","EG2",1.11529639,"10","79","523_583"
"182","12638","523","588","EG2",-0.2826031,"10","94","523_588"
"183","12639","523","588","EG2",-2.1600711,"10","94","523_588"
"184","12640","523","588","EG2",-0.1742849,"10","94","523_588"
"185","12641","523","588","EG2",-0.2319716,"10","94","523_588"
"186","13047","523","588","EG2",-0.0762705,"10","94","523_588"
"187","13048","523","588","EG2",0.078593,"10","94","523_588"
"188","13049","523","588","EG2",0.05334547,"10","94","523_588"
"189","13050","523","588","EG2",-0.0128465,"10","94","523_588"
"190","13515","523","588","EG2",-0.8160759,"10","94","523_588"
"191","13516","523","588","EG2",0.12419775,"10","94","523_588"
"192","13517","523","588","EG2",-0.269025,"10","94","523_588"
"193","13518","523","588","EG2",-0.4381074,"10","94","523_588"
"194","13687","523","588","EG2",-0.5257924,"10","94","523_588"
"195","13688","523","588","EG2",0.61299997,"10","94","523_588"
"196","13689","523","588","EG2",-0.8219776,"10","94","523_588"
"197","13690","523","588","EG2",-1.6206739,"10","94","523_588"
"198","14050","523","588","EG2",-0.1719073,"10","94","523_588"
"199","14051","523","588","EG2",-0.3340328,"10","94","523_588"
"200","14052","523","588","EG2",-0.3780656,"10","94","523_588"
"201","12642","539","499","EG2",-0.4813901,"10","295","539_499"
"202","12643","539","499","EG2",0.46473508,"10","295","539_499"
"203","12644","539","499","EG2",1.09413889,"10","295","539_499"
"204","12645","539","499","EG2",0.57846404,"10","295","539_499"
"205","13142","539","499","EG2",-0.1399368,"10","295","539_499"
"206","13143","539","499","EG2",1.04972027,"10","295","539_499"
"207","13144","539","499","EG2",0.86382722,"10","295","539_499"
"208","13178","539","499","EG2",0.94187064,"10","295","539_499"
"209","13179","539","499","EG2",-0.2244918,"10","295","539_499"
"210","13180","539","499","EG2",-0.2591503,"10","295","539_499"
"211","13181","539","499","EG2",-1.2244266,"10","295","539_499"
"212","13676","539","499","EG2",-0.7989662,"10","295","539_499"
"213","13677","539","499","EG2",0.64636887,"10","295","539_499"
"214","13678","539","499","EG2",0.8247478,"10","295","539_499"
"215","13679","539","499","EG2",1.94992039,"10","295","539_499"
"216","13951","539","499","EG2",-0.0755677,"10","295","539_499"
"217","13952","539","499","EG2",1.55742365,"10","295","539_499"
"218","13953","539","499","EG2",1.10752903,"10","295","539_499"
"219","13954","539","499","EG2",-0.3063004,"10","295","539_499"
"220","12234","540","607","EG2",0.0896217,"10","364","540_607"
"221","12235","540","607","EG2",-0.1940622,"10","364","540_607"
"222","12236","540","607","EG2",1.72738201,"10","364","540_607"
"223","12237","540","607","EG2",-0.1640048,"10","364","540_607"
"224","12405","540","607","EG2",0.36734941,"10","364","540_607"
"225","12406","540","607","EG2",0.64254322,"10","364","540_607"
"226","12407","540","607","EG2",0.69274462,"10","364","540_607"
"227","12408","540","607","EG2",-0.045349,"10","364","540_607"
"228","12976","540","607","EG2",0.42678772,"10","364","540_607"
"229","12977","540","607","EG2",-0.3889152,"10","364","540_607"
"230","12978","540","607","EG2",-0.1283416,"10","364","540_607"
"231","12979","540","607","EG2",0.33040509,"10","364","540_607"
"232","13326","540","607","EG2",0.78989952,"10","364","540_607"
"233","13327","540","607","EG2",2.49311855,"10","364","540_607"
"234","13328","540","607","EG2",-0.4280342,"10","364","540_607"
"235","13329","540","607","EG2",0.83226903,"10","364","540_607"
"236","13718","540","607","EG2",0.3276924,"10","364","540_607"
"237","13719","540","607","EG2",-0.7795496,"10","364","540_607"
"238","13720","540","607","EG2",0.84980583,"10","364","540_607"
"239","13721","540","607","EG2",4.39802716,"10","364","540_607"
"240","12401","567","523","EG2",0.95584199,"10","198","567_523"
"241","13102","567","523","EG2",0.13663085,"10","198","567_523"
"242","13103","567","523","EG2",-0.6899658,"10","198","567_523"
"243","13104","567","523","EG2",-0.3712028,"10","198","567_523"
"244","13105","567","523","EG2",1.13090201,"10","198","567_523"
"245","13287","567","523","EG2",-1.8640473,"10","198","567_523"
"246","13288","567","523","EG2",-0.6950509,"10","198","567_523"
"247","13289","567","523","EG2",-0.4155628,"10","198","567_523"
"248","13917","567","523","EG2",0.07233129,"10","198","567_523"
"249","13918","567","523","EG2",0.89999581,"10","198","567_523"
"250","13919","567","523","EG2",-1.7652373,"10","198","567_523"
"251","13920","567","523","EG2",0.5403895,"10","198","567_523"
"252","14088","567","523","EG2",-0.8403614,"10","198","567_523"
"253","14089","567","523","EG2",-0.7104319,"10","198","567_523"
"254","14090","567","523","EG2",0.89937828,"10","198","567_523"
"255","14091","567","523","EG2",-1.1736077,"10","198","567_523"
"256","12156","567","525","EG2",-0.8719608,"10","233","567_525"
"257","12157","567","525","EG2",-0.0831332,"10","233","567_525"
"258","12158","567","525","EG2",1.04252496,"10","233","567_525"
"259","12366","567","525","EG2",-2.4412644,"10","233","567_525"
"260","12367","567","525","EG2",2.19248668,"10","233","567_525"
"261","12368","567","525","EG2",-0.9473005,"10","233","567_525"
"262","12944","567","525","EG2",-0.2076617,"10","233","567_525"
"263","12945","567","525","EG2",-1.2102819,"10","233","567_525"
"264","12946","567","525","EG2",0.43165416,"10","233","567_525"
"265","12947","567","525","EG2",-0.48707,"10","233","567_525"
"266","13322","567","525","EG2",0.6351266,"10","233","567_525"
"267","13323","567","525","EG2",1.23320234,"10","233","567_525"
"268","13324","567","525","EG2",1.13659101,"10","233","567_525"
"269","13325","567","525","EG2",0.81382243,"10","233","567_525"
"270","14002","567","525","EG2",0.18457412,"10","233","567_525"
"271","14003","567","525","EG2",-1.6096814,"10","233","567_525"
"272","14004","567","525","EG2",-1.4257071,"10","233","567_525"
"273","14005","567","525","EG2",0.58783469,"10","233","567_525"
"274","12575","570","516","EG2",0.0983602,"10","376","570_516"
"275","12576","570","516","EG2",-2.4081735,"10","376","570_516"
"276","12577","570","516","EG2",0.45313424,"10","376","570_516"
"277","13010","570","516","EG2",0.42777315,"10","376","570_516"
"278","13198","570","516","EG2",-1.980039,"10","376","570_516"
"279","13587","570","516","EG2",0.55284138,"10","376","570_516"
"280","13588","570","516","EG2",-1.1104641,"10","376","570_516"
"281","14070","570","516","EG2",-0.8615102,"10","376","570_516"
"282","14071","570","516","EG2",-0.8900571,"10","376","570_516"
"283","14072","570","516","EG2",-0.2154849,"10","376","570_516"
"284","14073","570","516","EG2",0.65113375,"10","376","570_516"
"285","12345","570","523","EG2",-0.271751,"10","394","570_523"
"286","12346","570","523","EG2",-0.0433485,"10","394","570_523"
"287","12347","570","523","EG2",-1.7378738,"10","394","570_523"
"288","12348","570","523","EG2",-0.9119924,"10","394","570_523"
"289","13043","570","523","EG2",-1.8571663,"10","394","570_523"
"290","13044","570","523","EG2",-1.8730181,"10","394","570_523"
"291","13045","570","523","EG2",-0.490847,"10","394","570_523"
"292","13046","570","523","EG2",-1.5612935,"10","394","570_523"
"293","13106","570","523","EG2",-1.1679137,"10","394","570_523"
"294","13107","570","523","EG2",-0.2916865,"10","394","570_523"
"295","13108","570","523","EG2",-0.3756409,"10","394","570_523"
"296","13109","570","523","EG2",-0.7682646,"10","394","570_523"
"297","13668","570","523","EG2",-0.8858929,"10","394","570_523"
"298","13669","570","523","EG2",-1.3286851,"10","394","570_523"
"299","13670","570","523","EG2",-1.794169,"10","394","570_523"
"300","13671","570","523","EG2",-1.4624766,"10","394","570_523"
"301","13746","570","523","EG2",-0.7691223,"10","394","570_523"
"302","13747","570","523","EG2",-0.3015723,"10","394","570_523"
"303","13748","570","523","EG2",-1.3637739,"10","394","570_523"
"304","13749","570","523","EG2",-1.0220399,"10","394","570_523"
"305","12349","573","528","EG2",1.32712702,"10","124","573_528"
"306","12350","573","528","EG2",-0.8604424,"10","124","573_528"
"307","12351","573","528","EG2",1.44915897,"10","124","573_528"
"308","13174","573","528","EG2",0.7190425,"10","124","573_528"
"309","13175","573","528","EG2",-0.7390066,"10","124","573_528"
"310","13176","573","528","EG2",0.0231128,"10","124","573_528"
"311","13177","573","528","EG2",-0.7502208,"10","124","573_528"
"312","13387","573","528","EG2",-1.4440947,"10","124","573_528"
"313","13388","573","528","EG2",-1.379563,"10","124","573_528"
"314","13389","573","528","EG2",-1.123103,"10","124","573_528"
"315","13390","573","528","EG2",-1.5036395,"10","124","573_528"
"316","13773","573","528","EG2",0.41170935,"10","124","573_528"
"317","13774","573","528","EG2",-2.216027,"10","124","573_528"
"318","13775","573","528","EG2",-2.1455867,"10","124","573_528"
"319","13776","573","528","EG2",0.51066385,"10","124","573_528"
"320","14057","573","528","EG2",-1.3027826,"10","124","573_528"
"321","14058","573","528","EG2",1.40952099,"10","124","573_528"
"322","14059","573","528","EG2",-1.271814,"10","124","573_528"
"323","14060","573","528","EG2",-1.207571,"10","124","573_528"
"324","12334","573","559","EG2",2.31417137,"10","43","573_559"
"325","12335","573","559","EG2",-0.5974312,"10","43","573_559"
"326","12336","573","559","EG2",0.93676954,"10","43","573_559"
"327","12337","573","559","EG2",-1.340615,"10","43","573_559"
"328","12833","573","559","EG2",-0.378731,"10","43","573_559"
"329","12834","573","559","EG2",-0.6258818,"10","43","573_559"
"330","12835","573","559","EG2",0.77573879,"10","43","573_559"
"331","12840","573","559","EG2",-0.744378,"10","43","573_559"
"332","12841","573","559","EG2",0.54495203,"10","43","573_559"
"333","13482","573","559","EG2",1.06704087,"10","43","573_559"
"334","13483","573","559","EG2",0.01870765,"10","43","573_559"
"335","13484","573","559","EG2",1.18696923,"10","43","573_559"
"336","14094","573","559","EG2",1.35371935,"10","43","573_559"
"337","12646","573","650","EG2",0.32153569,"10","40","573_650"
"338","12647","573","650","EG2",-0.3770191,"10","40","573_650"
"339","13186","573","650","EG2",0.30807512,"10","40","573_650"
"340","13187","573","650","EG2",-1.6371191,"10","40","573_650"
"341","13188","573","650","EG2",2.22492034,"10","40","573_650"
"342","13189","573","650","EG2",-1.8186688,"10","40","573_650"
"343","13395","573","650","EG2",0.84881055,"10","40","573_650"
"344","13396","573","650","EG2",-0.2145507,"10","40","573_650"
"345","13397","573","650","EG2",0.22238445,"10","40","573_650"
"346","13398","573","650","EG2",-1.7026835,"10","40","573_650"
"347","13438","573","650","EG2",1.91532915,"10","40","573_650"
"348","13439","573","650","EG2",-0.0216327,"10","40","573_650"
"349","13440","573","650","EG2",-0.2258268,"10","40","573_650"
"350","13872","573","650","EG2",-2.2668964,"10","40","573_650"
"351","13873","573","650","EG2",1.5958547,"10","40","573_650"
"352","13874","573","650","EG2",-0.3349772,"10","40","573_650"
"353","13875","573","650","EG2",0.15298197,"10","40","573_650"
"354","12230","579","518","EG2",-0.9133644,"10","321","579_518"
"355","12231","579","518","EG2",-0.9646154,"10","321","579_518"
"356","12232","579","518","EG2",-0.7014496,"10","321","579_518"
"357","12233","579","518","EG2",0.89386984,"10","321","579_518"
"358","12673","579","518","EG2",-0.7157227,"10","321","579_518"
"359","12674","579","518","EG2",0.30210337,"10","321","579_518"
"360","12675","579","518","EG2",-0.6012843,"10","321","579_518"
"361","12676","579","518","EG2",-0.2201251,"10","321","579_518"
"362","13055","579","518","EG2",-0.2503443,"10","321","579_518"
"363","13056","579","518","EG2",-0.3724379,"10","321","579_518"
"364","13057","579","518","EG2",-0.6392557,"10","321","579_518"
"365","13058","579","518","EG2",-0.634776,"10","321","579_518"
"366","13216","579","518","EG2",-0.2652984,"10","321","579_518"
"367","13217","579","518","EG2",-1.0273628,"10","321","579_518"
"368","13218","579","518","EG2",0.38601469,"10","321","579_518"
"369","13219","579","518","EG2",0.13287909,"10","321","579_518"
"370","13765","579","518","EG2",0.0971581,"10","321","579_518"
"371","13766","579","518","EG2",-0.3692724,"10","321","579_518"
"372","13767","579","518","EG2",-1.6833724,"10","321","579_518"
"373","13768","579","518","EG2",-0.2432143,"10","321","579_518"
"374","12258","579","519","EG2",0.76044897,"10","351","579_519"
"375","12259","579","519","EG2",-0.9022001,"10","351","579_519"
"376","12260","579","519","EG2",-0.1901105,"10","351","579_519"
"377","12814","579","519","EG2",-0.2656164,"10","351","579_519"
"378","12815","579","519","EG2",1.54291844,"10","351","579_519"
"379","12816","579","519","EG2",-2.7669778,"10","351","579_519"
"380","12817","579","519","EG2",0.92565546,"10","351","579_519"
"381","13206","579","519","EG2",0.07131121,"10","351","579_519"
"382","13207","579","519","EG2",0.23775637,"10","351","579_519"
"383","13208","579","519","EG2",-1.1415338,"10","351","579_519"
"384","13653","579","519","EG2",-0.9844495,"10","351","579_519"
"385","13654","579","519","EG2",-0.7391781,"10","351","579_519"
"386","13655","579","519","EG2",0.05842358,"10","351","579_519"
"387","13656","579","519","EG2",1.00992389,"10","351","579_519"
"388","13924","579","519","EG2",-1.1429979,"10","351","579_519"
"389","13925","579","519","EG2",-1.4408374,"10","351","579_519"
"390","13926","579","519","EG2",-0.076582,"10","351","579_519"
"391","12468","579","571","EG2",0.49627954,"10","383","579_571"
"392","12469","579","571","EG2",-0.2437638,"10","383","579_571"
"393","12470","579","571","EG2",0.54563786,"10","383","579_571"
"394","12567","579","571","EG2",-1.2834592,"10","383","579_571"
"395","12568","579","571","EG2",-0.8475031,"10","383","579_571"
"396","12569","579","571","EG2",1.067237,"10","383","579_571"
"397","12570","579","571","EG2",-0.7863797,"10","383","579_571"
"398","13076","579","571","EG2",-0.5876365,"10","383","579_571"
"399","13077","579","571","EG2",-0.0401237,"10","383","579_571"
"400","13078","579","571","EG2",-0.1834895,"10","383","579_571"
"401","13079","579","571","EG2",-0.5220497,"10","383","579_571"
"402","13403","579","571","EG2",-0.548805,"10","383","579_571"
"403","13404","579","571","EG2",-0.4183766,"10","383","579_571"
"404","13405","579","571","EG2",0.4105251,"10","383","579_571"
"405","13406","579","571","EG2",-0.2459329,"10","383","579_571"
"406","13781","579","571","EG2",-0.7883775,"10","383","579_571"
"407","13782","579","571","EG2",-0.3391958,"10","383","579_571"
"408","13783","579","571","EG2",-0.3256219,"10","383","579_571"
"409","13784","579","571","EG2",-1.2977666,"10","383","579_571"
"410","12269","579","608","EG2",-0.8126708,"10","287","579_608"
"411","12270","579","608","EG2",2.37924857,"10","287","579_608"
"412","13002","579","608","EG2",-0.2717741,"10","287","579_608"
"413","13003","579","608","EG2",-0.802184,"10","287","579_608"
"414","13004","579","608","EG2",0.67672629,"10","287","579_608"
"415","13005","579","608","EG2",0.47282777,"10","287","579_608"
"416","13224","579","608","EG2",1.04977725,"10","287","579_608"
"417","13225","579","608","EG2",0.8664155,"10","287","579_608"
"418","13226","579","608","EG2",-0.1819342,"10","287","579_608"
"419","13796","579","608","EG2",1.13980607,"10","287","579_608"
"420","14095","579","608","EG2",-1.2330733,"10","287","579_608"
"421","14096","579","608","EG2",-0.7414685,"10","287","579_608"
"422","14097","579","608","EG2",-0.6133867,"10","287","579_608"
"423","12448","579","611","EG2",-1.1452174,"10","380","579_611"
"424","12449","579","611","EG2",0.61767729,"10","380","579_611"
"425","12450","579","611","EG2",0.62346522,"10","380","579_611"
"426","12451","579","611","EG2",-0.7478535,"10","380","579_611"
"427","12869","579","611","EG2",-0.1629478,"10","380","579_611"
"428","12870","579","611","EG2",1.00464935,"10","380","579_611"
"429","12871","579","611","EG2",-0.0691432,"10","380","579_611"
"430","12872","579","611","EG2",-1.1239068,"10","380","579_611"
"431","13334","579","611","EG2",0.28570771,"10","380","579_611"
"432","13335","579","611","EG2",0.21309108,"10","380","579_611"
"433","13336","579","611","EG2",-2.3335444,"10","380","579_611"
"434","13337","579","611","EG2",0.33488481,"10","380","579_611"
"435","13739","579","611","EG2",-0.3263146,"10","380","579_611"
"436","13740","579","611","EG2",-0.457266,"10","380","579_611"
"437","13741","579","611","EG2",-1.4234744,"10","380","579_611"
"438","14006","579","611","EG2",0.8811686,"10","380","579_611"
"439","14007","579","611","EG2",-1.9055719,"10","380","579_611"
"440","14008","579","611","EG2",-1.7796466,"10","380","579_611"
"441","14009","579","611","EG2",1.22426118,"10","380","579_611"
"442","12275","579","613","EG2",0.31378808,"10","306","579_613"
"443","12276","579","613","EG2",0.84295524,"10","306","579_613"
"444","12277","579","613","EG2",1.52360879,"10","306","579_613"
"445","12360","579","613","EG2",-2.206192,"10","306","579_613"
"446","12361","579","613","EG2",0.06195595,"10","306","579_613"
"447","12362","579","613","EG2",0.88025815,"10","306","579_613"
"448","12956","579","613","EG2",0.52407751,"10","306","579_613"
"449","12957","579","613","EG2",0.28676613,"10","306","579_613"
"450","12958","579","613","EG2",-0.3242253,"10","306","579_613"
"451","12959","579","613","EG2",0.48263934,"10","306","579_613"
"452","13608","579","613","EG2",1.61564251,"10","306","579_613"
"453","13609","579","613","EG2",0.45639395,"10","306","579_613"
"454","13610","579","613","EG2",0.62627699,"10","306","579_613"
"455","13611","579","613","EG2",0.07754791,"10","306","579_613"
"456","13862","579","613","EG2",-0.2705435,"10","306","579_613"
"457","13863","579","613","EG2",0.45234051,"10","306","579_613"
