Hybrid_name,Year,GY_Optimal,PH_Optimal,AD_Optimal,GY_Drought,PH_Drought,AD_Drought
976020,2018,8.7892,231.62,67.0335,3.9778,189.68,75.4745
976021,2018,6.6336,212.89,64.0115,3.3259,172.68,71.8507
976022,2018,7.3036,245.13,65.2502,2.0308,213.77,67.5499
976023,2018,9.8058,262.03,70.0718,1.0688,218.96,74.7671
976025,2018,8.9998,264.69,68.7751,1.8531,212.2,70.9671
976026,2018,8.2119,269.43,70.2057,2.1033,228.57,72.4555
976027,2018,8.0939,241.77,67.7334,2.623,224.42,70.4488
976028,2018,9.7249,263.93,69.7918,3.011,234.14,72.4377
976029,2018,8.3447,251.22,69.798,1.5484,221.11,71.8833
976031,2018,7.9637,277.88,68.9854,2.9766,232.81,69.7558
976032,2018,9.4522,258.39,69.4893,2.4872,235.15,72.2467
976033,2018,9.2698,267.97,70.8594,3.5887,246.49,72.4635
976034,2018,8.7238,266.14,70.5127,2.8246,229.99,71.5928
976035,2018,9.0273,273.66,68.4594,2.5602,238.61,71.0881
976036,2018,8.798,265.26,70.5637,2.1123,230.96,73.0966
976037,2018,9.6832,268.52,68.4482,1.3668,218.68,71.0723
976039,2018,8.7424,277.84,69.7837,2.9079,240.1,71.4858
976040,2018,8.5975,253.16,67.4424,3.248,226.26,68.6564
976041,2018,9.1815,261.66,70.346,1.3395,207.07,73.2981
976042,2018,8.9739,254.65,67.3823,2.1926,227.69,70.9958
976043,2018,8.1888,259.44,69.5284,2.2465,226.64,71.6601
976044,2018,8.7046,244.87,63.5529,2.122,216.62,66.2889
976046,2018,6.4108,249.1,67.1738,2.744,227.02,68.5036
976047,2018,9.9309,245.53,66.2415,3.6224,220.65,69.4076
976048,2018,9.6077,266.75,67.8442,2.4354,234,71.0443
976049,2018,8.3155,275.68,68.3395,3.6358,248.02,70.9062
976050,2018,9.2083,280.35,67.7802,4.0959,264.39,69.4417
976051,2018,9.4754,260.4,67.5666,1.8091,227.9,68.9787
976052,2018,10.5184,276.96,69.264,3.2286,223.5,71.4536
976053,2018,9.1479,283.46,71.4106,2.4244,243.33,72.0112
976054,2018,6.5011,235.5,68.5117,2.0869,215.99,70.2212
976055,2018,9.6059,278,69.2239,1.6326,228.09,71.8586
976056,2018,8.4609,262.91,67.0238,2.3853,230.77,69.9996
976057,2018,8.0509,263.89,70.7719,2.3571,253.01,72.4264
976058,2018,8.1363,281.75,69.9429,2.2508,234.77,72.9062
976059,2018,6.5003,243.39,66.5431,2.7592,229.4,68.8485
976060,2018,9.0234,261.87,68.9433,2.4562,230.8,70.1869
976061,2018,8.1094,262.61,71.4783,2.5471,244.01,70.9264
976062,2018,8.418,263.58,68.9321,2.2868,243.43,70.5723
976063,2018,8.4887,245.47,68.3456,1.5656,222.19,69.8552
976064,2018,8.7433,278.28,67.8765,2.7271,246.4,68.9973
976065,2018,8.5622,258.24,66.5206,2.6527,218.05,68.7499
976066,2018,9.1258,278.9,71.1354,2.6442,220.87,74.2319
976067,2018,8.0982,255.97,66.5155,3.5164,240.46,68.0714
976068,2018,8.6108,279.13,70.0986,2.5097,238.48,72.8405
976069,2018,9.1382,263.64,69.8245,2.6836,221.75,71.0207
976070,2018,10.7586,284.36,69.4669,2.5267,246.03,71.9846
976071,2018,8.6851,250.64,66.3802,3.4282,197.52,69.2658
976072,2018,7.8271,256.18,65.3086,2.9212,200.51,69.6864
976073,2018,9.5919,273.96,68.3033,2.3808,221.12,71.3393
976074,2018,9.7675,279.7,67.1013,2.7339,222.89,69.9233
976075,2018,8.6298,255.81,65.6663,3.0399,199.97,68.3048
976076,2018,5.9215,230.75,66.4364,2.6026,194.69,68.8514
976077,2018,7.8305,252.72,65.9598,2.7321,209.25,69.8201
976078,2018,7.826,264.46,67.6261,2.0414,202.71,69.9473
976079,2018,10.3892,249.5,65.2855,3.6927,212.43,70.1578
976080,2018,9.1462,265.28,66.6977,3.0228,220.18,70.2687
976081,2018,7.626,258.12,66.7364,2.7239,204.97,70.2922
976082,2018,9.1284,274.83,69.852,2.769,213.12,71.5436
976083,2018,8.9172,240.58,68.1335,2.9473,194.01,71.4034
976084,2018,7.2179,239.24,65.8836,3.3627,190.72,67.9175
976086,2018,8.3838,263.64,68.186,3.2584,219.78,69.5288
976087,2018,7.8167,257.13,68.0295,2.7516,201.06,71.2238
976088,2018,8.8841,282.05,69.0933,2.5166,225.86,71.4216
976089,2018,8.4201,263.83,68.0392,2.5375,208.98,71.3971
976090,2018,8.5953,255.74,67.122,3.076,197.65,70.1683
976091,2018,8.2175,255.41,66.9748,2.4405,192.47,70.9491
976092,2018,9.3416,259.04,69.4487,2.3784,198.53,71.0288
976093,2018,6.8414,241.71,65.6257,1.891,194.61,67.8053
976094,2018,8.2722,264.94,69.9959,2.2123,187.26,71.4034
976095,2018,9.5327,269.98,69.1688,2.908,214.61,73.531
976096,2018,9.665,273.67,65.9634,2.8067,215.59,69.5901
976097,2018,8.3843,252.06,67.9868,2.9512,211.41,70.901
976098,2018,8.3897,253.44,66.6494,1.8038,198.5,69.3379
976099,2018,7.5072,246.38,67.5231,2.8298,198.84,68.7909
976100,2018,8.1248,262.43,68.1967,3.133,221.24,70.4072
976101,2018,9.6141,254.93,68.8284,1.9118,194.59,70.3092
976102,2018,8.2807,251.99,65.589,2.4388,194.14,68.53
976103,2018,8.3002,257.86,68.7433,3.5759,218.51,70.2351
976104,2018,9.4117,249.55,66.2408,3.1458,215.01,69.0506
976105,2018,8.7593,281.34,67.2933,1.741,235.84,71.2611
976106,2018,7.7393,235.73,65.6077,3.6517,194.74,68.7045
976107,2018,8.2328,240.24,65.3741,2.0639,188.61,68.7634
976108,2018,9.5816,268.94,67.1807,3.3849,223.18,68.8956
976109,2018,8.6079,264.23,65.7801,2.9272,202.83,69.5823
976110,2018,8.4197,237.47,66.9831,3.8614,197.1,68.5997
976111,2018,10.4955,273.69,70.5024,3.0114,209.55,71.4436
976112,2018,8.3226,264.2,67.8489,2.3951,196.19,70.0734
976113,2018,8.1038,239.26,64.7062,3.068,193.76,67.4549
976114,2018,9.7441,262.89,68.0277,2.6062,197.12,70.5856
976115,2018,9.2676,245.64,67.3205,2.1241,204.4,70.7727
976116,2018,8.3963,253.74,67.2055,2.917,193.94,68.7076
976117,2018,9.0609,267.14,66.6175,2.4238,209.89,69.53
976118,2018,5.3277,226.94,67.1596,1.7817,180.99,70.4468
976119,2018,7.2897,261.34,66.26,2.5059,193.54,71.4959
976120,2018,6.6391,248.5,65.3174,3.3934,205.78,71.1154
976121,2018,7.5867,265.17,66.9763,3.3192,223.32,72.3691
976122,2018,7.662,243.98,63.7734,4.3158,211.84,70.4652
976123,2018,6.7264,266.54,70.201,2.9504,231.78,74.8915
976124,2018,7.6053,268.43,66.9742,2.8989,221.77,71.59
976125,2018,7.4649,258.17,66.7287,3.3221,217.98,71.8486
976126,2018,7.7647,260.95,67.6133,4.5184,217.82,73.4678
976127,2018,7.1435,249.88,67.8417,3.8102,215.64,72.7666
976128,2018,7.9644,263.73,67.0798,4.6741,228.62,72.1506
976129,2018,9.042,261.9,68.3074,3.1339,219.86,74.8066
976130,2018,7.9917,264.46,66.3368,4.6601,215.31,72.4511
976131,2018,7.4421,270.2,64.7672,4.0768,225.34,70.7157
976132,2018,6.2682,259.22,66.8667,3.0152,216.21,72.5213
976133,2018,8.02,274.99,66.5371,3.037,226.73,73.5262
976134,2018,7.9962,264.53,66.2899,4.0715,219.63,70.9382
976135,2018,6.8825,252.64,65.6308,2.212,227.35,71.4162
976136,2018,7.5234,260.11,66.2703,2.0224,205.11,72.0052
976137,2018,7.9912,257.88,69.7941,2.2705,205.89,74.2886
976138,2018,8.152,267.3,66.7586,4.3016,229.97,72.5572
976139,2018,7.8796,274.59,67.7537,3.354,224.13,74.8156
976140,2018,7.5403,254.53,66.9412,3.6069,205.78,71.2394
976141,2018,8.2744,257.78,68.3059,4.4169,223.92,74.2337
976142,2018,7.3405,254.87,66.2928,4.2205,212.5,71.7332
976143,2018,7.4563,265.76,70.1901,3.1687,221.97,73.6185
976144,2018,8.3627,258.59,66.9951,2.8447,212.18,72.9086
976145,2018,7.2642,253.38,67.1786,2.6338,201.78,73.0992
976146,2018,7.8342,244.98,66.0227,4.0147,208.46,70.6126
976147,2018,6.8695,258.03,71.7397,2.9067,209.24,75.1489
976148,2018,7.654,272.96,65.4884,3.0987,219.06,72.2871
976149,2018,7.8087,260.22,67.6564,2.72,212.79,74.0502
976150,2018,6.3588,257.36,64.7798,2.1141,200.8,70.5482
976151,2018,8.2726,256.31,65.4553,3.0019,220.06,71.165
976152,2018,6.8841,246.84,64.3149,2.5325,221.18,70.4608
976153,2018,7.4448,238.01,63.3565,2.4447,209.86,69.7239
976155,2018,7.3643,235.1,62.0165,3.3351,222.48,67.5144
976156,2018,8.3056,242.75,62.3088,3.1041,218.32,69.2598
976157,2018,8.0658,243.02,63.5408,3.2104,218.94,69.5115
976158,2018,7.3059,250.71,65.2054,3.8512,223.17,68.2737
976159,2018,7.8894,232.98,62.8005,3.5446,232.55,68.1202
976160,2018,7.7949,245.48,63.5478,3.6166,218.49,69.4546
976161,2018,10.1077,266.78,65.2064,2.9216,214.68,73.5569
976162,2018,7.7055,255.93,63.9576,3.4973,203.75,69.3561
976163,2018,8.6378,260.96,64.9947,3.5271,203.23,70.9654
976164,2018,7.4544,259.67,64.9465,3.6351,203.72,67.4287
976165,2018,7.6733,251.39,64.6691,3.8232,190.97,69.3471
976166,2018,5.4084,237.82,64.0797,3.0567,177,68.2328
976167,2018,7.738,266.31,62.9922,3.0528,198.24,68.717
976168,2018,6.6583,260.7,65.3633,4.0208,203.66,70.7632
976169,2018,8.3058,253.74,65.0025,3.6618,206.79,69.4424
976170,2018,6.8338,247.7,64.6688,2.7103,202.27,70.3778
976173,2018,7.2946,252.41,64.1066,2.8521,212.04,72.0615
976174,2018,7.8088,233.4,62.9995,2.5225,196.38,72.2432
976175,2018,7.3957,238.76,61.2519,3.377,203.57,70.0265
976176,2018,5.7321,254.21,64.5422,3.0843,203.69,68.9033
976178,2018,5.4358,228.93,63.4554,2.8848,202.51,68.9222
976179,2018,5.5202,230.43,63.2331,3.1831,196.54,69.8863
976180,2018,6.2562,242.9,61.9234,2.4837,219.69,71.0431
976181,2018,5.4039,232.34,60.6497,2.2331,187.98,68.6363
976182,2018,6.087,252.48,62.2007,3.7723,218.6,69.7939
976183,2018,6.1389,227.76,62.0217,3.7799,192.39,69.4985
976185,2018,7.0562,243.15,62.3892,3.0629,202.39,69.2665
976186,2018,5.4339,235.91,63.5069,2.5062,199.61,72.0411
976188,2018,6.3591,248.86,64.2713,2.1671,200.54,75.5615
976189,2018,7.1072,239.07,63.9723,3.1373,197.09,71.5152
976190,2018,7.2281,241.84,64.7707,2.3532,195.48,69.7305
976191,2018,8.9141,264.13,66.9535,3.4014,230.95,72.0599
976192,2018,5.4753,234.83,65.5233,2.615,204.76,71.5061
976193,2018,6.1199,228.31,64.0168,2.2518,202.05,69.0882
976194,2018,6.7674,234.8,64.049,3.2648,212.09,67.8208
976195,2018,6.6985,243.9,65.5449,4.1549,219.71,68.9604
976196,2018,5.5122,256.73,65.0105,3.1104,220.11,67.857
976197,2018,7.4604,250.14,65.2052,3.5592,220.41,70.3104
976198,2018,6.0573,214.89,62.6723,2.8342,190.76,65.4858
976199,2018,5.9357,232.8,63.7206,2.4446,206.75,68.4915
976200,2018,6.3839,227.64,65.8196,1.981,201.36,71.1648
976201,2018,6.2734,224.11,63.0256,3.117,213.9,66.9091
976202,2018,6.1109,227.07,62.5352,1.9711,205.82,68.0526
976203,2018,6.927,233.44,62.9901,2.9524,202.42,67.7111
976204,2018,6.1014,236.54,61.9983,3.8816,214.76,64.9427
976205,2018,5.7229,249.87,64.893,3.0818,212.79,67.2799
976207,2018,4.972,225.52,63.6567,3.3039,212.43,66.4584
976209,2018,7.6175,246.17,65.2236,3.912,221.23,70.674
976210,2018,5.6344,226.69,64.2651,3.0601,213.58,68.6498
976212,2018,6.9203,235.09,64.3109,2.4411,192.37,70.5601
976213,2018,6.9621,247.48,62.0595,2.7281,184.93,69.1781
976214,2018,7.3492,236.29,62.0603,2.5194,196.84,70.4691
976215,2018,5.7842,222.06,63.9583,3.2242,189.41,69.1415
976216,2018,6.7239,260.78,61.685,2.3657,213.97,71.4516
976219,2018,6.6783,261.33,68.9015,2.0893,200.63,74.488
976220,2018,7.0204,245.85,64.6579,2.4256,192.1,72.5859
976221,2018,6.4489,238.35,64.17,2.3679,182.82,71.2219
976222,2018,7.5521,255.67,63.7911,2.0773,196.53,70.3864
976223,2018,5.4589,196.52,61.7376,3.1451,188.19,64.7836
976224,2018,7.3741,210.95,62.3603,4.2299,196.21,67.5422
976225,2018,5.8886,223.99,65.0006,3.3893,186.85,66.7314
976226,2018,5.4795,202.4,62.6236,2.7801,180.2,66.8511
976227,2018,5.9555,196.37,63.0234,3.7418,171.24,65.373
976228,2018,5.4231,195.99,64.7091,3.8741,185.95,70.0348
976229,2018,5.4702,193.63,63.27,2.3669,176.54,67.0543
976231,2018,4.6737,200.15,62.6907,2.7062,185.94,66.9023
976232,2018,5.6675,212.69,63.9386,3.245,196.8,69.3765
976234,2018,6.5153,204.68,63.3634,2.6269,182.72,68.395
976235,2018,7.8043,240.42,66.2304,2.7754,200.88,73.2177
976236,2018,6.2051,236.28,68.8975,3.0825,212.9,74.8142
976237,2018,7.5659,228.1,67.2577,2.1272,197.46,75.55
976238,2018,7.8987,225.48,67.4008,3.2593,196.05,71.9232
976239,2018,8.0144,252.49,70.1832,3.3129,211.41,76.3173
976240,2018,7.381,244.29,66.7736,2.6496,213.7,73.2315
976241,2018,7.8585,243.53,67.7022,2.8279,219.03,75.9837
976242,2018,8.7443,242.15,66.9351,3.5307,203.78,74.1495
976243,2018,6.2043,236.54,64.4163,2.2172,178.27,71.7871
976244,2018,6.2223,246.39,67.5707,2.4582,199.04,75.527
976245,2018,6.2453,227.92,68.2831,2.5037,200.7,75.0544
976246,2018,6.7704,239.02,66.5268,3.7158,198.19,71.1983
976247,2018,8.5287,233.06,66.1633,3.364,198.91,72.9392
976248,2018,6.9214,244.5,66.2196,3.4871,206.49,71.8967
976249,2018,6.3983,242.16,65.2666,3.0429,204.16,70.8173
976250,2018,7.3391,258.32,67.6973,3.1647,206.91,73.6387
976251,2018,7.5838,233.7,66.5043,3.3485,195.71,70.9906
976252,2018,8.489,252.86,69.4907,3.7855,204.69,76.0441
976253,2018,4.385,213,62.5721,2.9082,189.04,70.4163
976254,2018,7.2709,223.85,64.6432,3.7982,203.44,71.1652
976255,2018,5.1938,208.37,64.5483,2.31,187.74,70.4762
976256,2018,8.8466,250.73,68.5669,2.7399,210.67,75.1314
976257,2018,6.7032,257.13,68.1213,2.5638,212.54,73.0221
976258,2018,8.1151,246.93,68.3122,2.6972,208.24,71.8142
976259,2018,9.2408,250.04,67.4685,3.1123,212.65,71.8391
976260,2018,10.9839,270.27,66.9517,2.1474,214.76,73.9371
976261,2018,9.4821,264.47,67.5251,2.6271,212.16,72.2695
976262,2018,7.5123,250.08,65.7995,3.1051,205.92,70.9789
976263,2018,9.9461,258.5,66.4959,3.1999,205.29,71.2367
976264,2018,7.0172,253.09,64.7962,2.4649,193.54,71.3037
976265,2018,10.3653,264.87,67.7994,2.0824,214.04,74.8523
976266,2018,10.1216,265.65,65.692,2.595,212.35,72.5229
976267,2018,10.0786,265.49,68.1581,2.8846,194.75,74.7421
976268,2018,9.0753,234.22,64.7571,3.3687,190.71,71.2647
976269,2018,9.2328,271.12,68.335,3.495,212.42,73.9066
976270,2018,8.6392,271.04,68.3504,2.5558,219.6,75.3041
976271,2018,9.8586,259.8,66.5178,2.3913,199.55,73.3951
976272,2018,7.7192,259.27,65.2886,3.2745,202.67,70.2878
976273,2018,9.2631,260.32,67.8301,2.5779,220.97,72.4991
976274,2018,9.1024,256.46,67.0275,2.4591,207.78,71.891
976275,2018,8.728,254.47,66.7857,2.5336,210.15,72.8679
976276,2018,9.1351,260.93,68.0012,3.191,207.2,73.9412
976277,2018,8.7033,261.39,66.0259,2.5308,211.25,71.0144
976278,2018,10.2063,268.33,68.2614,1.7759,208.26,75.9125
976279,2018,9.4318,263.23,66.0502,3.0035,210.56,72.5929
976280,2018,10.3836,254.15,64.4615,2.9105,202.48,71.4619
976281,2018,8.7566,250.61,65.2508,3.122,207.42,70.452
976282,2018,8.6801,257.94,67.1346,3.0389,214.35,72.7922
976283,2018,8.1926,253,65.9449,2.9672,207.89,71.9887
976284,2018,9.2217,265.26,67.4516,1.899,198.79,76.7747
976285,2018,10.0846,271.42,66.7646,2.1704,206.68,72.3885
976286,2018,9.1368,255.62,66.1025,2.385,204.92,71.9066
976287,2018,8.1328,251.67,66.8592,2.8731,196.36,71.5562
976288,2018,9.9092,273.33,66.3274,3.3411,233.64,74.6686
976289,2018,9.0788,238.38,64.7442,3.9834,197.91,68.6259
976290,2018,9.5474,261.1,64.7363,2.5825,202.53,71.9463
976291,2018,9.6434,258.39,68.0936,3.2092,216.24,72.2174
976292,2018,7.5681,257.46,66.0849,2.5963,195.4,69.8163
976293,2018,8.2994,250.3,65.6486,2.9414,202.85,71.7996
976294,2018,9.5644,262.12,67.5612,3.5949,208.79,72.2367
976295,2018,8.7357,249.34,65.3278,2.4386,192.8,71.3454
976296,2018,7.7547,241.64,65.7089,2.4217,197.77,69.9258
976297,2018,8.0937,250.84,64.4655,2.7276,205.66,68.3633
976298,2018,7.4675,257.99,63.4476,1.7261,198.83,70.3216
976299,2018,7.0545,245,65.6296,2.1702,189.46,70.4292
976300,2018,9.8933,267.56,65.4461,2.2639,201.94,71.5247
976301,2018,8.9264,246.22,67.2842,2.9092,194.21,74.8284
976302,2018,10.952,275.4,67.2396,2.1254,213.27,76.1257
976303,2018,10.7203,272.22,68.1175,2.4779,214.48,73.4257
976304,2018,8.3404,241.66,68.1076,,,
976305,2018,10.9276,273.54,66.7641,2.1477,210.25,72.9624
976306,2018,8.9584,257.36,68.1501,2.5232,210.18,72.9693
976307,2018,8.2074,252.72,67.7363,1.9657,204.7,73.9986
976308,2018,9.4071,236.74,67.3404,2.7324,190.36,74.0865
976309,2018,10.0502,267.51,67.8993,1.6414,195.42,77.2582
976310,2018,8.5086,243.19,64.2479,3.5599,195.21,67.8731
976311,2018,9.2793,245.32,66.9984,2.4539,200.5,72.5126
976312,2018,8.7434,252.98,64.9941,2.1772,203.5,70.7994
976313,2018,8.5174,247.4,66.4067,2.6689,197.63,73.0498
976314,2018,9.0109,259.45,67.7807,3.1835,214.74,71.4213
976315,2018,8.0225,262.25,64.7676,2.9218,217.06,70.2466
976316,2018,8.7436,254.03,67.7939,2.5506,209.2,73.462
976317,2018,8.2097,276.53,65.4632,3.236,219.08,73.9304
976318,2018,11.1288,279.22,68.4942,3.3871,227.82,73.8936
976319,2018,9.1119,262.98,66.3456,1.8914,208.17,71.7582
976320,2018,8.8131,248.16,65.8272,2.7938,207.44,71.7324
976321,2018,6.8837,242.51,65.2668,3.042,194.91,70.3952
976322,2018,8.5357,263.66,66.3689,2.5109,211.35,71.0637
976323,2018,3.8916,244.52,68.8457,0.9597,186.39,75.0629
976326,2018,7.9674,240.44,64.2011,2.2314,199.49,70.1976
976328,2018,9.8965,270.48,65.8404,2.4859,218.98,71.4138
976329,2018,9.5132,271.89,68.6323,1.8133,219.02,75.2809
976331,2018,9.1303,266.02,66.9938,2.2401,230.7,74.852
976332,2018,9.085,255.18,66.4871,2.6201,211.94,72.4639
976335,2018,6.48,260.58,64.8883,1.6296,220.75,72.2397
976338,2018,8.25,278.67,68.5626,3.2873,231.21,73.8296
976339,2018,7.2767,243.89,66.4837,2.9668,216.79,74.0436
976340,2018,8.4354,259.58,67.2187,2.7671,221.85,73.2821
976341,2018,8.517,245.66,66.2651,2.635,200.6,72.1809
976342,2018,7.4195,269.24,66.6903,3.4423,230.6,72.2939
976343,2018,9.0225,273.26,68.0662,3.1172,247.07,75.8483
976344,2018,9.4899,264.05,66.7137,2.5399,215.29,72.5619
976345,2018,7.0165,261.47,64.515,2.8216,233.62,70.4533
976346,2018,7.0962,257.1,69.0674,2.8087,218.49,72.0823
976347,2018,8.6241,253.4,68.7892,3.1854,224.18,74.1569
976348,2018,9.2467,263.84,67.1937,3.1697,233.79,75.0865
976349,2018,7.4812,261.7,65.2371,2.9461,220.12,72.4343
976350,2018,6.9995,272.93,67.5615,0.9327,210.02,73.8729
976351,2018,8.7476,272.61,69.5284,3.5543,247.44,74.9033
976352,2018,8.5773,265.09,65.4794,3.8243,237.52,73.116
976353,2018,10.2314,269.46,66.9166,3.0421,230.89,72.7699
976354,2018,5.955,250.5,63.8193,2.7182,209.31,68.2105
976355,2018,10.4071,275.48,67.9468,3.5832,233.23,74.7547
976356,2018,8.247,257.54,65.1105,2.7899,222.34,72.0518
976357,2018,8.0373,260.15,69.5406,2.5402,226.21,76.0642
976358,2018,9.1907,271.45,67.0247,3.3488,221.02,72.9131
976359,2018,8.0946,268.32,64.7897,2.763,221.56,70.7631
976360,2018,8.1312,244.9,65.9369,2.9763,217.2,71.9094
976361,2018,8.3036,264.35,64.9409,3.1095,212.37,71.1895
976362,2018,10.3589,281.82,66.7735,2.9756,229.52,73.8123
976363,2018,8.2476,265.07,63.0645,3.3906,217.49,69.1017
976364,2018,7.4667,261.61,64.7618,2.5631,210.04,70.8863
976365,2018,8.8653,277.39,69.3862,2.2172,229.07,75.3483
976366,2018,9.1529,268.93,68.4784,2.5798,234.87,75.7359
976367,2018,9.883,247.42,65.9774,2.3429,206,74.568
976368,2018,8.9264,260.57,66.0235,3.202,226.07,73.5265
976369,2018,9.6981,256.3,66.257,3.8725,209.54,75.0392
976370,2018,7.0115,263.42,64.7354,3.7086,224.35,69.2731
976371,2018,8.631,259.37,67.0947,2.5985,218.54,73.0583
976372,2018,6.392,263.04,65.1958,2.9875,224.25,72.8764
976373,2018,7.9726,275.39,67.8584,2.0371,217.41,75.2341
976374,2018,10.3504,271.54,68.3242,3.8511,223.87,76.0601
976375,2018,8.1104,269.39,67.7424,2.6167,213.82,75.2832
976376,2018,7.6507,252.68,67.2323,2.8802,216.61,75.2512
976377,2018,8.859,274.06,67.4556,1.9729,208.78,75.0044
976378,2018,8.5844,268.88,65.8284,1.4565,207.04,72.8556
976379,2018,7.4774,250.92,66.9511,2.4071,198.6,73.3572
976380,2018,7.5322,259.04,66.2042,2.9328,211.28,72.3497
976381,2018,8.9702,259.08,65.7303,2.9709,207.56,74.3269
976382,2018,8.8569,281.05,65.3621,3.0493,218.97,74.5015
976383,2018,9.474,261.47,66.0069,3.5309,207.96,73.2509
976385,2018,8.8854,261.74,66.1997,3.4521,200.1,71.8572
976386,2018,6.9683,237.62,66.0002,3.2136,179.97,73.3835
976387,2018,6.0243,246.12,64.4823,2.9299,185.68,70.665
976388,2018,10.7825,284.53,70.0701,1.7816,217.3,77.2483
976389,2018,7.4394,257.67,68.3502,2.8612,206.24,76.2818
976390,2018,8.9241,262.19,67.5067,2.3871,213.94,75.952
976391,2018,7.9287,244.93,66.4912,2.8374,207.84,73.8988
976392,2018,7.8963,258.75,65.4657,2.6563,209.76,72.9204
976393,2018,8.7462,251.4,65.9438,2.4136,205.47,79.8835
976394,2018,7.3725,257.32,67.7076,1.708,203.81,75.6462
976395,2018,9.8779,274.53,64.9681,2.4195,217.18,74.6724
976396,2018,9.4394,262.78,67.6558,4.0979,222.03,75.0044
976397,2018,8.3391,260.44,64.9726,3.3124,207.02,72.5931
976398,2018,8.725,273.18,67.1708,2.4259,221.31,76.3269
976399,2018,9.1313,273.13,69.539,2.6476,203.66,74.2552
976400,2018,6.4867,265.83,64.9942,2.4957,207.22,72.4516
976401,2018,8.7154,260.28,66.677,2.078,208.38,70.6381
976402,2018,7.8497,276.27,65.7837,2.5219,228.81,72.4336
976403,2018,9.4788,273.45,68.0323,2.7046,216,75.5381
976404,2018,7.4647,247.98,66.3127,2.898,207.92,75.0118
976406,2018,9.3608,253.65,65.7202,3.3639,197.88,75.6736
976408,2018,6.4854,250.83,65.3249,3.0049,199.93,72.665
976409,2018,7.4972,258.4,67.2825,2.5776,201.03,75.1152
976410,2018,8.8531,260.99,68.4005,2.5776,217.58,76.0493
976411,2018,7.065,258.27,64.7475,2.7943,201.38,70.988
976412,2018,8.185,277.95,69.2117,2.4117,224.32,76.2832
976413,2018,9.4653,276.6,68.4245,3.8795,227.82,75.0842
976414,2018,8.4185,264.69,66.9698,2.3787,216.86,75.2538
976415,2018,8.2075,287.28,70.6983,2.7592,231.76,77.628
976416,2018,9.6765,273.98,68.9903,3.4472,222.99,76.5063
976417,2018,9.3263,267.77,68.7658,2.1567,201.07,75.7832
976418,2018,7.7814,266.82,68.7355,1.8931,217.08,75.1781
976419,2018,8.4174,282.41,67.2768,2.3437,218.86,74.2538
976420,2018,7.12,277.39,68.0136,2.1263,211.96,76.9204
976422,2018,7.6232,247.01,69.8531,3.4113,206.76,73.1486
976423,2018,7.2821,247.91,63.8279,1.9756,192.57,70.5567
976424,2018,9.2624,259.5,66.0066,3.2601,208.51,69.8991
976425,2018,8.9659,261.08,66.2465,2.9286,207.76,72.1307
976426,2018,6.5942,248.47,62.3762,3.7667,205.34,65.4271
976427,2018,7.9545,264.1,66.2999,2.7763,206.54,71.4887
976428,2018,9.1537,261.6,69.1308,3.2417,194.29,73.9271
976429,2018,7.6417,244.48,69.2019,3.4774,191.83,71.9774
976430,2018,7.7851,247.86,66.463,3.2455,186.63,71.5779
976431,2018,7.7997,258.14,64.0638,3.5851,191.9,68.8515
976432,2018,8.9963,264.28,67.7447,2.6641,200.99,74.4868
976433,2018,7.3251,251.44,65.9679,3.4734,192.55,71.4086
976434,2018,6.0908,245.29,65.3789,3.5022,192.33,68.8771
976435,2018,7.5395,253.57,67.3071,4.079,206.85,71.0252
976436,2018,7.8217,247.76,67.0347,4.169,199.73,70.8
976437,2018,6.83,239.65,65.9236,3.2328,192.19,71.217
976438,2018,6.584,252.54,66.3204,2.5788,193.06,71.1206
976439,2018,8.0084,263.08,65.998,3.1605,205.18,70.5779
976440,2018,9.3925,258.98,64.6733,3.3699,205.13,70.4543
976441,2018,9.6413,254.52,65.8389,4.2779,191.67,72.1171
976442,2018,8.4924,251.01,66.0396,2.1915,198.9,74.1584
976443,2018,7.2732,249.81,63.6332,2.5063,189.15,69.6507
976444,2018,8.1302,243.74,66.1513,2.7869,196.09,70.3148
976445,2018,6.2201,235.31,63.5698,3.9715,209.65,67.6584
976446,2018,7.1976,239.2,66.1225,3.6178,201.45,71.8098
976447,2018,7.1755,260.41,65.9843,3.1631,200.3,70.5289
976448,2018,9.2665,251.4,67.6575,4.1628,200.71,70.1562
976449,2018,7.9064,253.44,64.9724,2.1031,193.02,73.1594
976450,2018,8.0297,259.73,70.9427,2.8756,205.42,73.1999
976451,2018,8.6952,254.81,68.2611,3.9131,197.83,71.4329
976452,2018,8.0505,247.54,64.9832,3.6812,206.36,71.0996
976453,2018,8.7863,251.51,65.5726,3.3505,201.44,72.1703
976454,2018,9.162,273.92,69.3484,3.8449,209.87,72.1046
976455,2018,8.3351,271.72,69.1578,3.4361,207.37,74.5617
976456,2018,6.5931,260.3,66.7828,3.3973,193.88,72.0771
976457,2018,9.2449,262.19,67.8249,2.9589,211.94,71.9543
976458,2018,10.1107,274.33,69.651,3.576,219.21,75.9189
976459,2018,8.7513,276.02,67.0923,3.5993,219.63,72.013
976460,2018,9.0864,262.73,68.8496,3.1788,199.95,73.4691
976461,2018,7.489,253.57,67.2334,1.9631,200.02,73.5258
976462,2018,8.0933,257.4,65.6881,2.7595,190.8,70.5477
976463,2018,7.672,268.41,67.999,2.1929,201.35,74.5211
