Hybrid_name,Year,GY_Optimal,PH_Optimal,AD_Optimal,GY_Drought,PH_Drought,AD_Drought
853291,2017,6.3526,250.06,59.8702,2.0408,230.41,63.9077
853292,2017,6.0132,238.24,59.823,4.087,209.49,61.8472
853294,2017,6.7132,248.77,53.7106,3.5276,221.21,64.5733
853295,2017,7.2163,270.04,60.4727,3.686,239.55,66.1644
853300,2017,5.3658,251.11,59.2155,2.4802,231.88,60.7438
853302,2017,6.6047,254.48,62.9021,3.9897,227.36,63.7259
853309,2017,7.1253,250.76,61.0639,3.4365,207.94,65.9562
853312,2017,7.0266,235.99,61.6042,3.4052,213.46,64.5335
853313,2017,5.9325,250.5,60.7507,2.5337,221.74,63.5247
853314,2017,6.1059,246.69,61.4608,3.5677,231.28,64.2817
853315,2017,7.0762,241.31,57.3864,2.8331,224.97,61.3595
853316,2017,6.832,245.53,58.7901,4.1986,216.82,61.6224
853317,2017,6.907,253.35,60.8509,3.4174,232.31,64.6408
853323,2017,6.3439,256.04,59.3973,2.5973,235.21,61.6388
853324,2017,5.6942,245.54,59.5546,2.5222,224.52,62.7999
853326,2017,6.7252,256.92,59.7132,3.9449,230.03,62.6461
853327,2017,7.1703,244.9,60.204,2.7277,224.49,64.9196
853328,2017,6.9792,252.59,60.8653,4.5953,227.31,62.8731
853329,2017,6.3684,231.81,57.5464,4.3537,211.55,62.6424
853330,2017,6.1214,233.87,59.2269,2.5108,215.35,63.5511
853331,2017,6.9325,257.18,55.7256,4.4806,232.02,64.4935
853333,2017,5.9065,235.52,60.4656,3.1976,204.89,63.0844
853336,2017,7.238,243.4,61.6616,3.0241,213.62,64.4645
853337,2017,5.0984,237.99,62.9,3.0867,226.33,66.5182
853338,2017,6.4627,243.75,59.0278,2.8133,222.33,63.8644
853339,2017,6.1668,240.33,60.1756,2.8907,214.41,64.4472
853340,2017,6.2217,244.19,59.699,3.661,216.26,62.0464
853341,2017,6.43,257.68,61.8892,3.7866,234.89,64.5784
853343,2017,6.4022,238.38,59.9358,3.3618,218.21,62.4129
853344,2017,6.6984,246.46,60.8961,3.6818,221.88,64.1437
853346,2017,6.0897,260.38,59.9093,2.7213,230.4,63.4072
853348,2017,6.2086,248.21,60.3266,3.3144,220.45,62.8187
853351,2017,5.6218,238.12,59.3247,3.3137,232.58,63.8474
853356,2017,5.3837,246.64,60.2183,3.4059,219.31,62.3704
853357,2017,6.0833,253.52,58.4941,2.5973,230.91,60.8688
853359,2017,5.6347,251.39,60.8237,2.7923,206.56,62.6671
853360,2017,5.8871,248.19,60.4786,1.2223,220.55,62.386
853361,2017,5.6232,233.14,59.5288,1.3883,218.56,63.8081
853363,2017,7.3361,245.66,60.4416,3.289,221.32,63.7124
853364,2017,5.8508,243.4,61.4562,2.9656,227.82,66.6385
853366,2017,5.963,249.65,61.0646,2.6657,222.33,63.8961
853367,2017,5.4545,231.35,60.1624,3.271,219.53,65.6042
853370,2017,5.7313,231.17,59.8448,2.1006,207.83,64.3618
853372,2017,7.0038,244.03,60.3349,3.4486,235.13,62.8177
850527,2018,9.1607,276.31,65.3989,3.6134,225.02,73.1115
850528,2018,8.5573,228.38,65.6682,4.6362,236.18,68.1068
850529,2018,9.3227,252.56,65.5033,3.1305,225.37,68.3295
850530,2018,8.6052,285.73,66.0386,3.8975,238.77,70.633
850531,2018,7.2831,253.23,64.1566,3.8797,221.26,71.0787
850532,2018,8.669,253.82,66.5152,3.7267,231.29,68.0368
850533,2018,6.8249,238.84,65.2579,4.091,212.3,71.4047
850534,2018,10.2583,270.25,65.0959,1.5238,209.67,74.627
850535,2018,8.0026,255.89,66.2117,2.5082,233.89,67.9472
850536,2018,9.1335,239.7,66.4752,4.5231,221.68,67.9378
850538,2018,9.9733,270.92,66.5878,3.0866,211.46,74.5305
850540,2018,8.7895,263.8,66.2912,2.9086,213.26,75.151
850541,2018,8.4973,273.47,68.504,1.5214,213.4,74.3761
850543,2018,9.8263,263.16,67.1624,2.8105,207.61,75.1929
850545,2018,9.9976,273.73,66.7937,2.8127,231.97,68.221
850547,2018,6.8878,248.27,67.5093,3.0661,221.97,75.5609
850548,2018,8.3178,287.12,65.343,2.8686,239.07,74.3529
850549,2018,8.9796,283.69,64.2453,2.4502,224.15,72.0029
850550,2018,7.8108,262.77,68.7304,3.8673,221.02,76.4143
850551,2018,9.3483,253.29,67.4946,3.4046,236.6,67.2995
850552,2018,8.7407,262.98,71.3171,3.8578,213.79,79.4772
850554,2018,7.5434,267.03,66.595,3.6466,215.43,75.3273
850555,2018,9.675,279.14,69.0458,2.7425,232.63,77.1205
850556,2018,8.6116,249.61,69.2854,3.3336,217.01,74.1548
850558,2018,8.2839,256.41,64.6454,3.2807,215.78,72.5853
850559,2018,9.7542,275.69,65.4285,2.2587,221.51,73.8985
850560,2018,7.5762,257.09,66.2518,3.0685,196.93,75.7697
850561,2018,6.7059,242.46,66.832,3.148,212.54,75.184
850562,2018,9.0376,276.56,65.6845,2.2905,212.99,76.2494
850563,2018,9.7953,268.48,70.5116,2.1938,230.74,70.0537
850565,2018,8.084,260.87,65.523,2.4292,223.95,75.5742
850566,2018,7.6136,248.4,64.5388,2.8278,227.52,67.6094
850567,2018,7.4783,244.3,66.7385,4.3422,228.81,73.0765
850569,2018,6.8759,219.74,66.7623,4.0076,208.67,71.6156
850572,2018,8.9923,263.63,64.8623,2.7547,211.36,73.4741
850573,2018,9.8299,261.3,66.6065,4.4186,219.82,72.5085
850574,2018,9.6879,282.64,66.0204,2.0477,211.27,74.0056
850575,2018,8.4547,270.29,65.7195,2.1281,219.94,76.4058
850576,2018,8.2052,269.71,65.7814,2.92,236.17,75.3848
850577,2018,6.5088,256.14,68.4933,3.1602,210.15,73.0164
850578,2018,5.9457,227.83,67.2883,3.7625,209.88,74.0072
850580,2018,10.488,278.91,64.2823,2.6016,185.3,74.2987
850582,2018,9.0602,268.26,65.4878,3.1268,226.52,73.2161
850583,2018,7.7361,265,64.3173,4.0121,214.06,73.0967
850585,2018,7.8162,264.43,64.8235,1.845,211.48,73.7374
850586,2018,8.8268,268.32,68.7525,4.7333,225.13,74.7837
850587,2018,8.5883,257.85,65.4494,2.3169,230.68,68.0965
850588,2018,9.0226,223.73,63.2926,4.0152,207.36,66.9202
850589,2018,8.895,260.73,67.8623,2.6189,203.91,76.2139
850591,2018,9.0196,236,64.0465,3.0431,220.07,66.4235
850592,2018,8.4767,247.58,64.8427,3.0386,223.26,66.7366
850593,2018,10.3367,293.52,69.302,3.0027,235.4,76.5841
850595,2018,7.0982,223.94,65.0532,1.9269,205.76,67.4499
850596,2018,8.9833,268.62,66.1604,2.7844,228.65,72.6137
850597,2018,9.2109,260.91,63.1283,3.666,199.3,73.0084
850598,2018,8.3491,262.71,65.3069,2.542,220.72,73.0344
850599,2018,8.0963,265.8,66.9395,1.9457,204.54,77.6727
850600,2018,8.2832,243.84,63.5536,3.1655,190.25,73.189
850601,2018,9.5764,262.17,67.1261,3.2503,242.65,68.2767
850602,2018,9.6682,290.23,67.768,3.629,223.66,76.9317
850603,2018,8.3941,246.25,67.5168,4.2732,227.71,73.6996
850604,2018,9.3647,286.16,65.0346,3.0348,221.15,75.447
850605,2018,9.2736,257.96,66.4789,3.3391,223.63,75.9958
850606,2018,9.9087,283.39,66.8823,3.2023,222.09,77.2453
850607,2018,10.0391,300.54,68.7348,2.9577,249.9,76.0841
850608,2018,9.3049,287.56,64.5479,3.6861,217.91,73.4494
850609,2018,8.7196,258.27,67.7193,2.5886,214.34,76.5481
850610,2018,8.835,266.35,66.4287,2.2131,217.22,74.7586
850611,2018,7.5899,228.59,68.0361,4.5777,210.44,72.5691
850612,2018,9.6554,266.62,66.973,3.2428,208.16,76.5151
850613,2018,9.2443,254.95,65.3626,2.637,213.39,68.4525
850614,2018,7.5972,249.82,68.4893,3.1858,226.58,73.3327
850616,2018,7.6145,229.36,65.5578,3.8922,219.97,66.1726
850618,2018,7.9352,245.94,68.2869,3.3922,206.7,76.7552
850619,2018,9.9689,269.29,67.7088,3.0191,233.66,73.9948
850620,2018,8.7983,255.75,64.3324,2.2293,190.66,75.3122
850621,2018,7.0092,276.2,63.4121,3.072,227.23,70.5262
850622,2018,9.0353,257.47,67.7176,4.4418,234.85,76.9144
850623,2018,6.522,243.87,64.243,2.7502,188.02,68.0739
850624,2018,7.3216,235.34,65.9884,3.1725,213.02,73.1667
850625,2018,7.6513,256.45,68.0497,3.2823,235.44,69.1727
850626,2018,10.6702,279.27,68.0622,3.3504,255.25,70.0345
850627,2018,8.0219,270.13,66.018,3.4897,240.07,74.5524
850628,2018,8.6215,267.33,67.1665,2.0581,214.2,76.0506
850630,2018,7.9631,255.39,65.6391,2.719,213.7,72.8311
850631,2018,8.2609,268.5,65.8029,2.3357,218.46,77.4035
850634,2018,9.3993,269.15,66.9563,2.9502,205.9,76.0029
850635,2018,7.9814,259.8,65.2939,2.2156,201.63,75.191
850636,2018,8.373,273.21,67.2576,2.4354,217.27,78.729
850638,2018,7.1482,255.53,69.7525,3.0265,216.88,74.3738
850639,2018,8.1799,259.21,66.0529,4.2997,214.23,72.5396
850641,2018,8.1438,268.98,64.1795,4.078,217.2,69.5512
850642,2018,9.8318,287.82,66.2914,2.6785,226.36,74.8425
850643,2018,9.5862,261.95,65.9186,2.3688,230.2,68.8802
850645,2018,7.3861,225.46,65.053,3.4246,207.2,66.5218
850646,2018,7.8816,237.38,65.7656,3.2972,210.99,67.5908
850647,2018,9.488,270.98,65.4679,1.9488,218.92,76.127
850648,2018,11.3277,270.72,66.5059,3.6443,240.32,67.6184
850649,2018,8.8254,298.22,66.7319,2.4426,227.58,73.0505
850650,2018,9.3553,255.67,64.9333,2.5128,202.66,74.5151
850651,2018,8.8072,264.26,66.4729,3.6734,214.77,75.6115
850654,2018,8.0116,214,64.4053,3.3656,202.97,67.0866
850655,2018,7.0832,240.61,67.9005,2.6872,201.45,72.8218
850656,2018,8.3289,269.19,69.5144,4.762,230.07,75.9994
850657,2018,8.6507,260.73,58.2652,3.9179,227.43,75.6275
850658,2018,8.4785,242.13,65.2807,2.3017,221.82,67.7532
850662,2018,7.2009,246.66,69.5377,3.0117,218.58,69.9249
850665,2018,9.2313,267.57,65.6527,3.0593,218.27,75.6255
850666,2018,8.0765,289.77,67.776,2.8994,235.86,74.9367
850667,2018,6.6426,243.35,66.2062,2.9096,206.22,73.8179
850668,2018,7.5747,220.56,64.7993,4.2388,208.68,70.6536
850669,2018,8.903,248.27,64.1632,2.44,198.45,72.5755
850670,2018,6.3609,239.01,64.3368,2.4238,188.48,71.7031
850672,2018,8.4627,263.96,63.0601,1.8021,204.03,73.9145
850673,2018,8.6669,258.22,67.2431,3.1917,240.26,67.292
850674,2018,7.8166,261.36,68.4791,3.3059,218.1,76.236
850676,2018,8.6319,255.12,67.9499,3.9565,232.7,68.3481
850677,2018,8.2252,254.09,66.5849,4.8961,217.72,74.0027
850679,2018,7.2596,244.79,66.1793,2.7906,197.12,74.8568
850680,2018,7.6444,264.96,63.5932,4.5644,222.9,70.9475
850682,2018,8.8457,255.35,67.0331,2.9823,219.97,73.2165
850684,2018,8.4868,262.74,65.0626,3.6542,212.7,75.0742
850685,2018,9.1994,259.61,66.8571,3.4989,216.46,75.7407
850687,2018,7.6506,255.19,68.998,2.8228,218.65,75.928
850689,2018,8.8093,284.95,66.9663,2.7461,229.07,75.3918
850692,2018,7.6348,256.44,66.7003,3.7136,213.63,73.6353
850693,2018,9.192,291.84,67.8117,3.0951,220.43,76.8378
850694,2018,8.3414,258.29,69.0062,2.9863,224.62,74.827
850696,2018,9.6102,276.63,66.2704,4.0708,217.9,73.9496
850697,2018,7.2343,262.74,70.3181,3.3348,233.67,74.3688
850698,2018,6.591,250.36,73.4319,1.4269,204.31,78.0708
850699,2018,8.2944,232.21,64.0804,3.5665,214.95,67.3546
850700,2018,8.4716,243.53,67.0786,2.9142,182.75,78.1625
850701,2018,8.6198,277.47,64.8184,2.3365,200.64,74.4628
850702,2018,8.753,274.19,72.5569,2.6677,225.36,76.1387
850705,2018,8.2323,247.75,67.5236,2.0919,227.93,70.0965
850706,2018,8.7547,246.7,65.1835,2.9217,227.82,68.2532
850707,2018,8.1446,261.49,67.1187,1.8439,193.42,77.5924
850708,2018,8.9486,263.65,65.9788,3.027,216.81,74.1469
850710,2018,9.1463,279.3,66.6824,2.6565,221.94,75.9769
850711,2018,7.8146,249.93,68.224,4.0806,217.75,73.7787
850712,2018,7.6274,263.06,68.0433,2.097,218.1,77.6493
850713,2018,8.4726,261.71,65.7954,2.7715,209.68,72.4407
850714,2018,8.5019,252.77,65.1143,3.9119,227.79,66.8663
850715,2018,6.9387,253.2,64.7855,2.7431,202.32,72.6275
850716,2018,11.0078,294.6,66.9255,2.6777,230.35,74.1373
850717,2018,6.9222,252.29,70.4073,2.6461,222.16,71.43
850718,2018,6.8411,240.52,66.2249,3.7329,232.72,67.7705
850719,2018,8.4358,255.93,64.9927,3.7331,231.05,72.9419
850720,2018,11.404,304.77,69.791,2.7202,232.58,77.1991
850721,2018,9.6394,294.68,66.3038,3.474,235.1,75.1091
850722,2018,7.8199,258.72,65.9908,2.3993,223.08,75.6713
850725,2018,9.2239,263.4,67.2344,3.7245,223.49,75.5619
850728,2018,10.5979,282.5,65.2197,1.4563,193.45,74.4963
850729,2018,8.8368,277.92,66.2629,1.9571,207.8,73.1057
850730,2018,8.7156,260.08,68.3174,2.6806,222.7,69.4305
850732,2018,9.2704,274.26,67.0054,2.7343,233.33,74.0188
850733,2018,10.4871,296.72,66.6102,2.709,230.46,75.2357
850734,2018,8.0023,252.46,65.2513,3.6215,190.89,75.3281
850735,2018,6.4569,239.7,67.4807,2.8447,205.45,74.9715
850736,2018,9.2064,263.91,66.6576,4.1124,228.69,75.5911
850738,2018,8.9005,255.99,66.2086,3.2214,216.88,67.1408
850739,2018,11.3831,301.34,68.543,1.3338,220.45,77.6029
850740,2018,8.2487,262.65,65.4534,3.0594,226.57,72.9718
850741,2018,7.1588,249.62,68.0042,2.8225,215.92,75.0901
850742,2018,9.199,244.35,63.819,2.5508,219.24,65.9083
850743,2018,9.464,259.31,65.8166,3.5522,205.88,74.2663
850744,2018,8.6775,261.26,66.4683,2.705,203.95,74.0755
850745,2018,7.3268,239.2,65.8047,3.5803,232.39,66.0365
850746,2018,7.9132,247.46,67.1859,2.0236,191.47,77.6231
850747,2018,8.1095,256.27,65.4981,1.3235,227.85,69.255
850749,2018,9.8142,270.21,66.8826,3.5618,243.99,68.915
850750,2018,8.3775,262.04,64.9687,4.3574,218.13,68.5305
850751,2018,6.7479,263.25,66.5294,2.9028,228.12,74.5347
850752,2018,10.3035,260.15,67.086,3.2439,243.5,68.2774
850754,2018,8.7023,229.21,64.5827,4.0116,229.53,68.2742
850755,2018,8.5458,263.22,65.7586,2.4099,217.82,75.4532
850756,2018,8.4777,264.05,68.9292,4.635,230.81,75.5961
850757,2018,9.7991,279.9,65.2332,4.1909,224.93,73.878
850760,2018,8.7616,252.09,68.7133,3.5135,224.13,68.6599
850761,2018,8.2498,227.52,66.2957,4.0422,209.49,70.0908
850762,2018,8.0793,244.01,65.5058,3.3339,232.62,68.4912
850763,2018,10.2068,275.58,66.0369,2.4549,224.09,74.8742
850765,2018,9.9739,292.02,68.7601,3.6283,232.57,76.9194
850766,2018,6.5475,259.01,64.6236,3.1181,210.44,73.5989
850767,2018,6.3867,256.04,68.1193,3.3383,215.96,73.705
850769,2018,10.0448,270.76,65.9035,4.1257,213.64,76.4494
850771,2018,9.3044,263.55,67.5173,2.9245,230.78,70.043
850772,2018,9.0624,265.99,65.8737,4.3716,229.77,68.3071
850775,2018,8.0133,249.24,65.3741,2.7601,221.95,69.8893
850777,2018,8.764,267.24,64.4628,3.3805,222.3,74.9702
850778,2018,7.4403,246.42,66.2331,2.5762,193.43,73.4172
850779,2018,8.3114,253.35,66.8731,3.1226,223.13,73.2291
850780,2018,9.0745,255.06,64.0402,1.8168,191.35,76.3106
850781,2018,6.5744,240.57,67.3523,2.794,210.13,75.096
850783,2018,8.5612,245.74,67.6564,2.6258,236.45,67.9572
850784,2018,8.6783,265.95,68.2734,3.7958,240.33,76.3374
850785,2018,8.8519,260.78,65.2041,2.9645,228.27,73.3688
850786,2018,9.6106,257.29,67.7384,2.3855,204.11,78.1929
850787,2018,8.4223,251.86,66.2259,3.9202,219.69,73.5879
850788,2018,7.7851,254.16,65.6975,3.585,215.85,72.1242
850789,2018,7.65,237.47,69.2687,4.9972,215.52,72.1493
850791,2018,8.5692,240.71,68.9241,4.8475,203.69,74.9353
850792,2018,6.4639,253.55,67.71,4.5208,214.93,72.9558
850793,2018,7.4569,265.29,66.2622,4.1334,205.34,74.7957
850795,2018,7.306,254.65,68.2641,1.9939,208.41,76.6024
850796,2018,9.6123,263.68,63.8171,4.1559,194.04,73.5086
850797,2018,8.9875,260.52,66.8016,3.7152,236.75,71.908
850799,2018,8.7439,251.44,64.2671,3.7868,236.66,66.4285
850800,2018,6.74,250.33,67.7628,3.5776,219.94,74.8713
850801,2018,8.0608,241.39,68.2644,2.3671,219.87,69.6911
850802,2018,9.0438,274.7,65.3022,3.4327,226.88,74.6545
850803,2018,8.2348,264.58,65.1955,3.9371,212.69,72.0084
850804,2018,8.7709,263.62,63.7852,3.7363,213.9,70.054
850806,2018,8.3383,294.3,66.1521,2.405,233.9,74.8136
850807,2018,8.5895,282.53,66.7283,3.1102,217.58,74.1991
850808,2018,8.9769,269.33,67.5223,2.4308,204.17,78.9373
850809,2018,8.3185,247.49,63.6696,3.9476,238.59,66.1994
850810,2018,8.407,259.52,66.3599,3.4729,218.03,73.6004
850811,2018,9.4755,273.03,66.7931,4.6227,226.67,73.6349
850813,2018,8.1434,265.01,66.0568,3.3781,239.1,69.1228
850814,2018,8.1894,275.41,65.8008,2.5779,221.12,74.2221
850815,2018,7.245,253.61,69.5497,4.6028,228.97,73.1306
850816,2018,9.9333,278.01,65.9955,3.9301,226.39,75.0881
850817,2018,10.687,272.96,65.1835,3.8505,224.75,73.189
850818,2018,8.5627,237.66,67.1312,2.8664,215.15,68.9726
850819,2018,8.4304,276.88,63.7297,3.5738,222.18,72.9053
850820,2018,10.3346,254.53,64.0421,3.3269,207.34,73.8276
850821,2018,8.4408,261.77,64.5647,3.0879,209.29,75.0259
850822,2018,7.9577,262.2,66.9408,2.9393,224.25,74.1213
850823,2018,8.8024,263.21,65.175,5.1544,239.6,72.1078
850824,2018,7.0317,221.52,65.792,2.3929,193.47,76.5216
850826,2018,9.5343,265.7,64.6494,4.0767,229.15,74.0238
850828,2018,8.9314,257.17,64.954,4.8659,214.18,72.878
850830,2018,8.4043,264.66,65.7549,2.8022,216.6,75.0631
850831,2018,8.1114,270.54,64.2859,4.1735,223.9,72.0385
850832,2018,9.8881,284.46,67.2674,2.659,224.6,77.1091
850833,2018,8.154,259.94,65.7799,3.8611,227.32,73.9476
850834,2018,6.7495,241.66,66.5354,3.0882,209.57,72.7752
850835,2018,7.479,231.93,70.1758,1.13,193.66,70.558
850837,2018,7.8633,261.47,65.9769,4.4032,219.92,73.9562
850838,2018,6.932,249.86,66.412,3.4104,213.45,73.9732
850839,2018,7.2112,219.13,65.3423,1.1192,171.49,67.9299
850840,2018,8.8783,281.3,68.1866,3.2107,223.38,75.3351
850843,2018,8.0981,243.81,66.5718,2.5924,208.51,76.365
844524,2018,9.2549,282.86,68.3113,5.3096,228.27,72.3919
850844,2018,8.4262,264.7,66.8394,4.8544,232.05,72.5018
850845,2018,8.7851,260.68,66.8502,2.4513,228.24,68.5632
850846,2018,7.3198,250.81,67.9001,2.6363,217.83,74.8148
850847,2018,9.1287,268.67,66.2581,3.5139,216.41,75.1024
850848,2018,9.1201,281.47,64.5118,2.4833,212.37,72.7912
850849,2018,8.9368,251.72,70.0937,2.5781,228.15,71.6201
850850,2018,8.1011,228.88,60.5023,3.4372,206.22,65.1726
850851,2018,8.8962,266.48,64.3229,3.5048,204.21,74.2641
850852,2018,8.9757,270.39,67.3105,3.3923,229.37,75.6758
850853,2018,9.0627,277.63,66.7147,3.7728,228.56,74.3902
850854,2018,8.743,244.19,64.651,3.7358,211.88,66.9478
850855,2018,7.0452,251.3,68.8679,3.0006,210.12,77.3568
850856,2018,8.5075,269.36,67.9822,3.5595,230.49,75.3288
850857,2018,9.0655,256.03,64.3622,3.6129,204.91,71.6464
850858,2018,8.3998,256,66.7749,3.5268,211.64,74.4588
850859,2018,7.5732,272.44,68.217,3.5108,216.03,76.2507
850861,2018,8.4255,266.75,66.4995,4.0078,228.03,74.1567
850862,2018,8.5736,257.63,67.0695,3.5561,218.82,73.4476
850864,2018,8.5762,268.25,65.5725,2.4675,212.7,74.0739
850866,2018,8.5482,295.89,65.9864,2.4343,212.27,75.6019
850867,2018,8.8653,286.36,64.7671,2.4072,213.6,73.5936
850870,2018,9.6483,294.11,65.5021,1.4114,204.25,77.4842
850871,2018,8.8505,245.14,67.7147,4.059,242.66,69.8698
850872,2018,7.418,242.03,64.3208,2.4228,209.83,67.2014
850873,2018,8.8677,258.49,65.9632,2.8563,215.79,68.3701
850874,2018,6.2612,236.84,67.7127,3.7937,200.8,75.568
850876,2018,8.9722,289.55,68.9284,2.6996,230.74,74.3855
850877,2018,8.9134,286.34,67.1747,4.0514,212.86,71.1227
850878,2018,10.4104,289.11,66.0839,2.243,216.45,77.2691
850880,2018,8.7114,270.98,65.0921,1.9287,210.28,72.6663
850881,2018,9.5031,241.73,64.4481,3.6114,229.54,67.9522
850882,2018,8.4082,272.94,66.7715,2.5579,225.57,76.5007
850883,2018,8.4919,267.18,64.5131,2.723,219.95,73.7691
850884,2018,9.391,242.55,66.5124,3.4165,216.32,67.8462
850885,2018,5.5163,246.13,69.0466,3.2247,215.18,77.1386
850886,2018,9.1406,258.48,64.6802,2.3562,194.77,75.0512
850888,2018,7.321,247.9,67.0314,3.2427,207.64,76.5175
850889,2018,10.3874,273.73,66.6237,3.6873,216.07,75.486
850891,2018,8.7783,252.46,63.812,2.663,217.08,73.4152
850892,2018,8.0065,217.63,64.8947,3.2712,199.26,66.7439
850893,2018,8.0424,248.75,65.5634,2.2174,192.49,75.039
850894,2018,8.1887,245.41,68.4638,3.7236,221.76,72.6915
850895,2018,9.1198,251.67,64.9612,2.8904,200.8,75.8355
850896,2018,7.1401,245.37,65.5008,2.6777,186.89,74.0175
850898,2018,8.6443,258.58,63.7902,4.3924,202.63,71.9094
850901,2018,6.8819,241.42,64.0521,2.7138,194.45,69.6194
850902,2018,8.6681,252.33,70.55,3.2565,209.59,77.099
850903,2018,8.9209,256.85,65.0276,2.8618,236.08,67.2511
850904,2018,7.0396,251.06,62.1855,1.7691,189.44,70.8162
850906,2018,7.9745,248.65,67.4448,2.4247,205.45,75.9715
850907,2018,7.1881,244.82,67.9215,4.2152,215.61,72.8283
850909,2018,10.5965,281.93,67.1813,2.0672,224.49,76.4958
850910,2018,7.3341,246.16,69.0568,3.8294,222.91,74.344
850911,2018,7.0581,256.83,67.7299,3.166,216.13,74.9086
850912,2018,6.9863,247.1,66.2682,4.5378,203.3,73.4181
850914,2018,7.8813,251.86,69.9055,2.5147,221.27,77.0011
850916,2018,8.5584,257.96,67.832,2.9919,225.41,76.5367
850919,2018,8.4289,273.68,67.3325,1.8929,212.11,77.1808
850920,2018,8.592,239.1,66.9224,3.2937,223.27,66.8262
850921,2018,6.7994,217.36,65.0692,2.0565,192.75,67.5252
850922,2018,10.4932,278.43,66.4534,2.3421,215.17,75.7644
850923,2018,7.713,241.65,65.4197,3.8875,197.63,71.9362
850924,2018,9.5394,307.57,65.9774,3.1156,235.1,74.6999
850927,2018,7.7976,244.13,70.2552,4.0766,224.48,75.7416
850928,2018,9.695,286.01,65.9299,2.7093,218.36,73.3495
850929,2018,8.6691,287.15,68.7485,2.6487,211.66,75.9632
850930,2018,8.3243,235.21,64.0034,3.1175,215.83,67.409
850931,2018,6.8145,234.88,67.6133,5.1731,222.56,72.4793
850932,2018,7.7692,259.31,67.3265,2.0467,233.01,67.292
850933,2018,9.2714,261.15,67.0035,2.7683,229.94,69.9791
850935,2018,10.0854,274.78,65.5071,2.9027,222.76,74.4919
850936,2018,7.9457,245.42,64.4339,2.21,202.52,73.7133
850937,2018,8.4548,254.58,65.11,2.8909,203.79,77.5086
850938,2018,9.5176,288.85,64.0148,4.0171,235,73.3279
850939,2018,8.3653,243,66.2503,3.6732,212.94,73.9861
850941,2018,9.4703,248,67.4637,3.7069,226.3,68.1169
850942,2018,7.2202,235.28,66.1719,3.6746,190.67,72.7255
850943,2018,7.0337,219.15,67.9976,1.934,206.65,69.6929
850945,2018,7.1939,257.84,69.0381,3.4886,228.36,74.4671
850946,2018,8.8309,271.94,65.3066,2.453,230.27,67.1313
850947,2018,8.8012,256.92,65.5091,3.9801,232.54,73.5343
850948,2018,8.3359,223.62,66.4796,3.2533,224.92,66.9205
850950,2018,7.4191,230.74,69.7805,2.2281,218.1,71.6228
850951,2018,8.6746,245.12,64.7545,4.044,220.13,72.1025
850953,2018,7.9523,261.32,66.4437,3.3301,225.42,73.5782
850954,2018,9.1659,256.48,66.7102,2.911,235.47,68.4358
850955,2018,8.5173,254.18,65.4322,3.7105,236.97,67.3928
850956,2018,8.3189,243.6,66.3652,3.9283,232.42,68.3472
850958,2018,8.1416,255.88,68.5241,3.1644,203.31,75.6044
850959,2018,6.8646,227.36,66.7383,3.2166,192.42,73.0993
850960,2018,9.0681,278.85,64.7135,3.8987,235.31,73.8823
850961,2018,10.4223,254.85,64.8037,4.6408,241.29,68.0364
850962,2018,9.7205,253.96,66.0807,2.3653,191.52,75.9097
850963,2018,8.735,270.38,65.6267,2.6128,230.33,67.5755
850964,2018,7.1198,249.98,63.8981,1.8029,176.54,73.5259
850965,2018,7.48,251.83,66.3506,2.8385,205.41,73.9689
850967,2018,8.824,265.9,65.9007,3.7127,218.54,73.3994
850968,2018,8.5063,266.13,65.8894,4.2318,230.38,74.4203
850969,2018,8.8217,277.85,64.5143,3.3855,234.89,71.7886
850970,2018,7.7908,245.54,69.3247,4.0481,209.45,75.0249
850971,2018,9.1609,270.57,66.9393,3.9554,217.84,72.9541
850972,2018,8.8353,265.72,67.5681,4.7216,225.36,73.3625
850973,2018,8.6478,245.21,68.6682,3.7245,203.37,71.5243
850974,2018,7.7441,234.21,65.1834,2.8187,205.05,67.9909
850975,2018,8.0046,244.88,64.2812,4.8362,229.03,65.8291
850976,2018,9.6123,270.23,69.6625,3.9934,240.51,68.1998
850977,2018,8.4655,252.22,66.4925,3.0873,210.71,73.9966
850978,2018,7.1571,228.63,67.9261,4.1658,202.31,71.4861
850980,2018,7.5998,231.34,65.7426,3.7508,215.13,67.4478
850981,2018,8.5458,245.22,68.242,3.5544,226.27,68.0922
850983,2018,7.4059,278.69,66.5241,2.3202,223.65,73.9728
850984,2018,9.8153,275.89,65.7446,2.4475,217.44,75.061
850985,2018,8.7619,263.94,67.1744,3.0119,212.05,75.4827
850986,2018,6.9524,234.02,66.5369,3.1253,208.95,66.541
850987,2018,9.6083,283.14,66.1932,2.2687,194.32,73.4013
850989,2018,8.2237,253.7,65.2754,2.1544,220.35,69.0035
850990,2018,9.601,278.91,65.8273,3.6625,227.18,75.1412
850991,2018,8.335,249.9,65.7567,2.9597,244.25,68.084
850992,2018,8.637,244.45,68.1053,2.8502,229.06,69.7941
850993,2018,8.6601,248.82,65.275,3.4401,239.18,68.333
850994,2018,7.9592,262.03,67.0314,2.9909,221.25,72.4718
850995,2018,9.4994,272.12,65.441,3.0499,229.59,75.8742
850996,2018,7.6313,272.97,68.9464,3.9378,239.33,69.0755
850997,2018,6.6689,232.91,66.5413,3.157,195.09,73.2184
850999,2018,7.8694,249.25,68.5083,3.0127,217.08,71.9377
