"","GID9519897","GID9519899","GID9519906","GID9519907","GID9519911","GID9519912","GID9519913","GID9519929","GID9519931","GID9527519","GID9527522","GID9527523","GID9527528","GID9527529","GID9527621","GID9527622","GID9527626","GID9527633","GID9527639","GID9527641","GID9527642","GID9527643","GID9527654","GID9527655","GID9527713","GID9527742","GID9527744","GID9527777","GID9527783","GID9527787","GID9527804","GID9527810","GID9527864","GID9527866","GID9527870","GID9527876","GID9527898","GID9527899","GID9527901","GID9527904","GID9527907","GID9527929","GID9527930","GID9528090","GID9528092","GID9528093","GID9528095","GID9528096","GID9528097","GID9528098","GID9528099","GID9528100","GID9528101","GID9530393","GID9533270","GID9533271","GID9533272","GID9533274","GID9533275","GID9533276","GID9533277","GID9533280","GID9533281","GID9533282","GID9535491","GID9535492","GID9535493","GID9535494","GID9535499","GID9535540","GID9535541","GID9535542","GID9535543","GID9535544","GID9535545","GID9535547","GID9535729","GID9535731","GID9535732","GID9535733","GID9535734","GID9535739","GID9535742","GID9535748","GID9536857","GID9536858","GID9536859","GID9536860","GID9536861","GID9536902","GID9536904","GID9536905","GID9536906","GID9536907","GID9538023","GID9538024","GID9538029","GID9538218","GID9538219","GID9538220","GID9538221","GID9538222","GID9538223","GID9538225","GID9538229","GID9538230","GID9538232","GID9538234","GID9538236","GID9538237","GID9538239"
"GID9527654",-0.040469310793289,-0.0669180373068294,-0.0559613052005984,-0.0716915839411623,-0.0275849879188105,-0.0659740351048211,-0.0389323816370375,-0.0552698776789628,-0.0404234030739639,0.0792331887824836,0.0774698771034791,0.00732719858530302,0.0121104404043199,-0.00579547850353206,0.0190580674555836,0.00477799649207251,0.0486761744704606,-0.0115025669375021,0.00564158269434046,0.203555328814787,0.159219694509589,0.208877545406574,0.982390157396984,0.155852337202262,-0.0424434837093071,0.423658406597345,0.0443751457847419,0.0261944095581184,0.031678452562787,-0.00454040040314667,-0.047869376264315,0.358336880313866,0.0129091312943259,-0.00376294153471867,-0.0516014973817635,0.269862794115334,0.346517658259956,0.0365868270757042,0.0255848529562169,0.0413321643538891,0.0125151100181466,0.0353621857414031,0.183730451458946,-0.120015328046589,-0.102182576220827,-0.116126449698947,-0.0994684185390434,-0.091528726822745,-0.0944914369927534,-0.0794810153713189,-0.113449067925311,-0.0957390840260012,-0.0440314003875334,-0.0936706360797899,0.0432927465575804,0.0821729794969662,0.0347434665922419,0.0425011622159976,0.0704598317495491,0.0259237973630482,0.0309682750880254,0.02933373257014,0.111097475913099,0.0334649034581773,-0.0716597598535615,-0.0596445510849076,-0.0878606795637543,-0.036998781431358,-0.108105136527043,-0.0803884673813055,-0.0864385344334438,-0.0874049995863413,-0.0833673558903276,-0.0742085459444161,-0.0815388330622483,-0.0863634184386636,0.0296676265767412,-0.0198569333234784,0.00714415130537542,-0.00720905063828623,0.0281477494078259,-0.0914023537989645,-0.104052933198894,-0.0930013393053813,-0.033837037699282,-0.0483471621216527,-0.0871426786306129,-0.0786742814883292,-0.0899289090817703,-0.066169874352566,-0.073836836293783,-0.0942816363108773,-0.060859894430896,-0.0631665000217553,-0.094778212600689,-0.0974829557885985,-0.0649559261517633,0.0120116324843222,0.0165587762146307,0.0201851310302285,-0.00359462432028537,-0.0431725431212334,0.00978485343113889,0.0433085755323892,-0.0609325980168017,-0.0888692620435398,-0.0585008376511724,-0.0687742114116177,-0.0805580001899033,-0.093478805170702,-0.0918316585356566
"GID9527655",-0.0800808246752926,-0.0930475192224405,-0.0709644935032013,-0.086057968852892,-0.0739327209851852,-0.0576713372908481,-0.0837819454674621,-0.0512277487983602,-0.0950656234489995,-0.0197949897935151,-0.0219351077780115,0.00821140430719446,-0.0182704567885279,-0.0040995780533195,0.0182915601837568,0.052302499254453,0.0418581214929159,0.0148834875918865,0.000631539430306499,0.0774940923332454,0.209213659206329,0.108738693261966,0.155852337202262,0.745292909475217,-0.0728791255960147,0.165385818064056,0.047218074362873,0.071558234904283,0.13953892692571,0.0133517227580532,-0.00822637910987771,0.17789062216089,-0.0689901575944569,0.00560033387344414,-0.0496902615131999,0.220645753552687,0.104529020862552,0.0954113856641846,0.0553914571258378,0.0944666609517327,0.0400062026223383,0.0459022322809945,0.317540471418004,-0.116204517364717,-0.118300629874772,-0.114360860470041,-0.113411143508674,-0.066485089593169,-0.11250596016694,-0.0952402120688854,-0.101046455066359,-0.116826158571683,-0.0719862183218537,-0.114068137327139,0.06039050162621,0.0871998590554135,0.0557159737553095,0.0731750465904817,0.0940412949446047,0.0377435289787765,0.0615461267023114,0.0272325531871644,0.116821306001375,0.0227190022012155,-0.0963985765387044,-0.094182804832062,-0.122215540186853,-0.0721972911982525,-0.120675418602013,-0.0412050991520904,-0.0300059910623062,-0.0263668680992513,-0.0221290007646462,-0.0352949244166088,-0.0315976235390768,-0.0502218745470146,-0.00432516780222027,-0.0169171613444686,-0.032359693574885,0.0623348018583473,-0.00904472163492705,-0.0466549024565255,-0.0608410281540336,-0.0466333387344352,-0.0490494896123643,-0.0535115232219711,-0.106618585173888,-0.0838129275016956,-0.108728409786731,-0.0118424697239131,0.0133154682031034,-0.0138265377189639,-0.00657874957942359,-0.00749255182411452,-0.0242438473239873,-0.0270911973273692,-0.0135603079471711,0.0102437621308512,0.0388656523227655,0.00559510337420274,0.0213779358309625,-0.0157863137655162,0.0113591222775429,0.00998714517885538,-0.0175215623583067,-0.0395096296779261,-0.0210392727294814,-0.0538765482984974,-0.0446069147087019,-0.0549206976253419,-0.0278352221350083
"GID9527713",0.363272626386705,0.364287389446275,0.404504550350615,0.21542783880149,0.342267450861178,0.410245482908364,0.352822935082082,0.421188479506252,0.365170325555827,0.019020262069971,-0.0206127293663752,0.0171093803407008,0.030124803368838,-0.00746928672774717,-0.0513280180027144,-0.0671073220940064,-0.0596513978149113,-0.0640515226475874,-0.00258610728243214,0.051087782870955,-0.0809368974281621,-0.0522000671645272,-0.0424434837093071,-0.0728791255960147,1.28647910983826,-0.0375523897710954,-0.0169753165198588,-0.0764651841774856,-0.0337657698160578,0.0540144734068887,0.011783044325676,-0.0649250922470177,0.00316430470670213,0.00767965401036993,0.486867724300174,-0.100073009348543,-0.0264433325171389,-0.0239064328907267,-0.0763849251884683,-0.047323866887615,-0.0513762124017839,-0.0317769380166855,-0.0583913063157746,-0.0175879965314432,-0.0596597804431088,-0.0100633286826416,-0.0639687088142025,0.0411800168719291,-0.0616959713098127,-0.0607369687579659,-0.0148476374743688,-0.0663394809879377,-0.0428626284143872,-0.0597271461379828,-0.0395661848016827,-0.0388096007129057,-0.0365874212770907,-0.0187047134355161,-0.0446995647555444,-0.032041344424172,-0.0663126969213701,-0.0246206551982922,-0.0237313679728277,-0.0139617483352625,-0.0956077859987813,-0.107102827212849,-0.0874729284180947,-0.0814128904386975,-0.0678175520166703,-0.0483267075347013,-0.0488249835048555,-0.0511029563564338,-0.0698050498659718,-0.10491794571817,-0.0535274665203578,-0.0529654142933333,-0.0784898942251562,-0.0501645825365833,-0.0526572644073852,-0.106943000815321,-0.0742851558468255,-0.0771801412324179,-0.0465570333200186,-0.0619025662712055,-0.049377052225015,-0.0423454628856305,-0.0973113272969492,-0.0568239820102142,-0.104888623839957,-0.0676033868769072,-0.0575256533757863,-0.0747303582716095,-0.0477503649537995,-0.0710034424345699,-0.0788456623646232,-0.0914939050978209,-0.0683583849898112,-0.0626776044361865,-0.0809489637210528,-0.061103124424048,-0.0531427459699317,-0.053780256900642,-0.0808897121956207,-0.063837812364803,-0.0653239151617028,-0.0827648175466035,-0.107072057967187,-0.06529525647636,-0.0715004354510964,-0.0495640884867223,-0.0615244114304363
"GID9527742",-0.0436881025625085,-0.0589842080870175,-0.0580033617547453,-0.0685666403580705,-0.0236349349117438,-0.041866102337225,-0.0480410382885779,-0.0425448671704189,-0.0434212681836199,-0.0468091535163727,-0.0463159773630644,-0.0244774838662937,-0.0671236581042988,-0.0174712037345151,0.0200696185379815,0.0886732517605406,0.0814750763741638,0.0329498041950047,0.00115993715771133,0.183577992473666,0.116463087029884,0.139998764187552,0.423658406597345,0.165385818064056,-0.0375523897710954,0.893155262388717,0.0864519020792511,0.0378243816134618,0.0726915151708944,-0.0780318259036649,-0.0148295180845683,0.342897120719985,-0.0457999515951163,-0.057551026013616,-0.0245979969346431,0.213945415125779,0.347963937841687,0.106000353060735,0.0555924785147144,0.108742551326184,0.0359103269883383,-0.00858564509403679,0.151906666239669,-0.11492488174938,-0.108974222251699,-0.117711728426721,-0.105218943330849,-0.0884523269479292,-0.104834702463848,-0.0933074305443335,-0.121860903317915,-0.108674305534741,-0.0670845649416023,-0.105904404097717,0.0800874106054625,0.121838218123354,0.0445857385997321,0.0698879859039784,0.120838387688477,0.0387803431458922,0.0632651759877013,0.0289912239674597,0.147492888156111,0.0342183750127272,-0.0729156996228018,-0.043198928231587,-0.0739012119756911,-0.0446360718071451,-0.0986388958947505,-0.0881371912754397,-0.102613174466965,-0.091892605982543,-0.0847412021759256,-0.101238374621258,-0.0978404815526253,-0.0952587121906052,0.0403880006062859,-0.00420217458140232,0.0120304172767541,0.0056305414662946,0.0262348942549024,-0.0721978514918088,-0.0699889587799797,-0.0939558293481233,-0.0462103050693746,-0.04772702804906,-0.0954322471775674,-0.0778152045000118,-0.0947521345370965,-0.0668140384871745,-0.0522711038229507,-0.0984069696757693,-0.0759982549208277,-0.0620984940393516,-0.084039590489853,-0.0991791338541886,-0.0615668420095473,0.00773602275768526,0.0320385165646872,0.0254484334545586,0.00282656908396294,-0.031691078338262,0.0204828025329739,0.0423931170435921,-0.0442998956004914,-0.0684754650484881,-0.0460476404255917,-0.048853618204796,-0.050420876951345,-0.0714047473356198,-0.0779819299018133
"GID9527744",-0.0497210500749614,0.008246410831794,-0.0174098195931605,-0.0683413063098114,0.0144517894362003,-0.00297967626216523,-0.00541887653931367,0.0120622404915609,-0.0138128256477619,-0.0268895694612099,-0.0193878710348919,0.0263669572244842,-0.0518676432115404,0.0299191426680724,0.156236066049504,0.151668393489247,0.171918415666352,0.0883305406031187,0.0349634570234867,0.0393191320601813,0.0336504448096776,0.0394625795238632,0.0443751457847419,0.047218074362873,-0.0169753165198588,0.0864519020792511,0.734718911639085,0.034229365290811,0.138431469827779,-0.0665876628489302,0.0864225734623459,0.072093878639239,-0.0150816790691038,-0.013363257858377,0.00742235899778411,0.0717004624923666,0.0533652511935806,0.147034630586506,0.081811797883775,0.210555145422778,0.190920157361034,0.012701039194767,0.0284554167764167,-0.0303148859522617,-0.0378390588792628,-0.0248733480586346,-0.03426276745278,-0.0527925294785651,-0.0302493492487191,-0.015751008129302,-0.0353378837755582,-0.0335686938463734,0.0139251589211489,-0.0282743655747291,0.0753041391514801,0.0648784566739562,0.0529463898950656,0.0552990894640239,0.0887122079674793,0.0612019866475817,0.04509718341936,0.0471319197598728,0.0676077334994489,0.0444222989061322,-0.068153429807265,-0.0508323926072722,-0.0442050091003131,-0.0219483170447291,-0.0375585376391791,-0.0990893022381684,-0.0916665296294094,-0.087630083327307,-0.0918213261103521,-0.106584423609033,-0.0837393203042296,-0.0859902913228402,-0.0291244906774455,-0.0652964713404284,-0.0334512878482179,-0.0226300551985586,-0.0377069640389593,-0.0682088266027265,-0.107783883173201,-0.0857233402958025,0.00830462024918071,0.00710899789770531,-0.00152145972132081,-0.0280357918549664,-0.0384953058589705,-0.0878090145744693,-0.0929614127557077,-0.0969808121704228,-0.0677533791457817,-0.0769603999579721,-0.104089105490564,-0.0884786353113167,-0.0829072496044167,-0.0193061175624152,-0.043668041070274,-0.0221264945430595,-0.0458396158916655,-0.0506109382643618,-0.0276050741137462,-0.0149272308145623,-0.0723397488755048,-0.0607610224598141,-0.0511745630648444,-0.046848744735677,-0.0806914108821074,-0.0970530487630488,-0.0772539890953889
"GID9527777",-0.0404504405449104,-0.0736839891287446,-0.0611998877630823,-0.0889452636992873,-0.0820038362042484,-0.0779800078219577,-0.0802272127099238,-0.0974180846557816,-0.0427082410044563,-0.0684669109917798,0.0174873600621854,-0.0441555362785094,-0.0841329321754229,0.0223964374834299,-0.00536252023330009,-0.0343971644585634,-0.0103027779283531,0.0107252739141544,0.0255223892937198,0.00490286888989119,0.0232319071897905,-0.0125264131272401,0.0261944095581184,0.071558234904283,-0.0764651841774856,0.0378243816134618,0.034229365290811,1.41850947179813,0.0265198145475974,-0.0349418271298281,-0.0139541008635922,0.0553647135859481,-0.0650986379813928,-0.0655978419533255,-0.100653125755303,0.0374480102851526,0.0194005372093605,-0.00698971961923922,-0.020376483350952,0.0116349482170803,-0.00732820852207441,0.0185773575968378,0.0756670278604167,-0.0808503026632873,-0.0728549106110973,-0.0565553095329701,-0.0690674810438188,-0.0878310939950301,-0.0697036493761309,-0.0522661416614917,-0.0877647664482025,-0.0656432026588474,-0.0378141124694014,-0.0694672144369824,0.0591657876528852,0.0668234612619346,0.0742557999776569,0.0706756046525231,0.0504441907351126,0.0358109610367107,0.034956847519792,0.0378491931600767,0.0751786493286653,0.0329550789449165,-0.0589122788751883,-0.0732150883384241,-0.0632567805915509,-0.0401269120347245,-0.061089645176597,0.00290895437694428,0.0266704984254766,0.0208273820610522,-0.0296441627475703,-0.0157539530863198,0.0284118249364197,0.0238181228480577,-0.0122983913098897,0.00633077241449696,-0.0106219357817445,0.00555785834797971,-0.0197819551109112,-0.0249745108933746,-0.0298538008560445,-0.0247634938963205,0.00378314219976689,-0.00455277145561341,-0.0491703043314776,-0.0691276658716301,-0.0460583819844719,-0.00165867540898775,0.0113261873389653,-0.0121265529509826,-0.00424342088818408,0.0260474265520429,0.0169919866370968,0.0146391361468737,0.0239117915507713,0.0182828947391676,0.0131489661160114,0.0141272532040732,-0.0042351778958394,-0.00765234991101386,0.133176713532364,0.00662064780969265,-0.0388830394197556,-0.0417495641472817,-0.0267952176618761,-0.0177395273537914,-0.0361692401768268,-0.0167836059945073,0.0145312943190179
"GID9527783",-0.0879641183445791,-0.0662443469225308,-0.06719306555981,-0.04168911934834,-0.0255989965402832,-0.0333181725950504,-0.0535697186921208,-0.00220992263251256,-0.0642622372353956,-0.0527539609007186,-0.0228855229555685,0.0576726267603119,-0.0381371006819588,-0.0540697906144507,0.290447212751532,0.228782282391978,0.152875602393324,0.215078399782251,-0.0401438795300317,-0.014505725517356,0.103109220058837,0.0812725171927647,0.031678452562787,0.13953892692571,-0.0337657698160578,0.0726915151708944,0.138431469827779,0.0265198145475974,1.00387842286433,-0.0555970040996629,0.320477907487954,0.0636177461598075,-0.0339437607021595,0.0130965237776125,-0.00215171448470349,0.185923614866222,0.0239517246954126,0.289571502123345,0.225463586410247,0.300911903006499,0.328091100692417,0.013133204038508,0.0721369196055699,-0.0606537062221046,-0.0711758470642652,-0.0682740166466494,-0.0604119381746628,-0.0813574011833885,-0.0708945440677735,-0.0668989943238329,-0.0678655838879995,-0.0727715933881131,-0.0805972505803966,-0.0642685300927559,0.0415005860020337,0.0637082727023125,0.0048604252367974,0.000993447764418239,0.0998964004761931,-0.00286803162164432,0.064161544448495,-0.0426420295600024,0.0641945130963027,-0.0423209122196681,-0.077375360670101,-0.0168639180121571,-0.0600979165508029,-0.043129443164297,-0.0534994134594727,-0.0837145109211293,-0.0530428717475805,-0.0507840493422824,-0.0633923678323363,-0.064659165507792,-0.0472020866009563,-0.0805747875776255,-0.0494823410571791,-0.0752987026559545,-0.0774277364641313,-0.0485621993640485,-0.0562007933042118,-0.101301606924308,-0.126427344397343,-0.0904600205365397,-0.0363507281258324,-0.0548746844895628,-0.0440968756406127,-0.0566452832492313,-0.0693504067521714,-0.0546789695539614,-0.0707273367181978,-0.0813883274754038,-0.0712232028926255,-0.0856455979405759,-0.0735445762925303,-0.0600445249878689,-0.0504697924071939,-0.0480606386778243,-0.0296847218206044,-0.0499428595751478,-0.0766422852148792,-0.0627794823549511,0.0121378184200795,-0.0340943916347614,-0.081875131279742,-0.0971149215453657,-0.075794580916168,-0.115974536212077,-0.0861840276636581,-0.0882452557602058,-0.111871122762359
"GID9527787",0.0217149265818025,0.0646254258200391,-0.00216110729947315,0.0229142021931591,0.0411437105023276,0.0309865254760815,0.0600219805794145,0.00783509707663101,0.0802544566204849,0.486571287136819,0.221372153320264,0.327643824457871,0.430335678470695,-0.0191138990294061,-0.0361318278648087,-0.0421667769138445,-0.103658442901895,-0.0321016208419975,-0.0307571258435101,-0.0159992207442122,0.0371241123685325,-0.00863082261339484,-0.00454040040314667,0.0133517227580532,0.0540144734068887,-0.0780318259036649,-0.0665876628489302,-0.0349418271298281,-0.0555970040996629,1.47175852096212,-0.020678657044563,-0.000211172799939996,0.138100234724776,0.340200714256547,0.0506108097176802,-0.0177788805847599,-0.0511207023366648,-0.0816676829090632,-0.0193304561778797,-0.0978658201554138,-0.072265970788816,0.373778065807816,0.0180732076860397,-0.0656986628961029,-0.052252139357754,-0.0842233171358431,-0.0579441011365988,0.00542796539745029,-0.0594027689411647,-0.0577502367335887,-0.0608068926815958,-0.0572781897398217,-0.0356908844382334,-0.0553221950211028,-0.0778851677826456,-0.0849995419810848,-0.0525903064239004,-0.0643921752521942,-0.0742303336911676,-0.059993244541421,-0.0942047501910457,-0.0379918180291312,-0.0742140570864174,-0.0427584366995309,-0.0261106353937127,0.0850138701564091,0.0404406936638939,0.0512932501210576,0.0593973434397998,-0.0667553750009035,-0.0370694730312209,-0.043621556037074,-0.0733497901115352,-0.0900424485114908,-0.0461859457371907,-0.0816047778477351,-0.129866968352014,-0.0949791674596901,-0.105339596802836,-0.106919210728117,-0.133342248659862,6.68676600687133e-05,0.0145708860847647,-0.00670910479250815,0.0190149120178677,0.0263316101627406,-0.0230779678647184,0.0738158595599257,0.00681605858673605,-0.0806441809004743,-0.0722022262641299,-0.0818858538365492,-0.0584035862346846,-0.0758052802252817,-0.0854411061959573,-0.0649734613699778,-0.0439178958948955,-0.0812571268421609,-0.125041109726368,-0.0739870621052218,-0.106662744703887,-0.0941134285087597,-0.0898011482991743,-0.120689891671889,-0.0528644883222775,-0.0340329473641048,-0.0592559279238623,-0.0351673624922674,-0.000392681198010528,-0.0263408821017183,-0.00579766126733443
"GID9527804",-0.0535102065045589,-0.0150964001781071,-0.0152966774466207,-0.0208646514425771,0.0315136715691649,-0.00487584794390078,-0.0236349663133849,0.0441282145873809,-0.0509270133688829,-0.0342458673181426,0.012830628374876,-0.00535353177739198,-0.0296052043747917,-0.0343697777477113,0.412335709678819,0.187574317386499,0.215274142596022,0.232326379460944,-0.0214853376951896,-0.0324178596575227,0.0556581794983078,0.042865646169617,-0.047869376264315,-0.00822637910987771,0.011783044325676,-0.0148295180845683,0.0864225734623459,-0.0139541008635922,0.320477907487954,-0.020678657044563,1.0019412378644,-0.04115726083761,0.00605821787520356,0.0554168682077214,0.012667404057921,0.0615155639931469,-0.0409606161878545,0.270852929045056,0.185296862702421,0.238407842830496,0.343734595140999,-0.0122526514474293,-0.0246128474419699,-0.00746456476792323,-0.0261426542215325,-0.0290346635985941,-0.0231304992533556,-0.0709068622284018,-0.0316736076726832,-0.0364663987001239,-0.0368300753624771,-0.0262428986361786,-0.0265122283365006,-0.022740763006347,0.0128258300732484,0.0297645529964136,-0.0186332721293977,-0.0120757973209511,0.0468397747787072,-0.01544453543261,0.0291761247321537,-0.0270101391261913,0.000598196320795446,-0.045165168880834,-0.0220501152932313,0.0026538183733059,-0.00139221506628867,-0.026205924106242,0.0208337178064326,-0.0626593581640104,-0.0696655620977118,-0.0639449519232873,-0.064649408013879,-0.0793630399895633,-0.0597190318621465,-0.0780763250962434,-0.112582792374979,-0.0916880726574982,-0.0741981014200761,-0.0912632248504179,-0.106442394181589,-0.0728972145411214,-0.0969328196857089,-0.0837939912931197,-0.00586006236825051,-0.0269146786428396,0.0106209888287166,-0.0166930485687939,-0.000601187429092439,-0.0844880923712645,-0.0562011112530962,-0.0951374260162247,-0.0847298177388867,-0.0666485486461884,-0.0638067278038929,-0.0622199934409811,-0.0433895898360221,-0.0709381013586414,-0.0662006084813197,-0.0720156004709159,-0.0931989691524807,-0.0458960091676962,-0.0664488186321796,-0.0904547413700838,-0.0975123154103687,-0.0778605831151068,-0.110523732154481,-0.0871122099696121,-0.0656997084602167,-0.0670727656603653,-0.0855470723639814
"GID9527810",-0.0587358399767406,-0.0727058075935512,-0.0620072773777492,-0.0791382768292181,-0.053333714355136,-0.0478060901076722,-0.0747326016602341,-0.0643127625914478,-0.0659350492554179,-0.0140330800889824,-0.0213250870868214,-0.0301266605910195,-0.053598272460088,-0.00791447637279766,0.00873564881405096,0.0674100596042439,0.0611163147988844,0.0371466333554702,-0.00441895327402266,0.163793266298809,0.133264514473558,0.132197204353247,0.358336880313866,0.17789062216089,-0.0649250922470177,0.342897120719985,0.072093878639239,0.0553647135859481,0.0636177461598075,-0.000211172799939996,-0.04115726083761,0.8154258245698,-0.0390093446340152,-0.0239629219074839,-0.0554929933419646,0.235719191658347,0.361104149353046,0.10346981827084,0.06394993570454,0.105934873941051,0.0324137276010958,0.00781173251976095,0.191179509316207,-0.140956992855869,-0.109795405162637,-0.136553137495729,-0.104657842290776,-0.122694897216672,-0.105345028714985,-0.0923085189772453,-0.132455864066434,-0.107368612147235,-0.0538165155011966,-0.104252095058811,0.0860336432199909,0.111571181091688,0.0583884140822314,0.0760441894205362,0.100584518180949,0.0548221913193654,0.0755603572883141,0.0239435185281071,0.134874403950296,0.0324904685449541,-0.0805961032551318,-0.0551605511952101,-0.0869138165067673,-0.0361518912130084,-0.0955690763713775,-0.0756571229017205,-0.085124173559312,-0.0801501220423702,-0.0576873193593528,-0.0626983860389124,-0.0774945764328078,-0.079304890666594,0.0232234296045864,-0.0153595746084993,-0.00933554915580091,0.0153106628766305,0.0120334584224385,-0.0597565639997845,-0.102601449670456,-0.075027020600519,-0.0323482067548131,-0.0389567796274964,-0.0864948353725699,-0.0673924334808659,-0.0905029925517276,-0.0609612527228135,-0.0595557666111064,-0.0794302456233317,-0.0588310653184157,-0.0519738043759666,-0.079010136928165,-0.0832576873651697,-0.0507306582418528,0.0290419899113535,0.0365561076977027,0.0399304336258885,-0.00213869030467722,-0.0215421931497865,0.0154938717304361,0.0328265451690923,-0.0361057302338413,-0.0666078510664943,-0.0385738944570891,-0.0623050396158642,-0.0610432034600741,-0.0620480552221579,-0.0801163959387757
"GID9527864",0.0455985870420714,0.0807545817908795,-0.0543021005660867,0.0294540806132034,0.00508445983635037,0.0687815653698805,0.0613039832858347,-0.00753797957681654,0.0309136884470979,0.341721337316982,0.569745689836046,0.108088210034503,0.315014240394636,-0.0236917885710856,-0.0165590906892718,0.0189269114684834,-0.012346570262181,0.0178322881185411,-0.0236331100451612,0.00637506532441488,0.101098698137518,0.00129938325450364,0.0129091312943259,-0.0689901575944569,0.00316430470670213,-0.0457999515951163,-0.0150816790691038,-0.0650986379813928,-0.0339437607021595,0.138100234724776,0.00605821787520356,-0.0390093446340152,1.83769902249416,0.20262758957688,0.0114365068386832,-0.0383436558056562,-0.00489421246409728,-0.0501352330774276,-0.0273158325959285,-0.0289197969647314,0.00900779049264763,0.0878728721737637,-0.0313716031276794,-0.0215216335467142,0.00333174984392705,0.0328846820254835,0.000770342699665658,-0.00408570529765774,0.00710928097239151,0.00768980844645154,-0.0187566913710083,0.00483290044720561,-0.00192692267764029,-0.00229591966386991,-0.073128955703013,-0.0962894679012549,-0.0806272200514852,-0.0759531561147531,-0.086287639588629,-0.0544715735181227,-0.0715422831363214,-0.0454396455621283,-0.104905550213243,-0.0564654020482625,-0.0251021437482738,-0.0175885137296514,-0.034565017755533,-0.00201420823877089,0.0646584999198234,-0.0705503975494668,-0.0208090113835489,-0.0188880210331441,-0.0595141296102886,-0.0690874100744579,-0.0304477409180293,-0.0858797076161638,-0.114524197471352,-0.109142459496385,-0.104874573707664,-0.117370674623792,-0.121026844139561,-0.0810178637346828,-0.0695649602596007,-0.0455410459520045,-0.00500320164599572,-0.0216321391162988,0.0344608786507479,0.0198202219607212,-0.024111955887516,-0.0636660500138138,-0.0601486545334448,-0.0627052727006555,-0.0625571791283166,-0.0578231937947777,-0.0613426558258253,-0.0638887549696618,-0.0424179349548949,-0.0842062036524985,-0.122740204062342,-0.0892065970418115,-0.107765427187086,-0.0974206204519795,-0.101490001660409,-0.116820865051453,-0.0665880121164373,-0.0402427900349839,-0.0531887009188188,-0.0690433701471498,-0.0915011494974875,-0.0500388260983594,-0.0926958521636997
"GID9527866",-0.0298358827680057,-0.00633117603042708,-0.0156567829539685,0.00836483108626305,-0.0160895853821872,-0.000635085817654159,-0.0295670160868422,-0.0395398541679809,0.010777921870948,0.311756382900097,0.259925950517852,0.30838654692384,0.391441212181987,0.00152988121485552,0.0263512769622197,0.0172616875781771,-0.0461406067654108,0.0215534287647668,-0.00830453831775332,0.00224841488116806,0.0680425008694736,-0.0282415701882157,-0.00376294153471867,0.00560033387344414,0.00767965401036993,-0.057551026013616,-0.013363257858377,-0.0655978419533255,0.0130965237776125,0.340200714256547,0.0554168682077214,-0.0239629219074839,0.20262758957688,1.43003747359389,-0.00202538183715859,-0.0270334482294939,-0.0240847031329424,0.00605083129261683,-0.000407332244908706,0.00477130215652594,0.0348786020794072,0.184201340071169,-0.00672947116110844,-0.00394976476039443,-0.0315685002752198,-0.00375181044662743,-0.0343953027758753,-0.0118505283486324,-0.0330980634170723,-0.0360993082551862,-0.00605930395032937,-0.0279323718355441,-0.0212922413762689,-0.0295685209025886,-0.0338814228841774,-0.0695051290695831,-0.0348830808596896,-0.0497247100704141,-0.0356199804245322,-0.0350879178848831,-0.0266355378022709,-0.0334017788664125,-0.080353500747134,-0.0316006737665772,-0.0169388167690739,-0.0238244144853558,0.0219772795447303,0.00827771165367943,0.109377108939795,-0.0974081363386585,-0.0935189686409356,-0.0947647335747586,-0.113156282848452,-0.0813830851134293,-0.0974523251552405,-0.0875578954438019,-0.111011984973251,-0.0666317038721854,-0.0650445408253694,-0.100003078357524,-0.132402806113466,-0.0844792456568796,0.0101624747458591,-0.0892928774663913,-0.0240642724823236,-0.00664491555672124,0.0576417618960126,0.010333174364956,-0.00638695188093585,-0.102116196656031,-0.0975734554074983,-0.103760754672474,-0.0658668667850492,-0.0853662168373808,-0.120828326398363,-0.0649985638049,-0.0679060180255763,-0.0515948243935757,-0.112018559375762,-0.0721230444159646,-0.0712054672093184,-0.0349227359925553,-0.0135649430947564,-0.106062254157766,-0.0587477655754355,-0.0374130677571253,-0.0740075982663325,-0.0315180242539179,0.0219134042981559,0.00525443960232224,-0.0784570319878578
