"","GID9519897","GID9519899","GID9519906","GID9519907","GID9519911","GID9519912","GID9519913","GID9519929","GID9519931","GID9527519","GID9527522","GID9527523","GID9527528","GID9527529","GID9527621","GID9527622","GID9527626","GID9527633","GID9527639","GID9527641","GID9527642","GID9527643","GID9527654","GID9527655","GID9527713","GID9527742","GID9527744","GID9527777","GID9527783","GID9527787","GID9527804","GID9527810","GID9527864","GID9527866","GID9527870","GID9527876","GID9527898","GID9527899","GID9527901","GID9527904","GID9527907","GID9527929","GID9527930","GID9528090","GID9528092","GID9528093","GID9528095","GID9528096","GID9528097","GID9528098","GID9528099","GID9528100","GID9528101","GID9530393","GID9533270","GID9533271","GID9533272","GID9533274","GID9533275","GID9533276","GID9533277","GID9533280","GID9533281","GID9533282","GID9535491","GID9535492","GID9535493","GID9535494","GID9535499","GID9535540","GID9535541","GID9535542","GID9535543","GID9535544","GID9535545","GID9535547","GID9535729","GID9535731","GID9535732","GID9535733","GID9535734","GID9535739","GID9535742","GID9535748","GID9536857","GID9536858","GID9536859","GID9536860","GID9536861","GID9536902","GID9536904","GID9536905","GID9536906","GID9536907","GID9538023","GID9538024","GID9538029","GID9538218","GID9538219","GID9538220","GID9538221","GID9538222","GID9538223","GID9538225","GID9538229","GID9538230","GID9538232","GID9538234","GID9538236","GID9538237","GID9538239"
"GID9528100",-0.0355515662560984,-0.041440783726644,-0.0408180379704903,-0.0294708541350516,-0.0426183824176466,-0.0423750126887392,-0.0992534755921241,-0.0371870267609641,-0.0662748031869235,0.00110233549409129,-0.00458536432033673,-3.08512287074461e-05,-0.00350922534378259,-0.0455129848366422,-0.0385811059917833,0.00991185206128105,-0.0363906153085902,-0.0238156996514132,-0.0520361735882239,-0.0857138010102189,-0.0685564519323468,-0.0477926589242651,-0.0957390840260012,-0.116826158571683,-0.0663394809879377,-0.108674305534741,-0.0335686938463734,-0.0656432026588474,-0.0727715933881131,-0.0572781897398217,-0.0262428986361786,-0.107368612147235,0.00483290044720561,-0.0279323718355441,-0.049404560966609,-0.0610965979755187,-0.0852746923440281,-0.0449368172450172,0.0100194340907946,-0.0320357017625588,-0.0146945121946693,-0.000923100917634274,-0.100853729872324,0.37014890673284,0.895383279775564,0.415905768529872,0.871093880258845,0.236222118096644,0.85963691025798,0.772752641645428,0.357281332069278,1.03846972747666,0.469174580522665,0.854940730776221,-0.0830612742519162,-0.108805041963265,-0.0844013513970586,-0.105456543747899,-0.0772465185332819,-0.071808687046425,-0.0879661645713229,-0.0680303013709628,-0.113969879688553,-0.0711907506288368,-0.0333639957131159,0.000599803358813694,-0.0423940016298822,-0.0193000829912125,0.0253413623311799,-0.106278355408536,-0.0700672363819218,-0.0672353006956947,-0.117889270198294,-0.148880076417131,-0.0667903485352333,-0.0896478402939151,-0.0941162868297666,-0.146350727698851,-0.149261968693114,-0.109594642920079,-0.0921776095371941,-0.107310827199643,-0.103253747361985,-0.0811521912316713,-0.0186389333116015,-0.00129391844007907,0.0619725318427682,0.000284432347596475,-0.0391186948835632,-0.0859550057565664,-0.0946020527380451,-0.0949063298573478,-0.108861472334601,-0.10579814941998,-0.129728866379885,-0.138842902182461,-0.128608115196236,-0.150889090044688,-0.109578217572358,-0.147158121247035,-0.136456802607525,-0.153462877661485,-0.138313636947183,-0.105995451914765,-0.148269819554774,-0.130432064640855,-0.107783317273214,-0.109563707978064,-0.122578917256908,-0.116411069191965,-0.105706791266041
"GID9528101",-0.0321551546824758,-0.0226510707602737,-0.0124328649448902,-0.0443592906669914,-0.0372644591821329,-0.0324454036874085,-0.0748559988229949,-0.032163811385225,-0.0399353322553037,-0.00958608407108256,-0.00220473896554198,-0.0129613439583387,-0.0145069678419975,0.0422970199759399,-0.0518051918294111,-0.014126550590904,-0.0265358658340966,-0.0109769046529289,0.0387354526173034,-0.0389988352541791,-0.0548679088787986,-0.0400966602892031,-0.0440314003875334,-0.0719862183218537,-0.0428626284143872,-0.0670845649416023,0.0139251589211489,-0.0378141124694014,-0.0805972505803966,-0.0356908844382334,-0.0265122283365006,-0.0538165155011966,-0.00192692267764029,-0.0212922413762689,-0.0532861315806596,-0.0524286561828136,-0.0389419735586196,-0.056876753621549,-4.46016359887437e-05,-0.0470717195981507,-0.0289820562502979,-0.00797108867645795,-0.0674795574079274,0.147719049807766,0.46398845307745,0.193642587175319,0.465070344095394,0.124830429248045,0.46543585865832,0.448956740059877,0.138298692648841,0.469174580522665,0.658108661799843,0.465865476925024,-0.038747413754264,-0.0566015758113554,0.00274933530283309,-0.0399321238626299,-0.0498104773615687,0.00965441884721001,-0.0496961387157509,0.0207239749890442,-0.0638674720173356,0.0120042962363806,-0.0168673471115245,-0.00492400047741349,-0.0267752331899971,-0.00100340378497489,0.0170617529696602,-0.0660753248070163,-0.0300274098309663,-0.0264187603403053,-0.0611900001314581,-0.0866311370153635,-0.0246246770085295,-0.0584268720130893,-0.0713641369573269,-0.094021541012902,-0.0841188216514919,-0.0838437764414959,-0.0692462182999446,-0.0673320689621783,-0.0604882764304873,-0.0458569907389764,0.0304922702251074,0.0439397520163484,0.0692061537207089,0.0340070626748578,-0.0128075805333242,-0.0535010209004458,-0.0541054128281929,-0.0557194659404988,-0.0426131214131052,-0.0495182987418884,-0.0815364864335553,-0.0984077356280309,-0.0797956624705301,-0.080881163304178,-0.0810880424558156,-0.0722976411553728,-0.0973458467713822,-0.109634545869474,-0.0968053684945369,-0.0669832160750634,-0.101209184468151,-0.0765010644403429,-0.0723259545479064,-0.0505692572695959,-0.0823950526320239,-0.0779532793933396,-0.0623739785085285
"GID9530393",-0.03475024878692,-0.0386858761409859,-0.0390565484424266,-0.0233395607160654,-0.0447402313383049,-0.0439212071768489,-0.0982022125445427,-0.03923601556518,-0.0649410180782591,-0.00214402361900343,-0.00524774375327942,-0.000520113249419901,-0.00445794671930694,-0.043111663981019,-0.0396375745312863,0.00811940889038607,-0.0394662773749371,-0.025066725905614,-0.0496991019280439,-0.0919889760956271,-0.0699124969051842,-0.0513496912726571,-0.0936706360797899,-0.114068137327139,-0.0597271461379828,-0.105904404097717,-0.0282743655747291,-0.0694672144369824,-0.0642685300927559,-0.0553221950211028,-0.022740763006347,-0.104252095058811,-0.00229591966386991,-0.0295685209025886,-0.0465301251249868,-0.0682307216919961,-0.0890083234542737,-0.0470933680607603,0.00298619388187773,-0.0309604652712756,-0.0150382204087622,-0.00386597782742471,-0.101646766556036,0.370308757283373,0.887529006476412,0.414247958526163,0.85045468480432,0.237286841803301,0.850146034013688,0.754611170322239,0.356407366554271,0.854940730776221,0.465865476925024,1.05965030714328,-0.0852306268112455,-0.107165312233398,-0.0817040541825204,-0.104799444085979,-0.0760370784716986,-0.0718392870732152,-0.0815050415203201,-0.065970441278579,-0.11328886192831,-0.0680928304364251,-0.0376378769633892,-0.00326362955889999,-0.0456950595451769,-0.0160778348188009,0.023619373457359,-0.107658618825164,-0.0696651997767668,-0.0698648881420973,-0.119898386053045,-0.148748409242665,-0.0644386586218748,-0.0974917619811254,-0.0918438215779859,-0.144186151390306,-0.146519455585105,-0.107934327572079,-0.087815125249904,-0.103948312811509,-0.104377797808682,-0.0809935377270219,-0.0174909311727791,-0.00300143927706997,0.0630743050690753,-0.000178144154166987,-0.0418404062053171,-0.0886569565212837,-0.0884289116163695,-0.094704965002532,-0.109851918111666,-0.109042035942779,-0.129327503376164,-0.148981788974642,-0.129358175149428,-0.14841080330054,-0.105888403619341,-0.141423774242682,-0.133009426054338,-0.148956213984911,-0.136930414539492,-0.103147605831209,-0.142219288454104,-0.124785093717912,-0.10727803371409,-0.109071165821717,-0.121434112291254,-0.114301020264954,-0.0964281033928143
"GID9533270",-0.0730526633326449,-0.0739143131913131,-0.0576848482704777,-0.118396117876245,-0.0803772856820706,-0.0558228073474318,-0.0398009769058919,-0.0546322240580936,-0.0589414145009893,-0.0735228246831496,-0.0396324080386947,-0.0224724529359683,-0.0618864010156107,0.0297255482994052,0.0328585115727614,0.0562422348113056,0.0407515526460858,0.0226347193533363,0.0370230393874027,0.0480654400124817,0.0974350658621057,0.10814844910189,0.0432927465575804,0.06039050162621,-0.0395661848016827,0.0800874106054625,0.0753041391514801,0.0591657876528852,0.0415005860020337,-0.0778851677826456,0.0128258300732484,0.0860336432199909,-0.073128955703013,-0.0338814228841774,-0.0873094039687319,0.0850657536243272,0.0843232988721363,0.0677882776509773,0.0635538879333927,0.0612200469911014,0.0326663614353162,-0.0386272534729697,0.0516027953812629,-0.0930864118862043,-0.0904957029358075,-0.0706639412229299,-0.0859631491283864,-0.103469572391546,-0.083047175649041,-0.0639834889188303,-0.101414599184427,-0.0830612742519162,-0.038747413754264,-0.0852306268112455,0.462812298054062,0.223504583340177,0.140123460524683,0.186113564613694,0.207091787298205,0.153830189795211,0.254811203337709,0.0743948134993099,0.171483545897351,0.0978114128029454,-0.0742486556847589,-0.0550522868514407,-0.0921859346664292,-0.0510395947405449,-0.0497150516523883,-0.0437832375504427,-0.0740743097244637,-0.0732966289730895,-0.073476442347087,-0.0777982745785544,-0.0706030542308032,-0.046098704139817,0.0444879989576485,0.0185284832576102,0.0282387167672684,0.0862280637317912,0.0321680894131113,-0.0311890716991891,-0.0569799744034611,-0.0461605043639457,-0.0204380238574143,-0.0225815667703031,-0.0685811824690085,-0.0694725809239986,-0.0666225068974822,-0.0538130817144103,-0.0409638408618082,-0.0577523455201692,-0.0755334911749549,-0.0311632249115178,-0.0625467351015317,-0.0611237735839222,-0.0552527162087652,0.0566298819263491,0.0394081926940844,0.0656715532779285,0.0372038136295387,0.0124011355796749,0.00845124851671522,0.0570117782077539,-0.0248090650878061,-0.0464030736896497,-0.0112770356134678,-0.0131751908374168,-0.0383345893189167,-0.0357551713732644,-0.00511203883834505
"GID9533271",-0.0555846654109041,-0.0641157474113922,-0.0428772761991759,-0.100095627022735,-0.07698649165151,-0.0582472831697157,-0.0363663433734637,-0.0341983078251161,-0.048045482183391,-0.102626147091496,-0.0843665811764348,-0.0354590374306137,-0.0771739607265749,0.0268660554531991,0.0301765800275454,0.064964081000011,0.0488758827154117,0.0222063489838326,0.0346718167477808,0.0807772838987991,0.0737435973782893,0.0880536310851646,0.0821729794969662,0.0871998590554135,-0.0388096007129057,0.121838218123354,0.0648784566739562,0.0668234612619346,0.0637082727023125,-0.0849995419810848,0.0297645529964136,0.111571181091688,-0.0962894679012549,-0.0695051290695831,-0.0817724438966931,0.0929549053606965,0.0931602392407267,0.0725360262293405,0.0568447585834449,0.0691460561988778,0.0232075690796639,-0.0278987311834391,0.0964655907998234,-0.116460063015169,-0.118442322695443,-0.103362036606463,-0.110100869010555,-0.106248869425013,-0.110378696924137,-0.0897431444990328,-0.122792825815089,-0.108805041963265,-0.0566015758113554,-0.107165312233398,0.223504583340177,0.550649917130119,0.155554216346634,0.180427516717849,0.277675869927846,0.133838462871524,0.264463679388432,0.0779024843238699,0.266317847852971,0.0906428492380757,-0.0874303476532637,-0.0600461032810526,-0.0972739310832357,-0.0531533189659246,-0.0979462065512756,-0.0489845464822829,-0.0866572161022529,-0.0850493951032571,-0.0768602006857619,-0.0776828726403861,-0.0792174918938179,-0.0454086821869601,0.0486372544985022,0.0350489556291034,0.0289734609592801,0.081089152749396,0.0446600984444904,-0.0393088760362973,-0.0629362879621113,-0.060917893746562,-0.0293667882518563,-0.0375865892691818,-0.0920886810234515,-0.0821895503404167,-0.0840476712666502,-0.0580651154173499,-0.0359150337562899,-0.0719033054238936,-0.0669298523272897,-0.0448240156005061,-0.0597927496923327,-0.0575093412691356,-0.0457560613140055,0.0609277251686548,0.0486957075265543,0.0710690175770736,0.0365346042206915,0.0172872265178763,0.0330958500202938,0.0614485669336934,-0.0112207247554807,-0.0407220979654547,-0.0111934659077495,-0.0221977995050171,-0.0512923924706249,-0.0454670286627002,-0.0185921935574342
"GID9533272",-0.0391529569458952,-0.038895435855361,-0.0345209269132221,-0.0974877917407595,-0.0640006957147347,-0.0611735718222673,-0.0389577838766219,-0.0313649335787086,-0.0454832979783649,-0.0749143195995747,-0.0532746548982792,-0.0381931311677987,-0.0589437957592297,0.110830081828515,-0.0184324190401778,0.000417371500967386,-0.00103622722002283,-0.0104871640562408,0.109394528501232,0.0533330901384032,0.0105355002833577,0.0237400257415408,0.0347434665922419,0.0557159737553095,-0.0365874212770907,0.0445857385997321,0.0529463898950656,0.0742557999776569,0.0048604252367974,-0.0525903064239004,-0.0186332721293977,0.0583884140822314,-0.0806272200514852,-0.0348830808596896,-0.0662112044859234,0.0266929271737605,0.0342829579261717,0.0135129006606087,0.0238304062764743,-0.00277656119806093,-0.00787357178181364,-0.0396002281246832,0.0301499262149141,-0.0741409231727389,-0.0899071935122451,-0.0762448402795643,-0.083369378137458,-0.0675432646671306,-0.0812217141005662,-0.0577392267449949,-0.0746646125438159,-0.0844013513970586,0.00274933530283309,-0.0817040541825204,0.140123460524683,0.155554216346634,0.394556706420128,0.158544055059108,0.142166800930436,0.131686666220765,0.14345051962703,0.127681914295015,0.150633698666767,0.127395876237241,-0.0317986732999648,-0.0614633987596382,-0.0402386863024755,-0.00237704364812168,-0.0431200242837833,-0.0134067283991012,-0.0309240428375673,-0.028104635852229,-0.0525020299118723,-0.0593455373411228,-0.022189587253212,-0.0255842771802462,0.0343490534293422,0.0261440258857834,0.0244189798876065,0.0181114486132596,0.0142349425505575,-0.0277143641856315,-0.0467180451093901,-0.0471702460894161,0.0352319809953094,0.0223923325198113,-0.0305484270899417,-0.0245654651167451,-0.0171375206410951,-0.0277032019736477,-0.025705728433392,-0.0455034982428919,-0.0394249333318863,-0.0296052828805189,-0.0302542506654312,-0.0169351586801477,-0.0182116526082454,0.0205041983813727,0.0133120712740009,0.0293465279753755,0.0282593870192699,0.0203742418835308,0.0152053845887473,0.0403296491279642,-0.0257183942952404,-0.0109831713034733,-0.0270045698298635,0.00483378366146496,-0.00587758909170033,-0.0366239129664251,-0.0223085729671832
"GID9533274",-0.04191894785829,-0.0463518524516236,-0.0123764421742135,-0.101003896291287,-0.0442530420638633,-0.0361878264664053,-0.0214415547825982,-0.0194073337794173,-0.0415816607768321,-0.0614215376166511,-0.0641003290179584,-0.0332222935651284,-0.0766492286709884,0.0759654198918992,-0.00713529808704833,0.0264019016969904,0.019051507367261,0.0062576922239419,0.0828182224104504,0.0806342389560883,0.0241255200487688,0.0463991256746493,0.0425011622159976,0.0731750465904817,-0.0187047134355161,0.0698879859039784,0.0552990894640239,0.0706756046525231,0.000993447764418239,-0.0643921752521942,-0.0120757973209511,0.0760441894205362,-0.0759531561147531,-0.0497247100704141,-0.0514105377996111,0.0477287832482785,0.0750473158496316,0.0361103663231642,0.0297075345523519,0.0177126313425373,0.0082155061749786,-0.023172255346558,0.056499368804516,-0.0913574092674023,-0.110739955577497,-0.0807990976666335,-0.104643693142686,-0.0764970724835049,-0.102380500425777,-0.0819103751075697,-0.0848926482239807,-0.105456543747899,-0.0399321238626299,-0.104799444085979,0.186113564613694,0.180427516717849,0.158544055059108,0.392254434129638,0.149966471979204,0.128462911058271,0.172355886679166,0.110791974812708,0.164696922034958,0.127357293690312,-0.059369328376831,-0.0668991215932456,-0.0692282523823547,-0.0273912820798054,-0.0729292144267402,-0.0259131213924149,-0.0518116643279006,-0.0494991775786365,-0.0591374948389957,-0.0639735605429065,-0.0493151055472811,-0.0370081452605545,0.0409152328218215,0.0282989294216249,0.0334777217487288,0.0434367262617484,0.0370151077707432,-0.017849351765188,-0.0493171015051891,-0.0590864704920205,-0.00241443183941796,-0.0129357752615515,-0.0743773583216138,-0.0403061266454143,-0.0453435076255903,-0.0360851605134146,-0.0264817508659654,-0.0386286405406217,-0.0514799893274674,-0.0221343855683243,-0.0388632937136948,-0.0504171835771354,-0.0331212101206826,0.0594400657712979,0.0421206545317371,0.0697058788525054,0.0315633170744543,0.0172696485304434,0.000244856225371537,0.0520738629293987,-0.019503877676007,-0.0282287091138295,-0.0172435569884571,0.00509912247564738,-0.0322651822859703,-0.0296726903950144,-0.00875914074377126
"GID9533275",-0.0776380633039452,-0.0722197789766525,-0.0555736278595527,-0.0915414004253832,-0.0691679395566082,-0.0758703007776727,-0.05352145218148,-0.0367528380661797,-0.0562238118364216,-0.0644223925525026,-0.0439831896947801,0.0122493076866252,-0.0453679635451087,0.00275163799733765,0.0630568946391273,0.0816459068695573,0.0773515069602905,0.0423009286906168,0.01008094743948,0.0686259214738376,0.10924349130415,0.0964830847328497,0.0704598317495491,0.0940412949446047,-0.0446995647555444,0.120838387688477,0.0887122079674793,0.0504441907351126,0.0998964004761931,-0.0742303336911676,0.0468397747787072,0.100584518180949,-0.086287639588629,-0.0356199804245322,-0.0683341825703823,0.130959901384007,0.0488513671227711,0.113499528986529,0.0817611670000958,0.110481435862836,0.0639864426653321,-0.0145183752209174,0.0874980716554036,-0.0858153853716252,-0.0836299080138871,-0.0666753960334254,-0.0751855862984442,-0.103471674776342,-0.0800941923351797,-0.0649212985653371,-0.0892901496209971,-0.0772465185332819,-0.0498104773615687,-0.0760370784716986,0.207091787298205,0.277675869927846,0.142166800930436,0.149966471979204,0.628494477897775,0.120004557618009,0.270731359724905,0.0489498322475378,0.282948626468703,0.0728710781894303,-0.0967525046234637,-0.0564017895515426,-0.0925920730058617,-0.0499450012234158,-0.069570704843665,-0.056957659463378,-0.0706032549486268,-0.0701620111618939,-0.0691747946673403,-0.0908569698417144,-0.0662049369383834,-0.0521649579394356,0.010002003108981,-0.0252516518496663,-0.025908573401293,0.0463394109284001,-0.00467011478473634,-0.0442412137287196,-0.0793772901942553,-0.0801306280342092,-0.0312961366764451,-0.0412566695205892,-0.0629822781041247,-0.0853583866301158,-0.0922295293307325,-0.0435490165153639,-0.0544620289855145,-0.0781127803925048,-0.0701170891902342,-0.0546034242437855,-0.0917771854943711,-0.0769509807607617,-0.0545335465249391,0.00942717199084711,0.00797877331011931,0.0225804552453319,-0.00917621260950577,-0.0288180069798228,0.0430087827529844,0.012425425227805,-0.0478745046527581,-0.0599951461479883,-0.0306353457128881,-0.0369280337639278,-0.0562565739627439,-0.0551793264872434,-0.0440982005411912
"GID9533276",-0.0435840007601452,-0.0443139908944127,-0.0316664856867989,-0.105387238703433,-0.0558099770603832,-0.0340310943619461,-0.0154514937811425,-0.0226406659154163,-0.0290655655954846,-0.0357422371593534,-0.038729203999134,-0.0237100299568682,-0.0451498475747951,0.111357153538651,-0.00690398531802131,0.00950445653448687,0.0235481519278936,0.0246530119006966,0.110585044085627,0.0376027854629986,0.042066635603916,0.0623449421438557,0.0259237973630482,0.0377435289787765,-0.032041344424172,0.0387803431458922,0.0612019866475817,0.0358109610367107,-0.00286803162164432,-0.059993244541421,-0.01544453543261,0.0548221913193654,-0.0544715735181227,-0.0350879178848831,-0.0757806171032885,0.0430681572747809,0.0494408910063718,0.0227979826152344,0.0398576747172672,0.0251785711486464,0.000354644327343957,-0.0216226211427161,0.0235469421385169,-0.0864729700392841,-0.0765464135035162,-0.0719450731943851,-0.0701190999912649,-0.084297153710275,-0.068797271860696,-0.0491501146360745,-0.0865737888661235,-0.071808687046425,0.00965441884721001,-0.0718392870732152,0.153830189795211,0.133838462871524,0.131686666220765,0.128462911058271,0.120004557618009,0.383295177860331,0.122522600687148,0.121424605376491,0.100817546389019,0.141807715832878,-0.0420068938951218,-0.0361380448211257,-0.0522575237067313,-0.0213979273336926,-0.0471703078264762,-0.0415493727130911,-0.0513234716990597,-0.0478812548785946,-0.0401163937409851,-0.0635586716339538,-0.0434009741938903,-0.0435974491441401,0.0230815577095021,0.000584506137542187,0.0114297762231611,0.0391889206094961,0.0107200216961696,-0.016579832342647,-0.0188387925418292,-0.0259016303814607,0.0309200452356515,0.0228561982852083,-0.0374435231478539,-0.0220359317785717,-0.0476474447700106,-0.0329806628421126,-0.0381951446722959,-0.0407347346535386,-0.0488405129498823,-0.0288691110263188,-0.0533190175992908,-0.0609697419411452,-0.0302571311095882,0.0184427153415035,-0.00217542883059957,0.031821481180338,0.0248670447970668,-1.20754750298754e-05,-0.0104191763394643,0.0272092526848384,-0.0184645300654751,-0.017052454308938,-0.0199423776140827,0.025366738265576,-0.00919711881199357,-0.00684618699207757,-0.00985655550203661
"GID9533277",-0.0734480670253439,-0.0861367306715141,-0.0681127446305017,-0.121097265879764,-0.0940005392105699,-0.0478100383951694,-0.0488940992246583,-0.053556827519125,-0.0604377884758799,-0.0718765024343835,-0.0426961360971221,-0.013596651722958,-0.0522231436413308,-7.36391755109298e-05,0.0450168730951547,0.0540407423481267,0.0438160467454966,0.0307640434288509,0.00929410074251049,0.0618378567466701,0.0929054999123635,0.130143600808239,0.0309682750880254,0.0615461267023114,-0.0663126969213701,0.0632651759877013,0.04509718341936,0.034956847519792,0.064161544448495,-0.0942047501910457,0.0291761247321537,0.0755603572883141,-0.0715422831363214,-0.0266355378022709,-0.101922009693173,0.095436325795814,0.0686447958233724,0.0729816585176545,0.0791857531015555,0.056680104162532,0.0366721588282922,-0.0280192194865161,0.0497131166205866,-0.0933632832741984,-0.0912443780601897,-0.0810187226745398,-0.0848869887681475,-0.11213094023016,-0.0840765972635682,-0.0683833554566082,-0.100216938267916,-0.0879661645713229,-0.0496961387157509,-0.0815050415203201,0.254811203337709,0.264463679388432,0.14345051962703,0.172355886679166,0.270731359724905,0.122522600687148,0.639113132352839,0.0450234703638451,0.230476378278509,0.0667084414148146,-0.0768439544893008,-0.0510923823789041,-0.0878824875629791,-0.048197487987585,-0.0553609198210164,-0.0593900121862444,-0.068088374194695,-0.0686251877960204,-0.0687252064196726,-0.05938200347441,-0.0620574958699634,-0.0563803735111014,0.0432233005745276,0.0180419096088462,0.0296044639603107,0.08538643751904,0.0310857589386458,-0.0377957753217406,-0.0519799473431586,-0.0528720012311966,-0.0279692822787523,-0.0406181687887705,-0.0620518419455976,-0.0758975877996163,-0.0688636852983738,-0.0457425166563484,-0.033244284627996,-0.0502037068864672,-0.0371218076796744,-0.0351564984089143,-0.0773702537586379,-0.0767856251658958,-0.0525421872296368,0.0556013294941012,0.0353202078733923,0.0689706663409344,0.0406510842562419,0.0134995142632434,0.01295861343587,0.0551816615753529,-0.034538209658298,-0.066391088450637,-0.0269841213393652,-0.0188003542215804,-0.0533277699058302,-0.0596367030784292,-0.0260414086542025
"GID9533280",-0.0373581234229448,-0.0328603355260842,-0.0200506564544368,-0.0913955103047515,-0.0323852002494353,-0.0576492870986577,-0.0202169758507213,-0.0223954502432697,-0.0301037028810474,-0.043342203558593,-0.0472616185129213,-0.0412893998204403,-0.0458378458456729,0.154692082014726,-0.0314128742917691,-0.00567653387725541,-0.00700592373211877,-0.00460950878466398,0.148699366661343,0.0360980173009643,0.0100063432889113,0.00808315394263602,0.02933373257014,0.0272325531871644,-0.0246206551982922,0.0289912239674597,0.0471319197598728,0.0378491931600767,-0.0426420295600024,-0.0379918180291312,-0.0270101391261913,0.0239435185281071,-0.0454396455621283,-0.0334017788664125,-0.0618707355682707,-0.00430432242488221,0.0351144547436483,-0.0119197603273055,-0.00168091690264749,-0.0225792432499877,-0.00958868746832198,-0.0317186742479863,0.021908586394959,-0.0737459940227623,-0.0742775315654046,-0.0590062108693871,-0.0685684980644971,-0.0459099160923212,-0.0646251054173333,-0.0389546236535601,-0.0698477997652176,-0.0680303013709628,0.0207239749890442,-0.065970441278579,0.0743948134993099,0.0779024843238699,0.127681914295015,0.110791974812708,0.0489498322475378,0.121424605376491,0.0450234703638451,0.311171830751923,0.0788041369038055,0.156991703730169,-0.0185400524046243,-0.0433482199951154,-0.0139928698131239,0.00855824660038342,-0.0324740405389495,-0.0310325074562721,-0.0401153855138634,-0.0376557417375312,-0.044069345282166,-0.0478424165996272,-0.0333099800020322,-0.0278255758745793,0.0273742633576376,0.0219763245993482,0.033463182233752,-0.000357097704863871,0.013011036872518,-0.00739586179494157,-0.0231210542061561,-0.0292185119385418,0.0629864431272042,0.0592762052558356,-0.00741999854827946,0.019922831399923,-0.00767565037774839,-0.0144498815833438,-0.00209992654637385,-0.0222016440919965,-0.0303536384243464,-0.0184691790391901,-0.0290046724346683,-0.0247947688666044,-0.00858440780257538,0.0146483807003746,0.00135855524723353,0.0256974019345852,0.0206845262070455,0.0131731833877052,-0.00384157239626622,0.0258903335189198,-0.000800138871956165,0.0161953819291958,-0.012450079755306,0.0380558759792426,0.00925047802148708,-0.0220782767541731,-0.00538906174453642
"GID9533281",-0.0576196725669742,-0.048229175507259,-0.0391153783072554,-0.085476986693597,-0.0560273204174768,-0.0514027129016809,-0.0463786022951001,-0.00787452956584846,-0.0658807517880582,-0.0890557565236366,-0.101264122221347,-0.0273461647030419,-0.095963259183452,0.0224679314088076,0.0220567682697476,0.0516758519180113,0.0514973937214962,0.00350183963104351,0.0338675794384763,0.103495011435832,0.0718069137640802,0.0751845293399612,0.111097475913099,0.116821306001375,-0.0237313679728277,0.147492888156111,0.0676077334994489,0.0751786493286653,0.0641945130963027,-0.0742140570864174,0.000598196320795446,0.134874403950296,-0.104905550213243,-0.080353500747134,-0.0488431552798009,0.107105129755874,0.0864397194624727,0.0716176750733274,0.0503452597063348,0.0794407165349279,0.0145163068941478,-0.029637339302375,0.117744117601781,-0.124173530157613,-0.12063859293789,-0.109282037628669,-0.114244529080448,-0.087898569696182,-0.114479729929203,-0.0925449145408714,-0.120925384680429,-0.113969879688553,-0.0638674720173356,-0.11328886192831,0.171483545897351,0.266317847852971,0.150633698666767,0.164696922034958,0.282948626468703,0.100817546389019,0.230476378278509,0.0788041369038055,0.631802068386534,0.0899288091412367,-0.0858303138068079,-0.0699167036331571,-0.0812430309667746,-0.0379950395720873,-0.0931317285728543,-0.0587748177409847,-0.0809502285402992,-0.0806913827632763,-0.0812847462535841,-0.0720640242838094,-0.0766698655535134,-0.0513007492167841,0.034077248806581,0.00167854569269434,0.00940149595655627,0.0592256088651545,0.0346222769995588,-0.0236355423842424,-0.0569769006512766,-0.0662327341118195,-0.0241707829235206,-0.0199642880636413,-0.0873233220532327,-0.0609389783131434,-0.0843662166304238,-0.0548863932195066,-0.0364614160040413,-0.0807412512535675,-0.0630096699458349,-0.0555541103720805,-0.0757078577561692,-0.0652558474555833,-0.0430527858541557,0.0359909502029295,0.0455387807453032,0.0496487549352767,0.0271651407270599,0.00188385240131499,0.0419481656678034,0.0487590869606835,-0.0103786378476276,-0.0273310238700908,-0.000801933185909671,-0.0117540948506308,-0.0435358799342145,-0.0403658504155988,-0.0275463446408387
